rho_0,xi,gamma,zeta,lambda_star,pred_lam,pred_type,pred_lam_old,material,ply_angle,SR,AR,h,SHR,SAR,delta,n_stiff,elem_list,nelem
0.2404823996810695,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,5.482109721589484,,,inf,solvayMTM45,38.57142857142857,199.99999999999991,0.2602932177446391,1.0,1.2,3.0,0.004800000000000001,1,"[40, 77, 10]",6560
0.3129796881196898,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,3.520024142026839,,,inf,solvayMTM45,38.57142857142857,199.99999999999991,0.33876279601929055,1.0,1.2,3.0,0.004800000000000001,1,"[45, 67, 10]",6480
0.40733245054693823,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,2.309120081941532,,,inf,solvayMTM45,38.57142857142857,199.99999999999991,0.44088829114015976,1.0,1.2,3.0,0.004800000000000001,1,"[52, 59, 10]",6656
0.5301293712233582,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,1.5656752035545165,,,inf,solvayMTM45,38.57142857142857,199.99999999999991,0.5738011598340372,1.0,1.2,3.0,0.004800000000000001,1,"[59, 52, 10]",6726
0.6899453992833511,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,1.1081539089794488,,,inf,solvayMTM45,38.57142857142857,199.99999999999991,0.7467827511940377,1.0,1.2,3.0,0.004800000000000001,1,"[67, 45, 10]",6700
0.8979405402378662,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,0.8150579409539721,,,inf,solvayMTM45,38.57142857142857,199.99999999999991,0.9719124263224513,1.0,1.2,3.0,0.004800000000000001,1,"[77, 40, 10]",6930
1.1686391628093686,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,0.6161092376975049,,,inf,solvayMTM45,38.57142857142857,199.99999999999991,1.2649110640673515,1.0,1.2,3.0,0.004800000000000001,1,"[87, 35, 10]",6960
0.18477807586749725,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,10.023066290600976,,,inf,solvayMTM45,38.57142857142857,199.99999999999991,0.2,1.0,1.2,3.0,0.009600000000000003,3,"[35, 44, 10]",7210
0.2404823996810695,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,6.419009779456115,,,inf,solvayMTM45,38.57142857142857,199.99999999999991,0.2602932177446391,1.0,1.2,3.0,0.009600000000000003,3,"[40, 39, 10]",7440
0.3129796881196898,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,4.180731840071627,,,inf,solvayMTM45,38.57142857142857,199.99999999999991,0.33876279601929055,1.0,1.2,3.0,0.009600000000000003,3,"[45, 34, 10]",7470
0.40733245054693823,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,2.7861579808596417,,,inf,solvayMTM45,38.57142857142857,199.99999999999991,0.44088829114015976,1.0,1.2,3.0,0.009600000000000003,3,"[51, 29, 10]",7446
0.5301293712233582,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,1.9051346304578847,,,inf,solvayMTM45,38.57142857142857,199.99999999999991,0.5738011598340372,1.0,1.2,3.0,0.009600000000000003,3,"[59, 26, 10]",7906
0.6899453992833511,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,1.3397323540213941,,,inf,solvayMTM45,38.57142857142857,199.99999999999991,0.7467827511940377,1.0,1.2,3.0,0.009600000000000003,3,"[67, 23, 10]",8174
0.8979405402378662,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,0.9629422770136536,,,inf,solvayMTM45,38.57142857142857,199.99999999999991,0.9719124263224513,1.0,1.2,3.0,0.009600000000000003,3,"[76, 20, 10]",8360
1.1686391628093686,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,0.7031292436040949,,,inf,solvayMTM45,38.57142857142857,199.99999999999991,1.2649110640673515,1.0,1.2,3.0,0.009600000000000003,3,"[87, 18, 10]",8874
1.520944240350259,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,0.5253141958890309,,,inf,solvayMTM45,38.57142857142857,199.99999999999991,1.6462388551344316,1.0,1.2,3.0,0.009600000000000003,3,"[99, 16, 10]",9306
0.18477807586749725,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,8.693920529923266,,,inf,solvayMTM45,38.57142857142857,199.99999999999991,0.2,1.0,1.2,3.0,0.004800000000000001,1,"[35, 88, 10]",6510
0.2404823996810695,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,5.482109723018234,,,inf,solvayMTM45,38.57142857142857,199.99999999999991,0.2602932177446391,1.0,1.2,3.0,0.004800000000000001,1,"[40, 77, 10]",6560
0.3129796881196898,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,3.52002414194288,,,inf,solvayMTM45,38.57142857142857,199.99999999999991,0.33876279601929055,1.0,1.2,3.0,0.004800000000000001,1,"[45, 67, 10]",6480
0.40733245054693823,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,2.309120081874078,,,inf,solvayMTM45,38.57142857142857,199.99999999999991,0.44088829114015976,1.0,1.2,3.0,0.004800000000000001,1,"[52, 59, 10]",6656
0.5301293712233582,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,1.5656752035038555,,,inf,solvayMTM45,38.57142857142857,199.99999999999991,0.5738011598340372,1.0,1.2,3.0,0.004800000000000001,1,"[59, 52, 10]",6726
0.6899453992833511,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,1.108153909046007,,,inf,solvayMTM45,38.57142857142857,199.99999999999991,0.7467827511940377,1.0,1.2,3.0,0.004800000000000001,1,"[67, 45, 10]",6700
