,rho_0,mean,std_dev
0,-2.3025850929940455,4.135321537833079,0.0016137405852828485
1,-2.016576661100294,3.7865860046149464,0.0014913298352784775
2,-1.7944386402881032,3.5153127390221925,0.0014018052674367564
3,-1.6127879993193823,3.285742099127674,0.0013290978248671258
4,-1.4591168208199399,3.0531851051055128,0.001264579501490828
5,-1.3259452051375964,2.794616296676395,0.0012380267136312643
6,-1.208442085508233,2.565798137708043,0.0012463931148304391
7,-1.1033055590998593,2.392129078420112,0.0013672818006772826
8,-1.0081786805516613,2.228399657207774,0.001379331132969095
9,-0.9213200802791569,2.092426274524769,0.0013322143781275171
10,-0.8414066634455448,1.9924642455007415,0.0013669206219208286
11,-0.7674095253179823,1.8887980501604034,0.0015505779340719266
12,-0.698512719924577,1.7872369853866985,0.0014283918425049857
13,-0.6340582641899387,1.7106743658805499,0.0013812875889311449
14,-0.5735078235982699,1.6514623936309363,0.0015455559309644688
15,-0.5164153532447775,1.5941145312099252,0.001432339455740621
16,-0.4624071377275797,1.538277329680568,0.0012752869386826037
17,-0.41116695149479876,1.4906476241303608,0.0013542229369724857
18,-0.3624248399910976,1.4529895599989686,0.0014160696321595565
19,-0.31594851060159745,1.4223739220688003,0.0013470913583622434
20,-0.27153663713904785,1.396375036536483,0.001266770345756327
21,-0.22901358913400496,1.3747378347325139,0.001260807594901097
22,-0.18822523689537252,1.3577004484686768,0.0013040409060876737
23,-0.14903557916048782,1.344644080469152,0.0013307989592976134
24,-0.11132400705462511,1.3344706971329288,0.001303604467750503
25,-0.07498306550995523,1.3265609779409715,0.001255171365657143
26,-0.039916607405442554,1.3210089824497118,0.0012498788235403725
27,-0.006038260547082301,1.318066480125708,0.0012893729225002056
28,0.026729854056090303,1.3217182187581784,0.0012914651284629476
29,0.05845820048659436,1.3259698995534563,0.0012600622447100772
30,0.0892107403394786,1.3299622372360318,0.0012287420134932045
31,0.11904570897748544,1.3345406640437432,0.001216646417236545
32,0.14801627930029143,1.3409736311223242,0.001216201304549066
33,0.17617113203835366,1.3504217242079903,0.0012135320586160738
34,0.20355494793601991,1.363317513714719,0.0012054129710865967
35,0.2302088343205382,1.379004832393548,0.0011963181280723139
36,0.25617069628154937,1.3958024368912447,0.001189650784090195
37,0.28147556087376424,1.4114381853141822,0.0011849517817759132
38,0.3061558613015657,1.423657399136573,0.0011804463105039502
39,0.330241686870577,1.430780516246159,0.001175453370168493
40,0.35376100353848144,1.4320471483224537,0.001170408310127417
41,0.3767398491198332,1.4276855516363867,0.0011658054050794479
42,0.3992025065618238,1.4187408313009655,0.0011616482258709681
