,AR,lam
0,-1.410951988738312,2.893766409708367
1,-0.9313789084764256,2.0990739507853178
2,-0.6086055162133748,1.6677871809803235
3,-0.3649834335556241,1.4367200923326888
4,-0.1692388564295287,1.328116618554423
5,-0.0056094326477267,1.2986766325199663
6,0.1349725179734624,1.3195266311302485
7,0.2582051583974109,1.3721154845997083
8,0.3679040756538352,1.4134364773946717
9,0.4667499102904677,1.3565340769383922
10,0.5566981469534071,1.3218419642787396
11,0.6392191706414103,1.3051858948988058
12,0.7154465360292952,1.3027787652397096
13,0.7862725885979074,1.3116653542539365
14,0.8524123911024524,1.3299007435662378
15,0.914447782021905,1.339673672110554
16,0.9728585441783196,1.3203662582778164
17,1.0280449597456105,1.308578482956561
18,1.0803444591484594,1.3034457902110657
19,1.1300441277007318,1.3042531238554995
20,1.1773902482979302,1.3099302169777585
21,1.2225956850659772,1.3210759384812516
22,1.2658456688597937,1.3195921702611777
23,1.3073023825381402,1.3105366035904984
24,1.3471086329385595,1.3054656035539702
25,1.3853908195095763,1.303704835870523
26,1.4222613553179042,1.3049249991719627
27,1.457820657354391,1.3090742959598942
28,1.4921587949352826,1.3156402740549158
29,1.5253568643448785,1.3119264913981117
30,1.5574881425276716,1.30704043868552
31,1.5886190611228448,1.304446482708642
32,1.6188100334019904,1.3037998236091342
33,1.6481161599874898,1.305399513673333
34,1.676587834068802,1.3085649513679125
35,1.7042712628172187,1.3129360721558827
36,1.7312089185490271,1.3084728453428698
37,1.757439930697897,1.305569690149453
38,1.7830004276774318,1.304876032755052
39,1.8079238361298888,1.3042671936350312
40,-1.969520531512353,3.951508671664164
41,-1.489947451250467,3.050051822809193
42,-1.1671740589874162,2.4759517191501854
43,-0.9235519763296656,2.0826444492212595
44,-0.7278073992035701,1.799074279472471
45,-0.5641779754217681,1.5964865022942785
46,-0.4235960248005788,1.4544800308687733
47,-0.3003633843766304,1.3590586276737864
48,-0.1906644671202059,1.3012776264720016
49,-0.0918186324835733,1.269755288502976
50,-0.0018703958206341,1.2600682831687078
51,0.0806506278673695,1.267362541118903
52,0.1568779932552538,1.2889354802099326
53,0.2277040458238661,1.3191856767171517
54,0.2938438483284112,1.3570216726043849
55,0.3558792392478638,1.385698770393582
56,0.4142900014042785,1.3464307647213434
57,0.4694764169715693,1.3166228929439137
58,0.5217759163744181,1.293396912819125
59,0.5714755849266907,1.2768716676532563
60,0.6188217055238888,1.2663030194047082
61,0.6640271422919358,1.2608685779216475
62,0.7072771260857525,1.2608094005298742
63,0.7487338397640987,1.2640269131149324
64,0.7885400901645182,1.2707304748672146
65,0.8268222767355352,1.2805897661491603
66,0.8636928125438628,1.2937747294956596
67,0.8992521145803498,1.3047147323253545
68,0.9335902521612413,1.2906111085343297
69,0.966788321570837,1.279447225166144
70,0.9989195997536302,1.2709854669253138
71,1.0300505183488036,1.265374085718609
72,1.0602414906279491,1.2616711235275375
73,1.0895476172134486,1.260079332258916
74,1.1180192912947606,1.2603827420530187
75,1.1457027200431775,1.26228170489353
76,1.1726403757749857,1.266445862219178
77,1.1988713879238555,1.2716154905455102
78,1.2244318849033906,1.2781596691079014
79,1.2493552933558476,1.2805908316324723
80,-1.289197666317041,2.682607430726001
81,-0.8096245860551549,1.9198336864836851
82,-0.4868511937921039,1.5358518721775485
83,-0.2432291111343534,1.3553820094427478
84,-0.0474845340082581,1.295786075540149
85,0.116144889773544,1.3096208392693929
86,0.2567268403947333,1.3667006142149434
87,0.3799594808186816,1.4026880802573645
