
 ==============================
 S N O P T  7.7.1    (Nov 2018)
 ==============================
 
 SNMEMB EXIT 100 -- finished successfully
 SNMEMB INFO 104 -- memory requirements estimated
 
 

 Nonlinear constraints       1     Linear constraints     604
 Nonlinear variables       444     Linear variables         0
 Jacobian  variables       444     Objective variables    444
 Total constraints         605     Total variables        444
 

 
 The user has defined     444   out of     444   constraint gradients.
 The user has defined     444   out of     444   objective  gradients.
 

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   265     51  6.2E-05    273  3.8E-02  1.6E+00  1.3634315E+00    312 4.3E+01
   266     53  2.2E-05    274  3.8E-02  1.3E+00  1.3634249E+00    341 4.3E+01
   267     51  3.2E-05    275  3.8E-02  1.5E+00  1.3634150E+00    323 4.3E+01
   268     49  3.0E-05    276  3.8E-02  1.5E+00  1.3634060E+00    304 4.3E+01
   269     46  2.2E-05    277  3.8E-02  1.4E+00  1.3633994E+00    304 4.3E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   270     72  2.2E-05    278  3.8E-02  1.6E+00  1.3633925E+00    345 4.3E+01
   271     80  4.0E-05    279  3.8E-02  1.4E+00  1.3633806E+00    296 4.3E+01
   272     94  2.1E-05    280  3.8E-02  1.4E+00  1.3633739E+00    361 4.3E+01
   273     88  1.7E-04    281  3.8E-02  1.6E+00  1.3633229E+00    297 4.3E+01
   274    104  2.0E-05    282  3.8E-02  1.3E+00  1.3633165E+00    362 4.3E+01
   275     99  3.0E-04    283  3.8E-02  1.6E+00  1.3632266E+00    284 4.3E+01
   276    121  2.0E-05    284  3.8E-02  1.5E+00  1.3632203E+00    370 4.3E+01
   277     16  3.1E-04    286  3.8E-02  1.5E+00  1.3631300E+00    369 4.3E+01  M
   278      9  5.4E-04    288  3.8E-02  1.6E+00  1.3629867E+00    373 4.3E+01  M
   279     10  5.2E-04    290  3.8E-02  1.7E+00  1.3628529E+00    378 4.3E+01  M

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   280      1  5.1E-04    292  3.8E-02  1.7E+00  1.3627243E+00    378 4.3E+01  M
   281     14  5.2E-04    294  3.8E-02  1.7E+00  1.3625953E+00    367 4.3E+01  M
   282     24  4.9E-04    296  3.8E-02  1.6E+00  1.3624689E+00    374 4.3E+01  M
   283      4  5.2E-04    298  3.8E-02  1.6E+00  1.3623387E+00    373 4.3E+01  M
   284      5  5.3E-04    300  3.8E-02  1.6E+00  1.3622052E+00    373 4.3E+01  M
   285      2  5.2E-04    302  3.8E-02  1.6E+00  1.3620776E+00    374 4.3E+01  M
   286      9  5.2E-04    304  3.8E-02  1.6E+00  1.3619492E+00    368 4.3E+01  M
   287      1  5.2E-04    306  3.8E-02  1.6E+00  1.3618208E+00    368 4.3E+01  M
   288    111  5.2E-04    308  3.8E-02  1.9E+00  1.3616931E+00    391 4.3E+01  MR
   289     47  1.1E-02    309  3.8E-02  1.9E+00  1.5437567E+00    366 1.2E+02 s

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   290     29  3.9E-02    310  3.6E-02  1.8E+00  1.3576167E+00    364 4.4E+01
   291     18  7.8E-02    311  3.4E-02  1.6E+00  1.3394475E+00    368 4.4E+01
   292     35  7.4E-02    312  3.1E-02  1.4E+00  1.3236302E+00    352 4.4E+01
   293     26  4.9E-02    313  3.0E-02  1.2E+00  1.3133081E+00    347 4.4E+01
   294     40  4.0E-02    314  2.9E-02  1.1E+00  1.3051810E+00    340 4.4E+01
   295     31  1.1E-01    315  2.6E-02  1.0E+00  1.2848511E+00    338 4.4E+01
   296     51  1.1E-01    316  2.4E-02  8.4E-01  1.2691567E+00    324 4.4E+01
   297     42  1.7E-02    317  2.3E-02  8.1E-01  1.2667033E+00    305 4.4E+01
   298     51  1.6E-02    318  2.3E-02  6.7E-01  1.2642048E+00    299 4.4E+01
   299     82  1.6E-02    319  2.3E-02  6.1E-01  1.2614921E+00    307 4.4E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   300     53  7.9E-06    320  2.3E-02  6.6E-01  1.2614907E+00    307 4.4E+01
   301     60  7.7E-02    321  2.1E-02  5.8E-01  1.2497103E+00    316 4.4E+01
   302     71  7.9E-02    322  2.0E-02  4.7E-01  1.2392870E+00    293 4.4E+01
   303    124  1.5E-02    323  1.9E-02  4.6E-01  1.2373976E+00    315 4.4E+01
   304    175  7.2E-03    324  1.9E-02  4.5E-01  1.2363891E+00    317 4.4E+01
   305     95  7.6E-02    325  1.8E-02  3.9E-01  1.2265995E+00    292 4.4E+01
   306    143  1.6E-02    326  1.8E-02  3.4E-01  1.2245668E+00    293 4.4E+01
   307    108  3.0E-02    327  1.7E-02  3.2E-01  1.2203411E+00    279 4.4E+01
   308     89  7.2E-03    328  1.7E-02  2.8E-01  1.2194595E+00    317 4.4E+01
   309     79  2.0E-02    329  1.7E-02  3.0E-01  1.2168392E+00    311 4.4E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   310    502  9.1E-02    330  1.6E-02  3.4E-01  1.2104291E+00    294 4.4E+01
   311    170  9.6E-10    331  1.6E-02  3.3E-01  1.2104291E+00    295 4.4E+01
   312    219  3.3E-05    332  1.6E-02  3.1E-01  1.2104272E+00    283 4.4E+01
   313    312  2.6E-05    333  1.6E-02  3.5E-01  1.2104231E+00    318 4.4E+01
   314     74  7.0E-05    334  1.6E-02  3.3E-01  1.2104231E+00    306 4.4E+01
   315     82  1.5E-04    335  1.6E-02  3.5E-01  1.2104220E+00    301 4.4E+01
   316      1  1.8E-09    336  1.6E-02  3.5E-01  1.2104220E+00    301 4.4E+01
   316    200             336  1.6E-02  4.2E-01  1.1890911E+00    398 1.0E+00   R
   317     30  1.0E-01    337  1.5E-02  4.5E-01  1.1890654E+00    395 2.9E+00 s
   318     39  7.0E-02    338  1.4E-02  4.2E-01  1.1879268E+00    391 2.9E+00
   319     25  3.8E-02    339  1.3E-02  4.1E-01  1.1870723E+00    387 2.9E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   320     23  1.9E-02    340  1.3E-02  3.9E-01  1.1866232E+00    379 2.9E+00
   321     32  1.9E-02    341  1.3E-02  3.9E-01  1.1861237E+00    380 2.9E+00
   322     45  4.2E-03    342  1.3E-02  3.6E-01  1.1860064E+00    374 2.9E+00
   323     48  3.0E-03    343  1.3E-02  3.4E-01  1.1859109E+00    371 2.9E+00
   324     53  1.7E-02    344  1.3E-02  3.5E-01  1.1853176E+00    359 2.9E+00
   325     43  2.6E-03    345  1.3E-02  3.3E-01  1.1852194E+00    348 2.9E+00
   326     47  6.4E-03    346  1.2E-02  3.4E-01  1.1849482E+00    347 2.9E+00
   327     47  2.9E-03    347  1.2E-02  3.5E-01  1.1848215E+00    341 2.9E+00
   328     37  6.1E-03    348  1.2E-02  3.4E-01  1.1845428E+00    339 2.9E+00
   329     54  3.1E-03    349  1.2E-02  3.3E-01  1.1843959E+00    338 2.9E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   330     48  3.3E-03    350  1.2E-02  3.3E-01  1.1842241E+00    333 2.9E+00
   331     49  3.6E-03    351  1.2E-02  3.4E-01  1.1840324E+00    337 2.9E+00
   332     51  1.1E-02    352  1.2E-02  3.3E-01  1.1834425E+00    327 2.9E+00
   333     54  5.6E-03    353  1.2E-02  3.3E-01  1.1831265E+00    336 2.9E+00
   334     51  2.8E-02    354  1.2E-02  3.3E-01  1.1815517E+00    322 2.9E+00
   335     40  2.6E-02    355  1.2E-02  3.5E-01  1.1800658E+00    325 2.9E+00
   336     44  9.5E-02    356  1.1E-02  3.6E-01  1.1751642E+00    322 2.9E+00
   337     38  1.0E-02    357  1.1E-02  3.7E-01  1.1746259E+00    317 2.9E+00
   338     46  1.5E-02    358  1.1E-02  4.1E-01  1.1737284E+00    326 2.9E+00
   339     51  3.4E-02    359  1.0E-02  3.7E-01  1.1719373E+00    318 2.9E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   340      4  8.6E-03    361  1.0E-02  3.8E-01  1.1714630E+00    319 2.9E+00  M
   341     25  8.8E-03    363  1.0E-02  3.9E-01  1.1709937E+00    313 2.9E+00  M
   342     27  8.1E-03    364  1.0E-02  3.7E-01  1.1706008E+00    310 2.9E+00
   343     29  7.0E-03    366  1.0E-02  3.9E-01  1.1702328E+00    320 2.9E+00  M
   344      6  7.6E-03    368  1.0E-02  3.9E-01  1.1698999E+00    319 2.9E+00  M
   345     13  8.3E-03    370  1.0E-02  3.8E-01  1.1695682E+00    317 2.9E+00  M
   346     12  8.6E-03    372  1.0E-02  3.6E-01  1.1693097E+00    324 2.9E+00  M
   347     22  8.0E-03    374  1.0E-02  3.1E-01  1.1691405E+00    323 2.9E+00  M
   348     55  4.6E-03    376  1.0E-02  2.8E-01  1.1690735E+00    339 2.9E+00  M
   349     64  4.9E-03    378  1.0E-02  5.4E-01  1.1689845E+00    331 2.9E+00  M
   349    146             378  1.0E-02  6.9E-01  1.1685654E+00    413 1.0E+00  MR

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   350     22  2.6E-03    379  1.0E-02  4.4E-01  1.1697929E+00    398 6.7E+00 s
   351     28  8.8E-03    380  1.0E-02  4.9E-01  1.1687415E+00    391 2.6E+00
   352     24  3.1E-02    381  1.0E-02  4.9E-01  1.1681206E+00    396 2.6E+00
   353      7  2.6E-02    382  1.0E-02  4.7E-01  1.1676699E+00    392 2.6E+00
   354     12  2.2E-02    383  1.0E-02  4.9E-01  1.1672807E+00    392 2.6E+00
   355     15  2.3E-02    384  1.0E-02  4.6E-01  1.1669020E+00    384 2.6E+00
   356     14  2.7E-02    385  1.0E-02  4.1E-01  1.1663783E+00    387 2.6E+00
   357     19  2.1E-02    386  9.9E-03  4.2E-01  1.1659426E+00    378 2.6E+00
   358     21  2.5E-02    387  9.8E-03  3.9E-01  1.1654015E+00    373 2.6E+00
   359     25  2.6E-02    388  9.7E-03  3.6E-01  1.1648068E+00    363 2.6E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   360     23  1.2E-02    389  9.7E-03  3.6E-01  1.1644856E+00    366 2.6E+00
   361     24  2.9E-02    390  9.6E-03  3.5E-01  1.1637208E+00    359 2.6E+00
   362     28  3.0E-03    391  9.6E-03  3.3E-01  1.1636368E+00    360 2.6E+00
   363     24  3.5E-02    392  9.5E-03  3.3E-01  1.1625971E+00    355 2.6E+00
   364     16  3.2E-02    393  9.4E-03  2.8E-01  1.1616534E+00    348 2.6E+00
   365     16  3.0E-02    394  9.3E-03  2.9E-01  1.1606291E+00    349 2.6E+00
   366     24  3.6E-02    395  9.2E-03  2.7E-01  1.1594543E+00    344 2.6E+00
   367     15  5.1E-03    396  9.2E-03  2.6E-01  1.1592783E+00    348 2.6E+00
   368     20  2.9E-02    397  9.1E-03  2.6E-01  1.1582643E+00    347 2.6E+00
   369     29  2.3E-02    398  9.1E-03  2.3E-01  1.1574733E+00    344 2.6E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   370     24  1.6E-02    399  9.0E-03  2.3E-01  1.1568388E+00    351 2.6E+00
   371     27  1.4E-02    400  9.0E-03  2.3E-01  1.1563148E+00    349 2.6E+00
   372     22  1.0E-02    401  8.9E-03  2.2E-01  1.1559001E+00    347 2.6E+00
   373     23  8.8E-03    402  8.9E-03  2.2E-01  1.1555423E+00    347 2.6E+00
   374     25  7.3E-03    403  8.9E-03  2.0E-01  1.1552414E+00    340 2.6E+00
   375     35  6.8E-03    404  8.9E-03  2.1E-01  1.1549419E+00    340 2.6E+00
   376     27  6.3E-03    405  8.9E-03  2.0E-01  1.1546612E+00    336 2.6E+00
   377     22  6.5E-03    406  8.8E-03  2.1E-01  1.1543647E+00    329 2.6E+00
   378     18  6.1E-03    407  8.8E-03  2.0E-01  1.1540806E+00    331 2.6E+00
   379     29  4.8E-03    408  8.8E-03  2.0E-01  1.1538542E+00    324 2.6E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   380     33  3.5E-03    409  8.8E-03  2.0E-01  1.1536829E+00    324 2.6E+00
   381     33  2.7E-03    410  8.8E-03  1.9E-01  1.1535492E+00    327 2.6E+00
   382     28  2.7E-03    411  8.8E-03  2.0E-01  1.1534122E+00    320 2.6E+00
   383     24  2.7E-03    412  8.8E-03  1.9E-01  1.1532694E+00    319 2.6E+00
   384     21  2.8E-03    413  8.8E-03  1.9E-01  1.1531201E+00    317 2.6E+00
   385     28  2.8E-03    414  8.8E-03  1.9E-01  1.1529702E+00    316 2.6E+00
   386     20  2.9E-03    415  8.8E-03  1.9E-01  1.1528143E+00    319 2.6E+00
   387     20  3.0E-03    416  8.8E-03  1.9E-01  1.1526510E+00    310 2.6E+00
   388     17  3.0E-03    417  8.7E-03  1.9E-01  1.1524863E+00    312 2.6E+00
   389     21  3.1E-03    418  8.7E-03  1.8E-01  1.1523140E+00    312 2.6E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   390    177  3.2E-03    419  8.7E-03  2.3E-01  1.1521356E+00    408 2.6E+00   R
   391     13  3.0E-01    420  6.3E-03  2.3E-01  1.1565120E+00    404 4.1E+01 s
   392     44  3.9E-02    421  6.0E-03  1.9E-01  1.1538639E+00    374 1.3E+01
   393     31  9.8E-04    422  6.0E-03  1.9E-01  1.1538491E+00    364 1.3E+01
   394     35  2.0E-02    423  5.9E-03  1.9E-01  1.1534390E+00    352 1.3E+01
   395     50  1.0E-02    424  5.9E-03  1.8E-01  1.1531700E+00    343 1.3E+01
   396     42  3.1E-03    425  5.9E-03  1.7E-01  1.1530591E+00    338 1.3E+01
   397     40  6.6E-03    426  5.9E-03  1.7E-01  1.1527922E+00    349 1.3E+01
   398     58  4.6E-03    427  5.9E-03  1.7E-01  1.1526063E+00    346 1.3E+01
   399     36  1.7E-03    428  5.9E-03  1.7E-01  1.1525327E+00    330 1.3E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   400     54  7.7E-04    429  5.9E-03  1.6E-01  1.1524971E+00    334 1.3E+01
   401     53  5.6E-04    430  5.9E-03  1.7E-01  1.1524696E+00    331 1.3E+01
   402     43  6.0E-04    431  5.9E-03  1.6E-01  1.1524400E+00    321 1.3E+01
   403     48  6.7E-04    432  5.9E-03  1.7E-01  1.1524050E+00    325 1.3E+01
   404     53  6.7E-04    433  5.9E-03  1.7E-01  1.1523690E+00    325 1.3E+01
   405     43  7.3E-04    434  5.9E-03  1.7E-01  1.1523273E+00    323 1.3E+01
   406     47  7.9E-04    435  5.9E-03  1.7E-01  1.1522818E+00    329 1.3E+01
   407     51  7.9E-04    436  5.9E-03  1.6E-01  1.1522345E+00    313 1.3E+01
   408     52  8.6E-04    437  5.9E-03  1.7E-01  1.1521799E+00    338 1.3E+01
   409     55  7.9E-04    438  5.9E-03  1.7E-01  1.1521302E+00    326 1.3E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   410     41  8.3E-04    439  5.9E-03  1.6E-01  1.1520740E+00    326 1.3E+01
   411     60  8.4E-04    440  5.9E-03  1.7E-01  1.1520184E+00    321 1.3E+01
   412     52  7.3E-04    441  5.9E-03  1.6E-01  1.1519678E+00    323 1.3E+01
   413     36  6.1E-04    442  5.9E-03  1.7E-01  1.1519249E+00    318 1.3E+01
   414     47  5.7E-04    443  5.9E-03  1.6E-01  1.1518841E+00    332 1.3E+01
   415     45  4.3E-04    444  5.9E-03  1.7E-01  1.1518529E+00    310 1.3E+01
   416     43  3.6E-04    445  5.9E-03  1.6E-01  1.1518265E+00    322 1.3E+01
   417     42  2.8E-04    446  5.9E-03  1.7E-01  1.1518059E+00    319 1.3E+01
   418     36  2.1E-04    447  5.9E-03  1.6E-01  1.1517901E+00    310 1.3E+01
   419     49  1.6E-04    448  5.9E-03  1.7E-01  1.1517779E+00    310 1.3E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   420     59  2.1E-04    449  5.9E-03  1.6E-01  1.1517620E+00    310 1.3E+01
   421     51  1.7E-04    450  5.9E-03  1.7E-01  1.1517490E+00    301 1.3E+01
   422     51  1.8E-04    451  5.9E-03  1.7E-01  1.1517354E+00    315 1.3E+01
   423     41  1.6E-04    452  5.9E-03  1.6E-01  1.1517232E+00    302 1.3E+01
   424     47  1.3E-04    453  5.9E-03  1.7E-01  1.1517133E+00    310 1.3E+01
   425     40  1.1E-04    454  5.9E-03  1.6E-01  1.1517049E+00    299 1.3E+01
   426     34  9.2E-05    455  5.9E-03  1.7E-01  1.1516974E+00    308 1.3E+01
   427     44  8.9E-05    456  5.9E-03  1.7E-01  1.1516904E+00    307 1.3E+01
   428     43  7.5E-05    457  5.9E-03  1.7E-01  1.1516843E+00    301 1.3E+01
   429     34  7.0E-05    458  5.9E-03  1.6E-01  1.1516787E+00    304 1.3E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   430     36  6.4E-05    459  5.9E-03  1.7E-01  1.1516735E+00    307 1.3E+01
   431    154  5.6E-05    460  5.9E-03  2.2E-01  1.1516690E+00    410 1.3E+01   R
   432     36  3.5E-01    461  3.9E-03  1.8E-01  1.1503934E+00    382 1.3E+01 s
   433     47  9.7E-03    462  3.9E-03  1.8E-01  1.1502738E+00    355 1.3E+01
   434     72  1.7E-03    463  3.9E-03  1.5E-01  1.1502326E+00    334 1.3E+01
   435     57  2.8E-03    464  3.9E-03  2.0E-01  1.1501079E+00    325 1.3E+01
   436     53  7.4E-04    465  3.9E-03  1.7E-01  1.1500763E+00    338 1.3E+01
   437     63  6.2E-04    466  3.9E-03  1.9E-01  1.1500460E+00    324 1.3E+01
   438     48  9.8E-04    467  3.9E-03  1.8E-01  1.1499917E+00    328 1.3E+01
   439     67  8.8E-04    468  3.9E-03  1.6E-01  1.1499394E+00    327 1.3E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   440     82  7.9E-04    469  3.9E-03  2.0E-01  1.1498875E+00    314 1.3E+01
   441     66  6.1E-04    470  3.9E-03  1.7E-01  1.1498464E+00    316 1.3E+01
   442     60  2.2E-04    471  3.9E-03  1.9E-01  1.1498308E+00    315 1.3E+01
   443     56  1.8E-04    472  3.9E-03  1.8E-01  1.1498181E+00    313 1.3E+01
   444     77  1.9E-04    473  3.9E-03  1.8E-01  1.1498043E+00    301 1.3E+01
   445     52  8.2E-05    474  3.9E-03  1.8E-01  1.1497980E+00    303 1.3E+01
   446     75  1.1E-04    475  3.9E-03  1.9E-01  1.1497898E+00    306 1.3E+01
   447     47  5.4E-05    476  3.9E-03  1.9E-01  1.1497857E+00    298 1.3E+01
   448     96  4.0E-05    477  3.9E-03  1.8E-01  1.1497825E+00    306 1.3E+01
   449     64  3.1E-05    478  3.9E-03  1.9E-01  1.1497800E+00    299 1.3E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   450     36  1.8E-05    479  3.9E-03  1.8E-01  1.1497786E+00    300 1.3E+01
   451     58  1.6E-05    480  3.9E-03  1.9E-01  1.1497773E+00    296 1.3E+01
   452     61  9.9E-06    481  3.9E-03  1.8E-01  1.1497765E+00    297 1.3E+01
   453     55  9.4E-06    482  3.9E-03  1.8E-01  1.1497757E+00    295 1.3E+01
   454     64  1.0E-05    483  3.9E-03  1.8E-01  1.1497748E+00    289 1.3E+01
   455     72  1.1E-05    484  3.9E-03  1.9E-01  1.1497739E+00    294 1.3E+01
   456     66  1.0E-05    485  3.9E-03  1.9E-01  1.1497731E+00    288 1.3E+01
   457     54  1.0E-05    486  3.9E-03  1.8E-01  1.1497722E+00    287 1.3E+01
   458     71  1.2E-05    487  3.9E-03  1.8E-01  1.1497712E+00    295 1.3E+01
   459     60  1.0E-05    488  3.9E-03  1.8E-01  1.1497703E+00    284 1.3E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   460     50  1.2E-05    489  3.9E-03  1.9E-01  1.1497692E+00    284 1.3E+01
   461     49  1.1E-05    490  3.9E-03  1.8E-01  1.1497683E+00    288 1.3E+01
   462     52  1.2E-05    491  3.9E-03  1.9E-01  1.1497672E+00    277 1.3E+01
   463     50  1.2E-05    492  3.9E-03  1.8E-01  1.1497661E+00    290 1.3E+01
   464     66  1.1E-05    493  3.9E-03  1.8E-01  1.1497652E+00    280 1.3E+01
   465     65  1.5E-05    494  3.9E-03  1.9E-01  1.1497638E+00    280 1.3E+01
   466     54  1.1E-05    495  3.9E-03  1.9E-01  1.1497628E+00    273 1.3E+01
   467     65  1.3E-05    496  3.9E-03  1.8E-01  1.1497616E+00    283 1.3E+01
   468     49  1.1E-05    497  3.9E-03  1.8E-01  1.1497607E+00    273 1.3E+01
   469     55  1.5E-05    498  3.9E-03  1.9E-01  1.1497593E+00    274 1.3E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   470     48  1.1E-05    499  3.9E-03  1.9E-01  1.1497583E+00    277 1.3E+01
   471     46  1.3E-05    500  3.9E-03  1.8E-01  1.1497571E+00    268 1.3E+01
   472    240  1.2E-05    501  3.9E-03  2.4E-01  1.1497560E+00    405 1.3E+01   R
   473      7  1.0E+00    502  1.5E-03  4.8E-01  1.1468898E+00    407 1.3E+01 s
   474     68  1.0E+00    503  5.2E-03  1.4E-01  1.1421480E+00    410 1.3E+01
   475    111  3.6E-02    504  6.2E-03  1.3E-01  1.1416667E+00    406 1.3E+01
   476     19  3.6E-01    505  4.7E-03  1.5E-01  1.1428560E+00    398 3.0E+01
   477     22  1.0E+00    506  4.4E-04  1.6E-01  1.1408870E+00    399 3.0E+01
   478     24  3.5E-03    507  4.4E-04  1.8E-01  1.1408707E+00    378 3.0E+01
   479     23  1.9E-04    508  4.4E-04  1.8E-01  1.1408681E+00    376 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   480     16  3.2E-04    509  4.4E-04  1.9E-01  1.1408615E+00    365 3.0E+01
   481     21  4.3E-04    510  4.4E-04  1.9E-01  1.1408508E+00    366 3.0E+01
   482     19  5.3E-04    511  4.4E-04  1.9E-01  1.1408364E+00    356 3.0E+01
   483     20  4.9E-04    512  4.4E-04  1.8E-01  1.1408215E+00    359 3.0E+01
   484     11  4.6E-04    513  4.4E-04  1.8E-01  1.1408065E+00    349 3.0E+01
   485      4  4.3E-04    514  4.4E-04  1.8E-01  1.1407916E+00    350 3.0E+01
   486     11  3.5E-04    515  4.5E-04  1.8E-01  1.1407783E+00    346 3.0E+01
   487      5  2.7E-04    516  4.5E-04  1.8E-01  1.1407677E+00    344 3.0E+01
   488      3  2.9E-04    517  4.5E-04  1.8E-01  1.1407558E+00    342 3.0E+01
   489      2  3.0E-04    518  4.5E-04  1.9E-01  1.1407432E+00    341 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   490      4  2.9E-04    519  4.5E-04  1.9E-01  1.1407303E+00    338 3.0E+01
   491      6  2.7E-04    520  4.5E-04  1.9E-01  1.1407179E+00    337 3.0E+01
   492      1  2.6E-04    521  4.5E-04  1.9E-01  1.1407060E+00    337 3.0E+01
   493      2  2.5E-04    522  4.5E-04  1.9E-01  1.1406945E+00    338 3.0E+01
   494      3  2.3E-04    523  4.5E-04  1.9E-01  1.1406834E+00    336 3.0E+01
   495      3  2.2E-04    524  4.5E-04  1.9E-01  1.1406727E+00    334 3.0E+01
   496     35  2.0E-04    526  4.5E-04  1.7E-01  1.1406626E+00    336 3.0E+01  M
   497     20  1.1E-04    527  4.5E-04  1.8E-01  1.1406566E+00    329 3.0E+01
   498      9  6.0E-05    528  4.5E-04  1.8E-01  1.1406532E+00    323 3.0E+01
   499      8  4.3E-05    529  4.5E-04  1.8E-01  1.1406508E+00    322 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   500      5  4.3E-05    530  4.5E-04  1.9E-01  1.1406483E+00    318 3.0E+01
   501      5  4.4E-05    531  4.5E-04  1.9E-01  1.1406457E+00    316 3.0E+01
   502      3  4.5E-05    532  4.5E-04  1.9E-01  1.1406431E+00    314 3.0E+01
   503      5  4.6E-05    533  4.5E-04  1.9E-01  1.1406404E+00    314 3.0E+01
   504      3  4.7E-05    534  4.5E-04  1.9E-01  1.1406376E+00    312 3.0E+01
   505      3  4.8E-05    535  4.6E-04  1.9E-01  1.1406347E+00    310 3.0E+01
   506      4  5.0E-05    536  4.6E-04  1.9E-01  1.1406317E+00    309 3.0E+01
   507      3  5.1E-05    537  4.6E-04  1.9E-01  1.1406286E+00    307 3.0E+01
   508      5  5.2E-05    538  4.6E-04  1.9E-01  1.1406254E+00    309 3.0E+01
   509      5  5.3E-05    539  4.6E-04  1.9E-01  1.1406221E+00    309 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   510      1  5.1E-05    540  4.6E-04  1.9E-01  1.1406190E+00    309 3.0E+01
   511      4  4.8E-05    541  4.6E-04  2.0E-01  1.1406161E+00    308 3.0E+01
   512      3  4.5E-05    542  4.6E-04  2.0E-01  1.1406133E+00    308 3.0E+01
   513    164  4.2E-05    543  4.6E-04  2.3E-01  1.1406106E+00    399 3.0E+01   R
   514     17  1.0E+00    544  1.4E-04  2.0E-01  1.1399217E+00    387 3.0E+01 s
   515     20  2.8E-03    545  1.5E-04  2.2E-01  1.1399065E+00    374 3.0E+01
   516     26  2.5E-04    546  1.5E-04  2.1E-01  1.1399029E+00    363 3.0E+01
   517     26  3.0E-04    547  1.5E-04  2.1E-01  1.1398962E+00    358 3.0E+01
   518     27  5.7E-04    548  1.5E-04  2.2E-01  1.1398794E+00    354 3.0E+01
   519     32  1.7E-04    549  1.5E-04  2.0E-01  1.1398738E+00    348 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   520     32  5.1E-04    550  1.5E-04  2.0E-01  1.1398555E+00    345 3.0E+01
   521     25  2.2E-04    551  1.5E-04  2.1E-01  1.1398461E+00    341 3.0E+01
   522     33  3.8E-04    552  1.5E-04  2.1E-01  1.1398289E+00    341 3.0E+01
   523     41  2.7E-04    553  1.5E-04  2.0E-01  1.1398166E+00    346 3.0E+01
   524     32  3.2E-04    554  1.5E-04  2.0E-01  1.1398013E+00    325 3.0E+01
   525     33  2.7E-04    555  1.6E-04  2.0E-01  1.1397872E+00    329 3.0E+01
   526     40  2.1E-04    556  1.6E-04  2.0E-01  1.1397759E+00    325 3.0E+01
   527     28  7.5E-05    557  1.6E-04  2.0E-01  1.1397717E+00    320 3.0E+01
   528     43  5.2E-05    558  1.6E-04  2.0E-01  1.1397688E+00    324 3.0E+01
   529     29  4.8E-05    559  1.6E-04  2.0E-01  1.1397660E+00    311 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   530     36  4.6E-05    560  1.6E-04  2.0E-01  1.1397632E+00    319 3.0E+01
   531     42  4.7E-05    561  1.6E-04  2.0E-01  1.1397605E+00    315 3.0E+01
   532     43  5.8E-05    562  1.6E-04  2.0E-01  1.1397569E+00    311 3.0E+01
   533     33  5.6E-05    563  1.6E-04  2.0E-01  1.1397534E+00    310 3.0E+01
   534     40  5.8E-05    564  1.6E-04  2.1E-01  1.1397498E+00    317 3.0E+01
   535     30  5.2E-05    565  1.6E-04  2.0E-01  1.1397466E+00    312 3.0E+01
   536     34  5.6E-05    566  1.6E-04  2.0E-01  1.1397431E+00    315 3.0E+01
   537     31  5.7E-05    567  1.6E-04  2.1E-01  1.1397394E+00    319 3.0E+01
