
 ==============================
 S N O P T  7.7.1    (Nov 2018)
 ==============================
 
 SNMEMB EXIT 100 -- finished successfully
 SNMEMB INFO 104 -- memory requirements estimated
 
 

 Nonlinear constraints       1     Linear constraints     604
 Nonlinear variables       444     Linear variables         0
 Jacobian  variables       444     Objective variables    444
 Total constraints         605     Total variables        444
 

 
 The user has defined     444   out of     444   constraint gradients.
 The user has defined     444   out of     444   objective  gradients.
 

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   538     29  5.0E-05    568  1.6E-04  2.0E-01  1.1397362E+00    308 3.0E+01
   539     23  5.1E-05    569  1.6E-04  2.0E-01  1.1397329E+00    314 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   540     34  4.7E-05    570  1.6E-04  2.0E-01  1.1397299E+00    308 3.0E+01
   541     24  4.0E-05    571  1.6E-04  2.0E-01  1.1397273E+00    299 3.0E+01
   542     23  3.4E-05    572  1.6E-04  2.0E-01  1.1397250E+00    301 3.0E+01
   543     26  3.0E-05    573  1.6E-04  2.0E-01  1.1397231E+00    301 3.0E+01
   544     20  2.5E-05    574  1.6E-04  2.0E-01  1.1397214E+00    304 3.0E+01
   545     25  2.3E-05    575  1.6E-04  2.0E-01  1.1397199E+00    301 3.0E+01
   546     24  1.8E-05    576  1.6E-04  2.0E-01  1.1397187E+00    304 3.0E+01
   547     24  1.6E-05    577  1.6E-04  2.0E-01  1.1397176E+00    298 3.0E+01
   548     15  1.3E-05    578  1.6E-04  2.0E-01  1.1397167E+00    298 3.0E+01
   549     18  1.0E-05    579  1.6E-04  2.0E-01  1.1397160E+00    295 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   550     26  9.4E-06    580  1.6E-04  2.0E-01  1.1397153E+00    295 3.0E+01
   551     33  6.1E-06    581  1.6E-04  2.0E-01  1.1397149E+00    299 3.0E+01
   552     27  5.8E-06    582  1.6E-04  2.0E-01  1.1397145E+00    294 3.0E+01
   553     18  4.2E-06    583  1.6E-04  2.0E-01  1.1397142E+00    297 3.0E+01
   554    151  3.9E-06    584  1.6E-04  2.3E-01  1.1397139E+00    392 3.0E+01   R
   555     39  1.0E+00    585  2.7E-04  1.9E-01  1.1385866E+00    362 3.0E+01 s
   556     46  4.3E-02    586  3.6E-04  2.0E-01  1.1377863E+00    355 3.0E+01
   557     59  8.1E-03    587  3.8E-04  2.0E-01  1.1375409E+00    351 3.0E+01
   558     31  4.4E-02    588  5.1E-04  2.0E-01  1.1360358E+00    342 3.0E+01
   559     29  6.2E-03    589  5.2E-04  1.9E-01  1.1358137E+00    340 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   560     53  4.3E-02    590  6.1E-04  1.6E-01  1.1341100E+00    328 3.0E+01
   561     45  3.1E-02    591  7.0E-04  1.6E-01  1.1327244E+00    338 3.0E+01
   562     38  2.9E-02    592  7.6E-04  1.5E-01  1.1314478E+00    334 3.0E+01
   563     47  9.9E-02    593  1.1E-03  1.2E-01  1.1276826E+00    317 3.0E+01
   564     25  2.8E-02    594  1.1E-03  1.3E-01  1.1264153E+00    333 3.0E+01
   565     59  1.2E-01    595  1.6E-03  1.4E-01  1.1228111E+00    313 3.0E+01
   566     27  3.8E-03    596  1.6E-03  1.7E-01  1.1226512E+00    297 3.0E+01
   567     67  3.7E-02    597  1.9E-03  8.7E-02  1.1211229E+00    337 3.0E+01
   568     36  3.9E-02    598  1.9E-03  8.1E-02  1.1195091E+00    336 3.0E+01
   569     28  1.4E-01    599  2.8E-03  3.8E-01  1.1174025E+00    311 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   570     48  4.8E-02    600  2.8E-03  3.5E-01  1.1154416E+00    323 3.0E+01
   571     31  5.2E-02    601  2.8E-03  3.0E-01  1.1131853E+00    327 3.0E+01
   572     13  4.2E-02    602  2.8E-03  2.2E-01  1.1117154E+00    320 3.0E+01
   573     40  3.5E-02    603  2.8E-03  2.1E-01  1.1103887E+00    334 3.0E+01
   574     30  3.9E-02    604  2.8E-03  1.7E-01  1.1090924E+00    318 3.0E+01
   575     28  4.0E-02    605  2.7E-03  1.5E-01  1.1076763E+00    325 3.0E+01
   576     43  1.4E-01    606  3.3E-03  1.2E-01  1.1043979E+00    303 3.0E+01
   577    171  3.3E-02    607  3.2E-03  5.0E-02  1.1029393E+00    321 3.0E+01
   578    120  2.2E-05    608  3.2E-03  5.9E-02  1.1029380E+00    325 3.0E+01
   579    118  1.6E-03    609  3.2E-03  5.2E-02  1.1028594E+00    307 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   580     62  8.8E-04    610  3.2E-03  5.1E-02  1.1028150E+00    297 3.0E+01
   581     77  1.2E-02    611  3.2E-03  5.6E-02  1.1022362E+00    325 3.0E+01
   582     65  4.2E-02    612  3.2E-03  6.2E-02  1.1012117E+00    305 3.0E+01
   583     86  1.9E-02    613  3.3E-03  6.6E-02  1.1005576E+00    307 3.0E+01
   584    126  2.9E-06    614  3.3E-03  7.1E-02  1.1005575E+00    291 3.0E+01
   585    102  3.0E-06    615  3.3E-03  6.8E-02  1.1005573E+00    307 3.0E+01
   586     58  1.3E-05    616  3.3E-03  7.4E-02  1.1005569E+00    301 3.0E+01
   587     93  1.2E-05    617  3.3E-03  7.0E-02  1.1005564E+00    298 3.0E+01
   588    130  2.8E-06    618  3.3E-03  7.9E-02  1.1005563E+00    311 3.0E+01
   589     94  8.3E-06    619  3.3E-03  7.6E-02  1.1005559E+00    296 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   590     98  2.9E-06    620  3.3E-03  7.0E-02  1.1005558E+00    308 3.0E+01
   591     45  1.2E-05    621  3.3E-03  7.4E-02  1.1005554E+00    298 3.0E+01
   592     70  1.0E-05    622  3.3E-03  7.5E-02  1.1005549E+00    297 3.0E+01
   593     68  1.1E-05    623  3.3E-03  7.4E-02  1.1005546E+00    291 3.0E+01
   594     93  2.5E-06    624  3.3E-03  7.7E-02  1.1005545E+00    299 3.0E+01
   595    134  1.1E-05    625  3.3E-03  8.9E-02  1.1005541E+00    387 3.0E+01   R
   596     12  2.2E-01    626  2.6E-03  6.2E-02  1.0994002E+00    388 3.0E+01 s
   597     16  2.1E-01    627  2.1E-03  4.3E-02  1.0981936E+00    373 3.0E+01
   598     16  1.6E-01    628  1.8E-03  2.8E-02  1.0971787E+00    360 3.0E+01
   599     26  4.0E-02    629  1.8E-03  3.1E-02  1.0968467E+00    381 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   600     26  1.4E-01    630  1.6E-03  2.1E-02  1.0961429E+00    358 3.0E+01
   601     19  7.6E-02    631  1.5E-03  4.4E-02  1.0955551E+00    354 3.0E+01
   602     10  1.5E-01    632  1.4E-03  1.4E-02  1.0943533E+00    351 3.0E+01
   603     17  1.4E-01    633  1.6E-03  2.5E-01  1.0939349E+00    343 3.0E+01
   604     16  4.8E-02    634  1.6E-03  1.9E-01  1.0933348E+00    354 3.0E+01
   605     35  1.6E-01    635  1.5E-03  1.4E-01  1.0926080E+00    350 3.0E+01
   606     23  9.5E-02    636  1.5E-03  1.3E-01  1.0918756E+00    344 3.0E+01
   607     33  9.1E-03    637  1.5E-03  1.4E-01  1.0917199E+00    362 3.0E+01
   608     13  4.3E-02    638  1.4E-03  1.1E-01  1.0914160E+00    352 3.0E+01
   609     12  5.9E-02    639  1.4E-03  7.2E-02  1.0909798E+00    341 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   610     32  5.8E-02    640  1.3E-03  6.5E-02  1.0903912E+00    352 3.0E+01
   611     22  2.6E-01    641  1.1E-03  2.4E-02  1.0887748E+00    353 3.0E+01
   612     13  1.6E-01    642  9.6E-04  1.3E-02  1.0878175E+00    353 3.0E+01
   613     10  4.2E-02    643  9.4E-04  1.0E-02  1.0875708E+00    350 3.0E+01
   614     11  1.8E-01    644  8.7E-04  8.7E-02  1.0865827E+00    348 3.0E+01
   615     13  2.9E-02    645  8.6E-04  3.8E-02  1.0864080E+00    346 3.0E+01
   616     17  1.5E-01    646  7.6E-04  3.3E-02  1.0856535E+00    340 3.0E+01
   617     14  8.3E-02    647  7.2E-04  3.1E-02  1.0852791E+00    340 3.0E+01
   618     16  9.3E-02    648  6.7E-04  2.4E-02  1.0848444E+00    339 3.0E+01
   619     14  1.5E-01    649  6.2E-04  2.5E-02  1.0841321E+00    332 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   620     11  5.1E-03    650  6.1E-04  2.6E-02  1.0841076E+00    328 3.0E+01
   621     10  1.7E-03    651  6.1E-04  2.5E-02  1.0840987E+00    327 3.0E+01
   622     15  2.4E-03    652  6.1E-04  2.6E-02  1.0840836E+00    325 3.0E+01
   623     15  2.6E-03    653  6.1E-04  2.6E-02  1.0840645E+00    323 3.0E+01
   624     15  2.9E-03    654  6.1E-04  2.7E-02  1.0840419E+00    321 3.0E+01
   625     13  1.2E-03    655  6.1E-04  2.6E-02  1.0840312E+00    325 3.0E+01
   626     25  8.8E-04    656  6.1E-04  2.8E-02  1.0840234E+00    319 3.0E+01
   627     21  8.9E-05    657  6.1E-04  2.5E-02  1.0840225E+00    317 3.0E+01
   628     22  3.0E-04    658  6.1E-04  2.7E-02  1.0840192E+00    322 3.0E+01
   629     21  5.8E-04    659  6.1E-04  2.6E-02  1.0840130E+00    314 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   630     22  2.6E-04    660  6.1E-04  2.7E-02  1.0840101E+00    317 3.0E+01
   631     20  2.7E-04    661  6.1E-04  2.6E-02  1.0840071E+00    308 3.0E+01
   632     18  2.6E-04    662  6.1E-04  2.7E-02  1.0840039E+00    313 3.0E+01
   633     20  1.2E-04    663  6.1E-04  2.7E-02  1.0840024E+00    316 3.0E+01
   634     20  2.1E-04    664  6.1E-04  2.8E-02  1.0839996E+00    306 3.0E+01
   635     17  9.4E-05    665  6.1E-04  2.6E-02  1.0839984E+00    316 3.0E+01
   636     87  9.5E-05    666  6.1E-04  3.0E-02  1.0839971E+00    370 3.0E+01   R
   637     14  1.0E+00    667  2.4E-04  2.2E-02  1.0834752E+00    359 3.0E+01 s
   638     19  4.5E-01    668  3.3E-04  2.2E-02  1.0832249E+00    349 3.0E+01
   639      9  1.0E+00    669  1.5E-03  1.2E-02  1.0829893E+00    355 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   640     16  1.0E+00    670  4.9E-04  1.8E-02  1.0823709E+00    350 3.0E+01
   641     15  1.0E+00    671  1.9E-04  2.0E-02  1.0818877E+00    344 3.0E+01
   642     15  7.4E-03    672  1.9E-04  2.2E-02  1.0818711E+00    346 3.0E+01
   643     12  7.0E-02    673  1.8E-04  2.3E-02  1.0818049E+00    339 3.0E+01
   644     13  1.2E-03    674  1.8E-04  2.2E-02  1.0818029E+00    337 3.0E+01
   645      9  1.2E-02    675  1.8E-04  2.1E-02  1.0817732E+00    333 3.0E+01
   646      8  1.5E-03    676  1.8E-04  2.2E-02  1.0817681E+00    330 3.0E+01
   647      4  1.6E-02    677  1.9E-04  2.1E-02  1.0817024E+00    327 3.0E+01
   648      5  1.9E-03    678  1.9E-04  2.1E-02  1.0816944E+00    329 3.0E+01
   649      4  2.3E-03    679  1.9E-04  2.2E-02  1.0816831E+00    326 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   650      4  2.6E-03    680  1.9E-04  2.1E-02  1.0816693E+00    327 3.0E+01
   651      6  2.3E-03    681  1.9E-04  2.1E-02  1.0816568E+00    324 3.0E+01
   652      5  1.2E-02    682  1.9E-04  2.1E-02  1.0815790E+00    324 3.0E+01
   653      5  1.0E-03    683  1.9E-04  2.2E-02  1.0815724E+00    322 3.0E+01
   654      9  7.1E-04    684  1.9E-04  2.1E-02  1.0815673E+00    322 3.0E+01
   655      6  5.6E-04    685  1.9E-04  2.2E-02  1.0815630E+00    319 3.0E+01
   656      7  4.8E-04    686  1.9E-04  2.1E-02  1.0815593E+00    321 3.0E+01
   657      7  3.9E-04    687  1.9E-04  2.1E-02  1.0815560E+00    315 3.0E+01
   658      8  3.2E-04    688  1.9E-04  2.1E-02  1.0815532E+00    318 3.0E+01
   659      5  3.1E-04    689  1.9E-04  2.1E-02  1.0815503E+00    316 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   660      3  6.1E-03    690  2.0E-04  2.1E-02  1.0814912E+00    314 3.0E+01
   661      6  3.2E-04    691  2.0E-04  2.1E-02  1.0814882E+00    317 3.0E+01
   662      7  3.3E-04    692  2.0E-04  2.1E-02  1.0814849E+00    315 3.0E+01
   663      7  3.3E-04    693  2.0E-04  2.1E-02  1.0814817E+00    317 3.0E+01
   664      7  3.5E-04    694  2.0E-04  2.1E-02  1.0814783E+00    313 3.0E+01
   665     10  3.6E-04    695  2.0E-04  2.1E-02  1.0814745E+00    320 3.0E+01
   666     11  3.6E-04    696  2.0E-04  2.1E-02  1.0814709E+00    318 3.0E+01
   667      8  3.6E-04    697  2.0E-04  2.1E-02  1.0814670E+00    317 3.0E+01
   668      9  3.7E-04    698  2.0E-04  2.1E-02  1.0814632E+00    319 3.0E+01
   669      8  3.2E-04    699  2.0E-04  2.1E-02  1.0814598E+00    314 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   670      7  3.0E-04    700  2.0E-04  2.1E-02  1.0814565E+00    320 3.0E+01
   671      8  2.7E-04    701  2.0E-04  2.1E-02  1.0814534E+00    313 3.0E+01
   672      8  2.5E-04    702  2.0E-04  2.1E-02  1.0814506E+00    312 3.0E+01
   673     10  2.2E-04    703  2.0E-04  2.2E-02  1.0814479E+00    317 3.0E+01
   674     13  2.2E-04    704  2.0E-04  2.0E-02  1.0814454E+00    309 3.0E+01
   675     17  4.5E-03    705  2.0E-04  2.2E-02  1.0813880E+00    320 3.0E+01
   676     15  1.9E-04    706  2.0E-04  2.0E-02  1.0813857E+00    310 3.0E+01
   677     70  1.6E-04    707  2.0E-04  2.3E-02  1.0813836E+00    351 3.0E+01   R
   678     16  1.0E+00    708  6.8E-05  2.0E-02  1.0811586E+00    340 3.0E+01 s
   679     11  1.0E+00    709  5.4E-04  6.9E-02  1.0811554E+00    334 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   680     18  1.1E-03    710  5.4E-04  6.5E-02  1.0811508E+00    347 3.0E+01
   681     11  4.6E-01    711  1.2E-03  2.3E-02  1.0808611E+00    347 3.0E+01
   682     16  4.9E-01    712  9.2E-04  2.7E-02  1.0803395E+00    346 3.0E+01
   683     18  2.3E-01    713  7.3E-04  2.4E-02  1.0801100E+00    335 3.0E+01
   684     10  8.5E-02    714  6.9E-04  2.7E-02  1.0799197E+00    332 3.0E+01
   685     11  5.4E-02    715  6.6E-04  2.5E-02  1.0797651E+00    332 3.0E+01
   686     17  4.3E-02    716  6.4E-04  2.4E-02  1.0796160E+00    325 3.0E+01
   687     13  1.3E-01    717  6.2E-04  2.5E-02  1.0790707E+00    327 3.0E+01
   688      9  1.2E-01    718  5.9E-04  2.3E-02  1.0785575E+00    321 3.0E+01
   689      3  1.2E-02    719  5.9E-04  2.4E-02  1.0785003E+00    321 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   690      6  1.8E-02    720  5.8E-04  2.4E-02  1.0784112E+00    322 3.0E+01
   691      7  6.5E-02    721  5.7E-04  2.1E-02  1.0781014E+00    318 3.0E+01
   692     16  4.5E-02    722  5.7E-04  2.2E-02  1.0778347E+00    313 3.0E+01
   693     13  4.8E-02    723  5.8E-04  2.1E-02  1.0774956E+00    311 3.0E+01
   694     22  4.1E-02    724  5.9E-04  2.2E-02  1.0772216E+00    328 3.0E+01
   695     19  5.3E-02    725  5.7E-04  2.3E-02  1.0769338E+00    324 3.0E+01
   696     17  5.4E-02    726  5.6E-04  2.1E-02  1.0766326E+00    318 3.0E+01
   697     22  1.9E-01    727  5.5E-04  2.6E-02  1.0756653E+00    329 3.0E+01
   698     14  1.8E-01    728  5.0E-04  3.7E-02  1.0750643E+00    316 3.0E+01
   699     15  4.0E-02    729  5.0E-04  4.6E-02  1.0748717E+00    324 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   700     18  1.4E-01    730  4.7E-04  3.6E-02  1.0742865E+00    325 3.0E+01
   701     33  1.2E-01    731  4.6E-04  2.8E-02  1.0738506E+00    319 3.0E+01
   702     19  8.1E-02    732  4.7E-04  2.1E-02  1.0734751E+00    319 3.0E+01
   703     27  7.6E-02    733  5.2E-04  2.3E-02  1.0731322E+00    329 3.0E+01
   704     26  9.7E-02    734  4.9E-04  2.7E-02  1.0727112E+00    322 3.0E+01
   705     26  7.8E-02    735  4.7E-04  2.1E-02  1.0724229E+00    321 3.0E+01
   706     14  8.0E-02    736  4.6E-04  9.8E-03  1.0720451E+00    318 3.0E+01
   707     17  7.8E-02    737  4.4E-04  1.1E-02  1.0717399E+00    318 3.0E+01
   708     30  8.4E-02    738  4.4E-04  1.3E-02  1.0714033E+00    329 3.0E+01
   709     24  7.5E-02    739  4.3E-04  1.3E-02  1.0711336E+00    324 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   710     19  9.2E-02    740  4.3E-04  2.9E-02  1.0708138E+00    318 3.0E+01
   711     19  3.4E-02    741  4.3E-04  1.5E-02  1.0706419E+00    326 3.0E+01
   712     12  3.3E-02    742  4.3E-04  1.6E-02  1.0705000E+00    321 3.0E+01
   713     37  1.1E-01    743  4.4E-04  1.7E-02  1.0700306E+00    335 3.0E+01
   714     31  2.9E-02    744  4.5E-04  1.6E-02  1.0699084E+00    331 3.0E+01
   715     17  1.4E-01    745  4.9E-04  1.7E-02  1.0694942E+00    329 3.0E+01
   716     14  7.1E-02    746  4.7E-04  1.4E-02  1.0692619E+00    336 3.0E+01
   717     13  5.0E-02    747  4.7E-04  1.4E-02  1.0691222E+00    334 3.0E+01
   718     22  1.6E-04    748  4.7E-04  1.4E-02  1.0691215E+00    339 3.0E+01   R
   719     13  1.0E+00    749  3.4E-04  6.4E-02  1.0689895E+00    336 3.0E+01 s

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   720     14  2.0E-01    750  4.2E-04  7.9E-02  1.0689773E+00    345 3.0E+01
   721      8  3.8E-01    751  3.9E-04  1.7E-02  1.0687427E+00    340 3.0E+01
   722     14  1.0E+00    752  2.7E-04  2.8E-02  1.0686941E+00    335 3.0E+01
   723     16  3.9E-02    753  2.9E-04  4.0E-02  1.0686457E+00    340 3.0E+01
   724      7  4.7E-01    754  3.7E-04  1.3E-02  1.0685124E+00    338 3.0E+01
   725      5  1.0E+00    755  2.1E-04  2.2E-02  1.0683785E+00    336 3.0E+01
   726      9  1.0E+00    756  1.8E-04  3.8E-02  1.0683333E+00    334 3.0E+01
   727     10  1.0E+00    757  1.7E-04  5.3E-02  1.0682131E+00    333 3.0E+01
   728     11  2.7E-01    758  1.7E-04  5.2E-02  1.0681382E+00    329 3.0E+01
   729      6  8.8E-02    759  1.6E-04  5.0E-02  1.0680927E+00    330 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   730     18  1.0E+00    760  3.2E-04  6.7E-02  1.0679739E+00    331 3.0E+01
   731     22  2.1E-01    761  5.4E-04  9.6E-02  1.0678884E+00    344 3.0E+01
   732     15  4.2E-01    762  6.2E-04  1.7E-02  1.0676545E+00    334 3.0E+01
   733      9  1.0E+00    763  1.7E-04  1.0E-02  1.0674507E+00    334 3.0E+01
   734      8  1.0E+00    764  1.7E-04  1.8E-02  1.0674418E+00    331 3.0E+01
   735      7  1.0E+00    765  1.0E-04  1.4E-02  1.0672556E+00    325 3.0E+01
   736      7  2.6E-01    766  8.6E-05  1.2E-02  1.0671830E+00    329 3.0E+01
   737      8  1.0E+00    767  2.8E-04  3.0E-02  1.0670097E+00    322 3.0E+01
   738     15  8.9E-03    768  2.8E-04  2.5E-02  1.0669836E+00    328 3.0E+01
   739     10  1.0E+00    769  3.4E-04  2.6E-02  1.0667581E+00    331 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   740     13  1.0E+00    770  3.1E-04  4.2E-02  1.0665819E+00    331 3.0E+01
   741     10  1.1E-03    771  3.1E-04  4.4E-02  1.0665807E+00    324 3.0E+01
   742      8  4.5E-02    772  3.0E-04  4.1E-02  1.0665298E+00    327 3.0E+01
   743      7  4.2E-04    773  3.0E-04  3.9E-02  1.0665293E+00    323 3.0E+01
   744     10  5.2E-02    774  2.9E-04  3.6E-02  1.0664387E+00    330 3.0E+01
   745     14  5.2E-02    775  2.9E-04  3.2E-02  1.0663457E+00    330 3.0E+01
   746     12  5.5E-04    776  2.9E-04  3.2E-02  1.0663449E+00    327 3.0E+01
   747      6  5.5E-02    777  2.8E-04  2.6E-02  1.0662275E+00    326 3.0E+01
   748      9  5.2E-04    778  2.8E-04  2.5E-02  1.0662266E+00    324 3.0E+01
   749      8  7.3E-04    779  2.8E-04  2.6E-02  1.0662248E+00    323 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   750      8  5.5E-02    780  2.7E-04  2.1E-02  1.0660942E+00    320 3.0E+01
   751      9  6.8E-04    781  2.7E-04  2.1E-02  1.0660927E+00    318 3.0E+01
   752     16  1.6E-01    782  2.7E-04  1.7E-02  1.0656953E+00    331 3.0E+01
   753     17  6.8E-02    783  2.6E-04  1.7E-02  1.0655970E+00    324 3.0E+01
   754     10  2.0E-01    784  2.5E-04  2.0E-02  1.0652223E+00    327 3.0E+01
   755      5  1.3E-01    785  2.3E-04  2.1E-02  1.0650127E+00    331 3.0E+01
   756     11  1.9E-01    786  1.9E-04  2.2E-02  1.0647708E+00    325 3.0E+01
   757      8  3.1E-01    787  1.3E-04  2.1E-02  1.0644601E+00    324 3.0E+01
   758     17  2.3E-01    788  1.1E-04  2.1E-02  1.0642523E+00    330 3.0E+01
   759     12  1.9E-01    789  8.7E-05  1.9E-02  1.0641609E+00    337 3.0E+01   R

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   760      9  1.0E+00    790  7.2E-05  2.5E-02  1.0641245E+00    333 3.0E+01 s
   761      9  1.0E+00    791 (0.0E+00) 8.9E-03  1.0639625E+00    329 3.0E+01
   762      6  1.0E+00    792  1.4E-05  8.0E-03  1.0638196E+00    326 3.0E+01
   763      9  1.0E+00    793  5.0E-06  7.3E-03  1.0636865E+00    326 3.0E+01
   764     11  1.0E+00    794 (0.0E+00) 7.0E-03  1.0635419E+00    321 3.0E+01
   765     10  5.0E-01    795 (0.0E+00) 1.1E-02  1.0634075E+00    324 3.0E+01
   766      8  1.0E+00    796  1.2E-06  8.1E-03  1.0632217E+00    323 3.0E+01
   767      8  1.0E+00    797  4.3E-05  9.6E-03  1.0630354E+00    326 3.0E+01
   768     12  1.0E+00    798  2.7E-05  1.4E-02  1.0629197E+00    325 3.0E+01
   769      5  1.0E+00    799  6.0E-05  1.2E-02  1.0627837E+00    321 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   770      7  1.0E+00    800 (0.0E+00) 8.1E-03  1.0626629E+00    318 3.0E+01
   771     11  1.0E+00    801  1.5E-05  9.1E-03  1.0624673E+00    318 3.0E+01
   772      3  1.0E+00    802  4.0E-05  9.7E-03  1.0622971E+00    320 3.0E+01
   773      4  1.0E+00    803  4.1E-05  8.5E-03  1.0621966E+00    321 3.0E+01
   774     16  1.0E+00    804 (0.0E+00) 8.2E-03  1.0620648E+00    315 3.0E+01
   775      8  1.0E+00    805  2.8E-05  5.1E-02  1.0618434E+00    318 3.0E+01
   776      8  3.7E-01    806  5.6E-05  5.8E-02  1.0617535E+00    318 3.0E+01
   777      6  1.0E+00    807  1.3E-04  2.1E-02  1.0615631E+00    319 3.0E+01
   778      8  4.1E-01    808  2.5E-04  1.1E-02  1.0615146E+00    322 3.0E+01
   779      5  1.0E+00    809  6.7E-05  6.9E-03  1.0613274E+00    318 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   780     13  1.0E+00    810 (0.0E+00) 7.0E-03  1.0611206E+00    322 3.0E+01
   781      9  5.2E-01    811 (0.0E+00) 2.1E-02  1.0607877E+00    318 3.0E+01
   782      7  4.0E-01    812  6.5E-06  3.5E-02  1.0605873E+00    322 3.0E+01
   783      7  2.3E-01    813  7.0E-06  2.7E-02  1.0604794E+00    317 3.0E+01
   784     11  3.4E-01    814  2.0E-05  1.3E-02  1.0602863E+00    321 3.0E+01
   785      8  5.3E-02    815  2.1E-05  1.3E-02  1.0602595E+00    317 3.0E+01
   786      8  1.0E+00    816  4.2E-04  4.1E-02  1.0600986E+00    320 3.0E+01
   787     12  1.0E+00    817  3.7E-04  2.1E-02  1.0598423E+00    320 3.0E+01
   788     15  1.0E+00    818  3.9E-04  1.6E-02  1.0596433E+00    330 3.0E+01
   789     10  1.0E+00    819  2.3E-05  1.5E-02  1.0594471E+00    323 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   790     11  1.0E+00    820  1.6E-06  3.5E-02  1.0591361E+00    321 3.0E+01
   791     15  1.0E+00    821  3.1E-04  1.8E-01  1.0590820E+00    318 3.0E+01
   792     35  1.4E-01    822  3.7E-04  4.7E-02  1.0587695E+00    334 3.0E+01
   793     31  1.0E+00    823  9.4E-04  2.7E-02  1.0584574E+00    332 3.0E+01
   794     13  2.2E-01    824  9.3E-04  1.6E-02  1.0584136E+00    336 3.0E+01
   795     10  1.0E+00    825  6.7E-05  1.1E-02  1.0580093E+00    328 3.0E+01
   796     12  1.0E+00    826  9.4E-05  3.0E-02  1.0576309E+00    321 3.0E+01
   797     17  3.6E-02    827  9.1E-05  2.3E-02  1.0575953E+00    327 3.0E+01
   798     11  1.8E-01    828  7.2E-05  8.3E-03  1.0573299E+00    323 3.0E+01
   799     11  3.2E-01    829  4.7E-05  9.5E-03  1.0570839E+00    323 3.0E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   800     13  1.0E+00    830  2.3E-04  9.7E-02  1.0569282E+00    319 3.0E+01   R
   801     23  1.0E+00    831  1.6E-03  8.9E-03  1.0560608E+00    329 3.0E+01 s
   802      6  4.6E-01    832  9.5E-04  7.8E-03  1.0564239E+00    326 7.6E+01
   803      9  1.0E+00    833  6.1E-05  1.9E-02  1.0563400E+00    323 8.1E+01
   804      7  1.0E+00    834  1.8E-04  2.0E-02  1.0563209E+00    317 3.6E+01
   805     18  3.1E-01    835  3.4E-04  1.1E-02  1.0562024E+00    326 3.6E+01
   806      5  1.0E+00    836  1.5E-04  1.1E-02  1.0560158E+00    326 3.6E+01
   807     11  1.0E+00    837  2.6E-05  8.1E-03  1.0558727E+00    316 3.6E+01
   808      9  1.0E+00    838  8.1E-05  1.8E-02  1.0557319E+00    314 3.6E+01
   809      8  1.8E-01    839  1.7E-04  1.2E-02  1.0557117E+00    317 3.6E+01

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   810      5  1.0E+00    840  1.6E-04  7.5E-03  1.0555778E+00    317 3.6E+01
   811      3  1.0E+00    841  2.5E-05  7.7E-03  1.0554946E+00    315 3.6E+01
