,log(1+xi),log(rho_0),log(1+10^3*zeta),log(1+gamma),log(eig_FEA)
0,0.5417457088045431,1.7300338668250812,0.064585115304969,0.0,1.6249926587945536
1,0.4292468356750686,0.7534066882499814,0.1041181545279866,0.0,1.6525337349501217
2,0.7034270385376825,1.6218075431695684,0.3873751663558432,0.0,1.738111217027796
3,0.8294827785413778,1.1315448437835092,0.0617004717834899,0.0,1.8751844757937173
4,0.386393558889152,0.2467706866161218,4.333613618612979,0.0,1.597515625261854
5,0.3113380648186791,0.8092293569792524,0.5752603389814487,0.0,1.5563967786648758
6,0.2943890676316592,0.0842306376317009,0.0779969838827674,0.0,1.7851211870965122
7,0.9515964190712072,0.1767389654363696,1.4364712610768329,0.0,2.262077405314258
8,0.8170275694739477,1.3552204249884825,2.3005050455217924,0.0,1.8021983438265152
9,0.5824495909476292,0.5338385496175347,0.611125803669597,0.0,1.8450578979148144
10,0.8122820961903742,1.4548645589056182,0.5734314902319012,0.0,1.8308315376554647
11,0.3994275460524689,1.064042568054648,0.1058611016803178,0.0,1.5748640974959651
12,0.6409344081528834,1.0685773718218583,1.7142550270005392,0.0,1.6585132953115234
13,0.8650431306851192,1.2659512819125511,0.2015881840728989,0.0,1.8857224374125836
14,0.7209268663636426,1.106925781880172,1.168126518948028,0.0,1.7642167572642906
15,0.8483166734050774,1.0378000187360914,0.3250857408062831,0.0,1.903651511410024
16,0.3113380648186791,0.1606864826560611,0.5752603389814487,0.0,1.757137409923349
17,0.7241272237915283,0.3858770278425374,1.4651968272459428,0.0,1.928995394810759
18,0.3956513540733147,0.0233629060391844,3.5209671444341875,0.0,1.831246144278567
19,0.7241272237915283,1.722244215005921,1.4651968272459428,0.0,1.7117133685917725
20,0.4477438596081613,1.771451501987071,0.2141819214347507,0.0,1.5504273598318956
21,0.9135462206523992,0.8192364588530011,1.329249547781535,0.0,1.9796691335497143
22,0.8483166734050774,-0.9179141304158428,0.3250857408062831,0.0,3.743263760559564
23,0.8375795043262285,1.542170601791423,2.076203502090283,0.0,1.764500629004943
24,0.5826736305673057,-0.0795424565084456,1.5878040258215025,0.0,2.200312039605339
25,0.8303611817076457,0.1393073872598265,1.1566621416423428,0.0,2.215825368688402
26,0.9605092446728944,0.7592233299885857,0.9224337655436466,0.0,2.046359094179556
27,0.8170275694739477,1.4339495898486958,2.3005050455217924,0.0,1.7934122659304434
28,0.317941012246719,0.6625709729380398,0.9801122099423688,0.0,1.6134101054761778
29,0.7420911368198756,0.8555137221002541,0.8361711097117906,0.0,1.8458381547245368
30,0.9250908421145718,1.222708724425404,0.2359030253957013,0.0,1.9300332850482524
31,0.3596426198163851,-0.2033520904892524,4.0987693027772325,0.0,2.043690211687948
32,0.3956513540733147,-0.1654311652603874,3.5209671444341875,0.0,2.0255061568177464
33,0.8087228655429421,1.3288517496574157,0.1003950893768067,0.0,1.838595200689864
34,0.4716706670050478,-0.4014615040661213,3.5045111095184693,0.0,2.4502836185094643
35,0.9133769765864388,0.8863598889341349,0.1169573991363553,0.0,1.9933060839902847
36,0.6011953676650718,-0.3945859130016407,3.525948569912825,0.0,2.470839605265949
37,0.3698767392658944,-0.2805946709358012,3.282918609371145,0.0,2.233015348127924
38,0.8203426053960364,1.1116565390417374,1.0525709076355056,0.0,1.8650383661038847
39,0.7034270385376825,0.0275790493989971,0.3873751663558432,0.0,2.207326508649181
40,0.4932135333880449,1.2341652724526508,4.136162921385246,0.0,1.4945837548298964
41,0.386393558889152,0.0171962449716217,4.333613618612979,0.0,1.7220815136058352
42,0.8938675713060366,1.6078464357957676,1.6528692000417382,0.0,1.8337431080997084
43,0.4932135333880449,1.312894437312864,4.136162921385246,0.0,1.471587652125047
