,rho_0,xi,gamma,zeta,eig_FEA,eig_CF
0,0.3,1.0000000000000002,1.0355194480782892,0.00028571428571428574,83.92607826070395,67.47742415231019
1,0.3305627936972757,1.0000000000000002,1.0355194480782892,0.00028571428571428574,70.3211530195019,55.57673951296334
2,0.364239201923159,1.0000000000000002,1.0355194480782892,0.00028571428571428574,59.7628863691582,45.774924186788624
3,0.401346427205952,1.0000000000000002,1.0355194480782892,0.00028571428571428574,51.548685106521646,37.701810193768296
4,0.442233987392066,1.0000000000000002,1.0355194480782892,0.00028571428571428574,44.71513502636257,31.052514387280578
5,0.4872870078006907,1.0000000000000002,1.0355194480782892,0.00028571428571428574,39.39794088123803,25.575924466662563
6,0.5369298487699418,1.0000000000000002,1.0355194480782892,0.00028571428571428574,34.20869208153657,21.065215659069672
7,0.5916301027628258,1.0000000000000002,1.0355194480782892,0.00028571428571428574,29.152744783579685,17.3500399307763
8,0.651902998682287,1.0000000000000002,1.0355194480782892,0.00028571428571428574,25.223621711153378,14.29009275155109
9,0.7183162548801609,1.0000000000000002,1.0355194480782892,0.00028571428571428574,22.117762258286632,11.76981445937203
10,0.791495426571168,1.0000000000000002,1.0355194480782892,0.00028571428571428574,19.47125846353633,9.694026121209513
11,0.8721297980199411,1.0000000000000002,1.0355194480782892,0.00028571428571428574,16.75996106895888,7.984335077080411
12,0.9609788750003754,1.0000000000000002,1.0355194480782892,0.00028571428571428574,14.34984072927257,6.5761744218554545
13,1.058879538680631,1.0000000000000002,1.0355194480782892,0.00028571428571428574,12.446551154803865,6.072968173707917
14,1.166753928317173,1.0000000000000002,1.0355194480782892,0.00028571428571428574,10.887178996640857,6.072968173707917
15,1.285618127005986,1.0000000000000002,1.0355194480782892,0.00028571428571428574,9.67219113690159,6.072968173707917
16,1.416591732303193,1.0000000000000002,1.0355194480782892,0.00028571428571428574,8.746253161577606,6.072968173707917
17,1.5609084018620232,1.0000000000000002,1.0355194480782892,0.00028571428571428574,8.025220837372363,6.072968173707917
18,1.719927473416868,1.0000000000000002,1.0355194480782892,0.00028571428571428574,7.501953398674574,6.072968173707917
19,1.8951467685645893,1.0000000000000002,1.0355194480782892,0.00028571428571428574,7.143266185168958,6.072968173707917
20,2.088216700943584,1.0000000000000002,1.0355194480782892,0.00028571428571428574,6.9276919789206035,6.072968173707917
21,2.3009558216974,1.0000000000000002,1.0355194480782892,0.00028571428571428574,6.763313844102056,6.072968173707917
22,2.5353679486476777,1.0000000000000002,1.0355194480782892,0.00028571428571428574,6.708495955564481,6.072968173707917
23,2.793661040518359,1.0000000000000002,1.0355194480782892,0.00028571428571428574,6.467289078215243,6.072968173707917
24,3.0782679939899573,1.0000000000000002,1.0355194480782892,0.00028571428571428574,6.261862893021235,6.072968173707917
25,3.391869559474097,1.0000000000000002,1.0355194480782892,0.00028571428571428574,6.1419359310817745,6.072968173707917
26,3.73741959145502,1.0000000000000002,1.0355194480782892,0.00028571428571428574,6.079557072714637,6.072968173707917
27,4.11817287123434,1.0000000000000002,1.0355194480782892,0.00028571428571428574,6.0695174710840885,6.072968173707917
28,4.537715764145184,1.0000000000000002,1.0355194480782892,0.00028571428571428574,6.0014727404309625,6.072968173707917
29,5.0,1.0000000000000002,1.0355194480782892,0.00028571428571428574,5.962663170530789,6.072968173707917
30,0.3,1.0,1.3424999206743657,0.00028571428571428574,86.77652235263758,68.62231166890585
31,0.3305627936972757,1.0,1.3424999206743657,0.00028571428571428574,72.77962146294865,56.51970845525517
32,0.364239201923159,1.0,1.3424999206743657,0.00028571428571428574,61.81892956196258,46.55158601010117
33,0.401346427205952,1.0,1.3424999206743657,0.00028571428571428574,53.25486595543474,38.34149572394612
34,0.442233987392066,1.0,1.3424999206743657,0.00028571428571428574,46.14132131316411,31.57938150658047
35,0.4872870078006907,1.0,1.3424999206743657,0.00028571428571428574,40.653216776203834,26.009870442151804
36,0.5369298487699418,1.0,1.3424999206743657,0.00028571428571428574,35.98347820630838,21.422628567837894
37,0.5916301027628258,1.0,1.3424999206743657,0.00028571428571428574,30.851321252409228,17.64441755971995
38,0.651902998682287,1.0,1.3424999206743657,0.00028571428571428574,26.598701010148538,14.532552344633896
39,0.7183162548801609,1.0,1.3424999206743657,0.00028571428571428574,23.22467805173303,11.969512563092858
40,0.791495426571168,1.0,1.3424999206743657,0.00028571428571428574,20.353897090871673,9.858504383845522
41,0.8721297980199411,1.0,1.3424999206743657,0.00028571428571428574,17.9237549788747,8.119805060899486
42,0.9609788750003754,1.0,1.3424999206743657,0.00028571428571428574,15.293566068827642,6.687752184301508
43,1.058879538680631,1.0,1.3424999206743657,0.00028571428571428574,13.190000940989814,6.176008050201527
44,1.166753928317173,1.0,1.3424999206743657,0.00028571428571428574,11.454453455543963,6.176008050201527
45,1.285618127005986,1.0,1.3424999206743657,0.00028571428571428574,10.092432412189904,6.176008050201527
46,1.416591732303193,1.0,1.3424999206743657,0.00028571428571428574,9.045990659884332,6.176008050201527
47,1.5609084018620232,1.0,1.3424999206743657,0.00028571428571428574,8.226162701324117,6.176008050201527
48,1.719927473416868,1.0,1.3424999206743657,0.00028571428571428574,7.625273271188392,6.176008050201527
49,1.8951467685645893,1.0,1.3424999206743657,0.00028571428571428574,7.206170645865989,6.176008050201527
50,2.088216700943584,1.0,1.3424999206743657,0.00028571428571428574,6.9456641067601765,6.176008050201527
51,2.3009558216974,1.0,1.3424999206743657,0.00028571428571428574,6.750679370677721,6.176008050201527
52,2.5353679486476777,1.0,1.3424999206743657,0.00028571428571428574,6.681237016890523,6.176008050201527
