rho_0,xi,gamma,zeta,lambda_star,pred_lam,pred_type,pred_lam_old,material,ply_angle,SR,AR,h,SHR,SAR,delta,n_stiff,elem_list,nelem
0.1847780758674972,1.3352981540827578,0.06980084143068277,18800.849524768273,30.143492010167545,34.037744703205895,global,,solvayMTM45,38.57142857142857,199.99999999999991,0.19999999999999998,1.0,1.2,3.0,0.004800000000000001,1,"[35, 88, 10]",6510
0.24048239968106946,1.3352981540827578,0.06980084143068277,18800.849524768273,19.071456136938256,21.226920740618702,global,,solvayMTM45,38.57142857142857,199.99999999999991,0.2602932177446391,1.0,1.2,3.0,0.004800000000000001,1,"[40, 77, 10]",6560
0.31297968811968974,1.3352981540827578,0.06980084143068277,18800.849524768273,12.290926915145365,13.689759328713125,global,,solvayMTM45,38.57142857142857,199.99999999999991,0.3387627960192905,1.0,1.2,3.0,0.004800000000000001,1,"[45, 67, 10]",6480
0.4073324505469381,1.3352981540827578,0.06980084143068277,18800.849524768273,8.115643563104781,9.284217412513636,global,,solvayMTM45,38.57142857142857,199.99999999999991,0.44088829114015965,1.0,1.2,3.0,0.004800000000000001,1,"[52, 59, 10]",6656
0.530129371223358,1.3352981540827578,0.06980084143068277,18800.849524768273,5.627688958448554,6.7582506281974855,global,,solvayMTM45,38.57142857142857,199.99999999999991,0.5738011598340371,1.0,1.2,3.0,0.004800000000000001,1,"[59, 52, 10]",6726
0.6899453992833509,1.3352981540827578,0.06980084143068277,18800.849524768273,4.322152083333245,5.393985321248456,global,,solvayMTM45,38.57142857142857,199.99999999999991,0.7467827511940375,1.0,1.2,3.0,0.004800000000000001,1,"[67, 45, 10]",6700
0.8979405402378657,1.3352981540827578,0.06980084143068277,18800.849524768273,3.9194869391140097,4.8037005890362625,global,,solvayMTM45,38.57142857142857,199.99999999999991,0.9719124263224511,1.0,1.2,3.0,0.004800000000000001,1,"[77, 40, 10]",6930
1.1686391628093684,1.3352981540827578,0.06980084143068277,18800.849524768273,4.431393974649163,4.819638937460274,global,,solvayMTM45,38.57142857142857,199.99999999999991,1.2649110640673513,1.0,1.2,3.0,0.004800000000000001,1,"[87, 35, 10]",6960
1.5209442403502584,1.3352981540827578,0.06980084143068277,18800.849524768273,6.022710054689534,5.098763418518855,global,,solvayMTM45,38.57142857142857,199.99999999999991,1.6462388551344311,1.0,1.2,3.0,0.004800000000000001,1,"[100, 31, 10]",7200
1.979457351654723,1.3352981540827578,0.06980084143068277,18800.849524768273,6.804297205984514,4.74227983345771,global,,solvayMTM45,38.57142857142857,199.99999999999991,2.1425240438959596,1.0,1.2,3.0,0.004800000000000001,1,"[114, 27, 10]",7296
2.5761966172524473,1.3352981540827578,0.06980084143068277,18800.849524768273,7.03631733865485,4.858750119652075,global,,solvayMTM45,38.57142857142857,199.99999999999991,2.7884223874046787,1.0,1.2,3.0,0.004800000000000001,1,"[129, 24, 10]",7482
3.352832535237469,1.3352981540827578,0.06980084143068277,18800.849524768273,7.185389702806227,4.776139172408678,global,,solvayMTM45,38.57142857142857,199.99999999999991,3.6290371782437614,1.0,1.2,3.0,0.004800000000000001,1,"[148, 21, 10]",7696
4.363597845779385,1.3352981540827578,0.06980084143068277,18800.849524768273,7.4499915211862975,4.759603686782443,global,,solvayMTM45,38.57142857142857,199.99999999999991,4.723068822199971,1.0,1.2,3.0,0.004800000000000001,1,"[168, 18, 10]",7728
5.679074621107458,1.3352981540827578,0.06980084143068277,18800.849524768273,7.709252356419706,4.760608461640862,global,,solvayMTM45,38.57142857142857,199.99999999999991,6.146913906799066,1.0,1.2,3.0,0.004800000000000001,1,"[192, 16, 10]",8064
7.391123034699886,1.3352981540827578,0.06980084143068277,18800.849524768273,7.935308181584059,4.745041023044311,global,,solvayMTM45,38.57142857142857,199.99999999999991,7.999999999999998,1.0,1.2,3.0,0.004800000000000001,1,"[219, 14, 10]",8322
0.1847780758674972,1.3352981540827578,0.13839454870709078,18800.849524768273,34.667142231686945,36.046760700597154,global,,solvayMTM45,38.57142857142857,199.99999999999991,0.19999999999999998,1.0,1.2,3.0,0.009600000000000003,3,"[35, 44, 10]",7210
0.24048239968106946,1.3352981540827578,0.13839454870709078,18800.849524768273,22.390039271766426,22.413010843191163,global,,solvayMTM45,38.57142857142857,199.99999999999991,0.2602932177446391,1.0,1.2,3.0,0.009600000000000003,3,"[40, 39, 10]",7440
0.31297968811968974,1.3352981540827578,0.13839454870709078,18800.849524768273,14.568126420933252,14.390007476685616,global,,solvayMTM45,38.57142857142857,199.99999999999991,0.3387627960192905,1.0,1.2,3.0,0.009600000000000003,3,"[45, 34, 10]",7470
0.4073324505469381,1.3352981540827578,0.13839454870709078,18800.849524768273,9.813194493563733,9.697632436950155,global,,solvayMTM45,38.57142857142857,199.99999999999991,0.44088829114015965,1.0,1.2,3.0,0.009600000000000003,3,"[51, 29, 10]",7446
0.530129371223358,1.3352981540827578,0.13839454870709078,18800.849524768273,6.944817649526728,7.00232407976563,global,,solvayMTM45,38.57142857142857,199.99999999999991,0.5738011598340371,1.0,1.2,3.0,0.009600000000000003,3,"[59, 26, 10]",7906
0.6899453992833509,1.3352981540827578,0.13839454870709078,18800.849524768273,5.372539015030932,5.538082284926986,global,,solvayMTM45,38.57142857142857,199.99999999999991,0.7467827511940375,1.0,1.2,3.0,0.009600000000000003,3,"[67, 23, 10]",8174
0.8979405402378657,1.3352981540827578,0.13839454870709078,18800.849524768273,4.731830166943258,4.888773073601731,global,,solvayMTM45,38.57142857142857,199.99999999999991,0.9719124263224511,1.0,1.2,3.0,0.009600000000000003,3,"[76, 20, 10]",8360
1.1686391628093684,1.3352981540827578,0.13839454870709078,18800.849524768273,5.0671209930675385,4.869864337395056,global,,solvayMTM45,38.57142857142857,199.99999999999991,1.2649110640673513,1.0,1.2,3.0,0.009600000000000003,3,"[87, 18, 10]",8874
1.5209442403502584,1.3352981540827578,0.13839454870709078,18800.849524768273,6.593896940008517,5.2173724287761,global,,solvayMTM45,38.57142857142857,199.99999999999991,1.6462388551344311,1.0,1.2,3.0,0.009600000000000003,3,"[99, 16, 10]",9306
1.979457351654723,1.3352981540827578,0.13839454870709078,18800.849524768273,7.481122964981774,4.812304648254958,global,,solvayMTM45,38.57142857142857,199.99999999999991,2.1425240438959596,1.0,1.2,3.0,0.009600000000000003,3,"[113, 14, 10]",9718
2.5761966172524473,1.3352981540827578,0.13839454870709078,18800.849524768273,7.724931438765366,4.951768500150291,global,,solvayMTM45,38.57142857142857,199.99999999999991,2.7884223874046787,1.0,1.2,3.0,0.009600000000000003,3,"[129, 12, 10]",10062
3.352832535237469,1.3352981540827578,0.13839454870709078,18800.849524768273,7.819705308089389,4.831055699011511,global,,solvayMTM45,38.57142857142857,199.99999999999991,3.6290371782437614,1.0,1.2,3.0,0.009600000000000003,3,"[147, 11, 10]",10878
4.363597845779385,1.3352981540827578,0.13839454870709078,18800.849524768273,8.087127022615217,4.817242472253855,global,,solvayMTM45,38.57142857142857,199.99999999999991,4.723068822199971,1.0,1.2,3.0,0.009600000000000003,3,"[167, 9, 10]",11022
5.679074621107458,1.3352981540827578,0.13839454870709078,18800.849524768273,8.38594123115925,4.837173697749784,global,,solvayMTM45,38.57142857142857,199.99999999999991,6.146913906799066,1.0,1.2,3.0,0.009600000000000003,3,"[191, 8, 10]",11842
7.391123034699886,1.3352981540827578,0.13839454870709078,18800.849524768273,8.674545609804646,4.806567137964418,global,,solvayMTM45,38.57142857142857,199.99999999999991,7.999999999999998,1.0,1.2,3.0,0.009600000000000003,3,"[218, 7, 10]",12644
0.1847780758674972,1.3352981540827578,0.20580682559670935,18800.849524768273,39.2006510574987,38.02117421561639,global,,solvayMTM45,38.57142857142857,199.99999999999991,0.19999999999999998,1.0,1.2,3.0,0.014400000000000003,5,"[35, 30, 10]",8050
0.24048239968106946,1.3352981540827578,0.20580682559670935,18800.849524768273,25.37236860689268,23.57867220755586,global,,solvayMTM45,38.57142857142857,199.99999999999991,0.2602932177446391,1.0,1.2,3.0,0.014400000000000003,5,"[39, 25, 10]",7800
0.31297968811968974,1.3352981540827578,0.20580682559670935,18800.849524768273,16.706426777767973,15.078194832594866,global,,solvayMTM45,38.57142857142857,199.99999999999991,0.3387627960192905,1.0,1.2,3.0,0.014400000000000003,5,"[45, 23, 10]",8460
0.4073324505469381,1.3352981540827578,0.20580682559670935,18800.849524768273,11.400220421901567,10.103926967516058,global,,solvayMTM45,38.57142857142857,199.99999999999991,0.44088829114015965,1.0,1.2,3.0,0.014400000000000003,5,"[51, 20, 10]",8670
0.530129371223358,1.3352981540827578,0.20580682559670935,18800.849524768273,8.04938116817797,7.242193708508903,global,,solvayMTM45,38.57142857142857,199.99999999999991,0.5738011598340371,1.0,1.2,3.0,0.014400000000000003,5,"[58, 17, 10]",8816
0.6899453992833509,1.3352981540827578,0.20580682559670935,18800.849524768273,6.133205491011926,5.679697380540741,global,,solvayMTM45,38.57142857142857,199.99999999999991,0.7467827511940375,1.0,1.2,3.0,0.014400000000000003,5,"[66, 15, 10]",9240
0.8979405402378657,1.3352981540827578,0.20580682559670935,18800.849524768273,5.260765617513576,4.972380303957506,global,,solvayMTM45,38.57142857142857,199.99999999999991,0.9719124263224511,1.0,1.2,3.0,0.014400000000000003,5,"[76, 14, 10]",10184
1.1686391628093684,1.3352981540827578,0.20580682559670935,18800.849524768273,5.446570115871523,4.919224675270537,global,,solvayMTM45,38.57142857142857,199.99999999999991,1.2649110640673513,1.0,1.2,3.0,0.014400000000000003,5,"[86, 12, 10]",10492
1.5209442403502584,1.3352981540827578,0.20580682559670935,18800.849524768273,6.866691476556099,5.33393856521257,global,,solvayMTM45,38.57142857142857,199.99999999999991,1.6462388551344311,1.0,1.2,3.0,0.014400000000000003,5,"[98, 10, 10]",10780
1.979457351654723,1.3352981540827578,0.20580682559670935,18800.849524768273,7.833930826699893,4.881123383845884,global,,solvayMTM45,38.57142857142857,199.99999999999991,2.1425240438959596,1.0,1.2,3.0,0.014400000000000003,5,"[112, 9, 10]",11648
2.5761966172524473,1.3352981540827578,0.20580682559670935,18800.849524768273,8.04150530503511,5.0431847695276195,global,,solvayMTM45,38.57142857142857,199.99999999999991,2.7884223874046787,1.0,1.2,3.0,0.014400000000000003,5,"[128, 8, 10]",12544
