1 2 
aeromesh
body_mesh 1 wing 228 
548 7.668588006044071 14.0 0.06053867100229445 
6563 7.971390549289863 13.372196392766071 0.10307619283146016 
6564 7.905941956129352 13.214049371834868 0.10553570519383454 
6565 7.840293552938029 13.055419457998312 0.1080027241588686 
6566 7.774444397933267 12.896304404163331 0.1104772858653418 
6641 7.9087642410757235 13.371423006766594 0.10421449565877222 
6642 7.841751478964736 13.213092612126712 0.10670376531965703 
6643 7.774536064108178 13.054283392404857 0.10920056226839808 
6652 7.1603214714206525 11.603084519574027 0.13201629977098508 
6719 7.847127098709803 13.370686739043968 0.10435600958306229 
6720 7.778573997934456 13.212181771510418 0.10685114753381587 
6721 7.709815350064195 13.053201851498331 0.10935377461369941 
6722 7.640850263598824 12.893744810034727 0.11186392049877926 
6728 7.2226736353409375 11.926859843705744 0.12708440221110512 
6729 7.152237655323731 11.764001079716577 0.12964806390512873 
6730 7.081587650129918 11.600647350108654 0.1322195127376448 
6797 7.78706268213145 13.369995821405842 0.10349979677087105 
6798 7.717008400500363 13.21132703377765 0.10597676456624372 
6799 7.646745877302706 13.05218692773672 0.10846110429110506 
6800 7.576274223658401 12.892573370062223 0.11095284418109229 
6804 7.292278336765692 12.249341498589652 0.12099437605607105 
6805 7.2207474199401105 12.087328222789266 0.12352355458131138 
6806 7.149001776513954 11.92482841739316 0.12606032040830104 
6807 7.077040408430816 11.761839855282995 0.12860470971409518 
6875 7.7290947710308435 13.369354980096471 0.10171185096325086 
6876 7.657592112243393 13.210534245942176 0.10414808610832893 
6877 7.585878952432426 13.051245564026033 0.10659148275584546 
6878 7.513954283999098 12.891486834230713 0.1090420790565512 
6879 7.441817092479742 12.731255943670698 0.11149991346376341 
6880 7.36946635648477 12.57055076659369 0.1139650247364771 
6881 7.2969010477797465 12.409369164280895 0.11643745192885109 
6882 7.224120155724508 12.2477089849209 0.11891723205050918 
6883 7.151122715619446 12.08556806347837 0.1214043973531975 
6884 7.077907763739352 11.922944221638861 0.12389897962770327 
6885 7.004474330650444 11.759835267712349 0.12640101084002708 
6954 7.600787746447987 13.209807281413587 0.10150170547297507 
6955 7.527688187394438 13.05038235964228 0.10388470622400106 
6956 7.454374911336141 12.890490511076788 0.1062746502021657 
6957 7.380846747153108 12.730129653428078 0.10867158920121252 
6958 7.307102514109993 12.569297691829327 0.11107557557052716 
6959 7.23314102230236 12.40799251873951 0.11348666216972111 
6960 7.158961157912014 12.246212013868481 0.11590489422178496 
6961 7.084561977903038 12.083954044103535 0.1183303002643852 
6962 7.009942556352246 11.921216463369808 0.12076290682632812 
6963 6.9351019624082415 11.757997112524304 0.12320274053013608 
6964 6.860039260261115 11.594293819254778 0.1256498280920247 
7032 7.5469683697700125 13.209148040388447 0.09821977565566481 
7033 7.472554720901507 13.049599570744443 0.10052729128973237 
7034 7.3979249723479565 12.889587004647689 0.10284148508010106 
7035 7.3230779617925466 12.72910828756571 0.10516240623448682 
7036 7.248012517569717 12.568161352650488 0.10749010448304615 
7037 7.172727459138563 12.40674412064504 0.10982463003034809 
7038 7.097221678770229 12.244854499849088 0.11216602575222007 
7039 7.021494228750863 12.082490386087606 0.11451431886587408 
7040 6.945544176585953 11.919649662508078 0.11686953475352728 
7041 6.869370584812292 11.756330199468358 0.11923169888722947 
7042 6.792972510967122 11.592529854438537 0.12160083682885663 
7110 7.496405675905571 13.208555198031558 0.09449294818216211 
7111 7.420756289858247 13.048895624123475 0.09671442196887901 
7112 7.344888077599821 12.88877449909842 0.0989423306364598 
7113 7.268800155541706 12.728189793431335 0.10117669496843827 
7114 7.1924916357418445 12.567139465518279 0.10341753578555893 
7115 7.115961625644179 12.40562146158555 0.10566487396782108 
7116 7.039209196396009 12.243633715659268 0.10791873348085218 
7117 6.962233350229398 12.081174149535794 0.11017914449173778 
7118 6.885033075614479 11.918240672580495 0.112446138092726 
7119 6.807607354701173 11.754831181618483 0.11471974558673416 
7120 6.729955163268295 11.590943560839072 0.11699999848921687 
7121 6.652075470672146 11.426575681699378 0.11928692853005375 
7122 6.573967239794591 11.26172540282695 0.12158056765545863 
7123 6.495629426990647 11.096390569921603 0.12388094802990943 
7188 7.449269753314191 13.20802212637381 0.09047811667157607 
7189 7.3724674303282764 13.048262649671862 0.09260663946049734 
7190 7.295443396837346 12.888043910637558 0.09474136958580866 
7191 7.21819722279146 12.727363902281859 0.09688228270623525 
7192 7.140728481770262 12.566220605750464 0.09902935374706405 
7193 7.063036749321256 12.404611990234972 0.10118255705597323 
7194 6.985121383252168 12.242536012909852 0.10334188738703429 
7195 6.906981304760149 12.079990618868315 0.10550738080474636 
7196 6.828615376475726 11.91697374098487 0.10767907856951409 
7197 6.750022452529201 11.753483299816798 0.10985702235218953 
7198 6.671201378467717 11.589517203511017 0.11204125423895668 
7199 6.592150991171333 11.42507334771001 0.11423181673628306 
7200 6.512870118768111 11.260149615456909 0.11642875277593687 
7201 6.433357580548165 11.094743877099685 0.1186321057200724 
7262 7.7148765594570925 13.842406129681088 0.07820233378935201 
7263 7.637902731543605 13.684364839803838 0.08020859811226705 
7264 7.560705239238782 13.525874200977608 0.08222102610130429 
7265 7.483283937730406 13.36693227256469 0.08423956594458022 
7266 7.405638690751165 13.207537102597119 0.08626416463079215 
7267 7.327769370741672 13.047686727692753 0.08829476793080895 
7268 7.249675859016088 12.88737917297061 0.090331320378987 
7269 7.171358045930359 12.726612451965382 0.0923737652542109 
7270 7.092815831053162 12.56538456654124 0.09442204456064905 
7271 7.014049120329394 12.40369350680464 0.0964760992957309 
7272 6.9350574697142555 12.241537250996894 0.09853590348456122 
7273 6.855839740781329 12.078913765386526 0.10060149707063627 
7274 6.776394706506498 11.9158210042133 0.10267292805291368 
7275 6.696721129848346 11.752256909602318 0.10475024497735516 
7276 6.616817763643259 11.588219411472958 0.10683349694386485 
7277 6.536683350499212 11.423706427446975 0.1089227336133248 
7278 6.456316622688257 11.258715862755777 0.11101800521472811 
7279 6.375716302037661 11.093245610146809 0.11311936255241051 
7340 7.678660869929439 13.842313419949882 0.074256974925458 
7341 7.600713771314391 13.684181240182799 0.07616305637601435 
7342 7.522541333712793 13.525601549274935 0.07807498570832984 
7343 7.444143400775241 13.366572424725005 0.07999271051613147 
7344 7.365519824488659 13.207091932872801 0.08191617720604812 
7345 7.286670465335424 13.047158128817081 0.08384533097953568 
7346 7.207595192455019 12.886769056332694 0.08578011581453598 
7347 7.128293883808204 12.725922747786951 0.08772047444686411 
7348 7.04876642634385 12.564617224055239 0.0896663483513206 
7349 6.969012713009793 12.402850494435402 0.09161767802419012 
7350 6.889032287038454 12.240620556502195 0.09357443695323198 
7351 6.808824007742871 12.077925395964542 0.09553666353325943 
7352 6.728386648432567 11.914762986678292 0.09750440395828483 
7353 6.647718972488232 11.751131290570621 0.09947770495280535 
7354 6.566819733258574 11.587028257550962 0.10145661377853532 
7355 6.485687673955872 11.422451825421078 0.10344117824123175 
7356 6.404321527550259 11.257399919784321 0.10543144669761358 
7357 6.322720016662678 11.091870453954067 0.10742746806237725 
7418 7.645576710157071 13.842227853433087 0.07023871496120826 
7419 7.566734444977042 13.684011786838102 0.07204299982030876 
7420 7.487667789990032 13.525349905355204 0.07385258183440446 
7421 7.408376167542979 13.366240303203263 0.07566744720312689 
7422 7.328859000977249 13.206681063600039 0.07748758163298233 
7423 7.249115714681511 13.046670258681702 0.07931297032938844 
7424 7.169145734145617 12.886205949421665 0.08114359798859075 
7425 7.08894848601543 12.725286185548576 0.08297944878945837 
7426 7.008523398148717 12.56390900546371 0.08482050638515519 
7427 6.927869898104644 12.402072436156775 0.08666675404435838 
7428 6.8469872443928335 12.239774493039754 0.08851819076233051 
7429 6.765874372043806 12.077013179786887 0.09037484600440412 
7430 6.6845301732770555 11.913786488385401 0.0922367529017376 
7431 6.602953532559135 11.750092399066014 0.09410394490046756 
7432 6.521143326532598 11.585928880215672 0.09597645576533805 
7433 6.4390984239440865 11.421293888289442 0.09785431958337859 
7434 6.356817685571658 11.256185367721653 0.09973757076762968 
7435 6.274299964151263 11.090601250836182 0.10162624406091697 
7496 7.615529754314636 13.842148584772392 0.0661877754864045 
7497 7.535867472006904 13.683854805672713 0.06788973730873996 
7498 7.455984560969927 13.525116783158682 0.06959619484554855 
