,AR,lam
163,2.048337144065509,3.6737540131400506
164,2.198673815189584,3.708529128833215
165,2.349010486313657,3.7769643122178245
166,2.499347157437731,3.810504823730116
167,2.6496838285618054,3.7374469657743785
168,2.80002049968588,3.6942351245237095
169,2.950357170809954,3.676095191614365
170,3.1006938419340275,3.679090828891929
171,3.2510305130581023,3.7008477599171012
172,3.401367184182176,3.625010192031053
173,3.5517038553062497,3.728933051812078
174,3.702040526430324,3.701182327918014
175,3.8523771975543983,3.682411105356352
176,4.002713868678472,3.676597910880122
177,4.153050539802545,3.6823591428921247
178,4.303387210926621,3.6974063717243606
179,4.453723882050694,3.7219103283047206
180,4.604060553174769,3.705634995070923
181,4.754397224298843,3.687937188270699
182,4.904733895422917,3.678840202373424
183,5.05507056654699,3.67748181209086
184,5.205407237671065,3.682130021891633
185,5.355743908795139,3.687006203813651
186,5.506080579919212,3.7094778794656054
187,5.656417251043286,3.693072913912509
188,5.806753922167361,3.658360657974793
189,5.957090593291435,3.677791551845518
190,6.107427264415508,3.6784299817161
