,AR,lam
0,0.24391097209364182,18.06120756302409
1,0.3940100318435753,8.158611137772066
2,0.5441090915935086,5.300425927351533
3,0.6942081513434422,4.206875002313144
4,0.8443072110933757,3.773928942317789
5,0.9944062708433091,3.664444051340209
6,1.1445053305932422,3.7416497774576847
7,1.294604390343176,3.9436846813625235
8,1.4447034500931093,4.110055275295327
9,1.5948025098430425,3.8827127703152193
10,1.744901569592976,3.750322980019589
11,1.8950006293429087,3.688374680017443
12,2.0450996890928432,3.679506961087767
13,2.195198748842776,3.7123509465817603
14,2.3452978085927096,3.780668113310731
15,2.495396868342643,3.817797448282174
16,2.6454959280925765,3.744792687439162
17,2.79559498784251,3.700909065891109
18,2.945694047592444,3.6819621028424914
19,3.0957931073423763,3.6849358749772723
20,3.2458921670923098,3.7059150932313205
21,3.395991226842244,3.74745123592344
22,3.546090286592177,3.741895009968416
23,3.6961893463421123,3.7081629920107897
24,3.8462884060920444,3.6894064946359455
25,3.996387465841977,3.6829160226925834
26,4.146486525591911,3.6874125243410396
27,4.296585585341845,3.7027444797035485
28,4.446684645091778,3.7271366103135115
29,4.596783704841712,3.7133205058945924
30,4.746882764591645,3.695221279059889
31,4.896981824341578,3.6856484588419405
32,5.047080884091511,3.6832658711724684
33,5.197179943841445,3.6891626702583435
34,5.347279003591379,3.7008589870508275
35,5.497378063341312,3.7170712958688883
36,5.647477123091246,3.70051813133796
37,5.79757618284118,3.689790532383568
38,5.947675242591111,3.6872319693826516
39,6.097774302341046,3.6849877215773557
40,0.1395237374154251,52.01377938566704
41,0.22538449890184048,21.11643870735988
42,0.3112452603882558,11.893020544046326
43,0.3971060218746713,8.025664338643233
44,0.4829667833610868,6.044049772919536
45,0.5688275448475022,4.935660492328257
46,0.6546883063339175,4.282256245549771
47,0.7405490678203331,3.8925272590696416
48,0.8264098293067486,3.6739876542016376
49,0.9122705907931641,3.559981287404151
50,0.9981313522795792,3.5256622225345566
51,1.0839921137659947,3.5514733342418747
52,1.1698528752524102,3.628921440182124
53,1.2557136367388255,3.740374262912311
54,1.341574398225241,3.884606425865921
55,1.4274351597116564,3.997618346410564
56,1.513295921198072,3.843682012922657
57,1.5991566826844874,3.7308007650877038
58,1.6850174441709027,3.6451477981181366
59,1.7708782056573182,3.5854058220297915
60,1.856738967143733,3.5477124638406146
61,1.942599728630149,3.528484920856562
62,2.0284604901165646,3.5282761205002253
63,2.11432125160298,3.539646675964784
64,2.200182013089395,3.56345462591349
65,2.2860427745758107,3.5987615275521385
66,2.371903536062226,3.646525255941582
67,2.457764297548642,3.686637265245902
68,2.543625059035057,3.635007261097311
69,2.6294858205214724,3.594652143035953
70,2.7153465820078875,3.5643633944019446
71,2.8012073434943034,3.544418404442604
72,2.8870681049807185,3.5313178275415993
73,2.972928866467134,3.525701178109709
74,3.0587896279535496,3.526771072678264
75,3.1446503894399656,3.5334746427930877
76,3.23051115092638,3.548219265269489
77,3.3163719124127957,3.566609735080921
78,3.402232673899211,3.5900268052217648
79,3.4880934353856268,3.598765361974533
80,0.2754917307359764,14.623172539202496
81,0.4450251034965772,6.819824146032344
82,0.614558476257178,4.64528103059114
83,0.7840918490177788,3.878242198832129
84,0.9536252217783797,3.6538670610714905
85,1.1231585945389806,3.7047687430491187
86,1.2926919672995814,3.9223878517970996
87,1.4622253400601823,4.066115333933937
88,1.631758712820783,3.827994889280073
89,1.8012920855813837,3.7059665800372383
90,1.9708254583419849,3.6629249879457833
91,2.1403588311025854,3.6816874291387425
92,2.3098922038631864,3.746778857504194
93,2.4794255766237865,3.8162653719834476
94,2.648958949384388,3.7307115886373805
95,2.818492322144989,3.6833400085318178
96,2.988025694905589,3.667666684286416
97,3.1575590676661904,3.6784690133734372
98,3.3270924404267914,3.710137266735259
99,3.666159185947993,3.7020578357596565
100,3.835692558708595,3.6779261305535957
101,4.0052259314691945,3.6701949623515846
102,4.174759304229796,3.6767433367277076
103,4.3442926769903965,3.6968576604496275
104,4.513826049750997,3.716557830904645
105,4.683359422511599,3.689203766777907
106,4.852892795272197,3.6763471967396595
107,5.0224261680328,3.6719666293255573
108,5.191959540793401,3.429956444848092
109,5.3614929135540015,3.689254699084026
110,5.531026286314602,3.702618089817559
111,5.700559659075202,3.6852981265154945
112,6.0396264045964045,3.6734222078710608
113,6.209159777357004,3.676791270774692
114,6.378693150117607,3.6865353882179686
115,6.548226522878211,3.6945261616676888
116,6.7177598956388085,3.681876153263589
117,6.887293268399408,3.6682967726071984
118,0.2587264134421829,16.467707298620784
119,0.4179426678681415,7.6926089123424015
120,0.5771589222941002,5.197297477548436
121,0.7363751767200589,4.274773396001876
122,1.0548076855719764,3.92278131709325
123,1.214023939997935,4.067823882420324
124,1.5324564488498522,4.214156678934424
125,1.6916727032758108,4.039158073122884
126,2.010105212127728,3.92995579448816
127,2.169321466553687,3.9567488339060213
128,2.3285377209796456,4.024873732205624
129,2.646970229831563,3.998090922973905
130,2.806186484257521,3.9540135787905744
131,2.9654027386834803,3.9375287692871046
132,3.124618993109439,3.942808157858105
133,3.2838352475353965,3.9720489513953305
134,3.6022677563873153,3.984865553820971
135,3.7614840108132737,3.9554244093372644
136,3.9207002652392324,3.9415078735272093
137,4.079916519665192,3.9414515563863812
138,4.239132774091149,3.9531210790259657
139,4.398349028517109,3.9756019267143983
140,4.557565282943068,3.9782197781242874
141,5.035214046220943,3.941684729518041
142,5.194430300646902,3.9474084389927118
143,5.35364655507286,3.9599226743293188
144,5.512862809498819,3.9745073191078033
145,5.672079063924778,3.9571409790894743
146,5.831295318350738,3.947605941757843
147,5.990511572776696,3.9436677311613324
148,6.149727827202656,3.9463478095203954
149,6.308944081628609,3.952481031079448
150,6.46816033605457,3.9640416069218305
151,0.2442970905766203,18.08827000585317
152,0.39463376170069453,8.157481224924007
153,0.5449704328247684,5.292705291726244
154,0.6953071039488425,4.201722711837005
155,0.8456437750729168,3.770360845656473
156,0.9959804461969908,3.6605176643741872
157,1.146317117321065,3.7396318824696486
158,1.2966537884451388,3.9419192388529387
159,1.446990459569213,4.103497382998157
160,1.5973271306932868,3.8757954175034026
161,1.747663801817361,3.7445445891731817
162,1.898000472941435,3.6825393874088106
