,rho0,gamma,eig_CF,eig_FEA
0,1.2546012386808043,2.0,5.467539612974701,9.510630930677006
0,1.358872060269724,2.0,5.458772052494245,8.890536272860022
0,1.4718089056912529,2.0,5.538694097166033,8.392306951935396
0,1.5941320144900963,2.0,5.709347765850385,8.012365775110787
0,1.72662148584345,2.0,5.9750932824715,7.744341650623086
0,1.8701222535385973,2.0,6.293074203755503,7.5770885103561705
0,2.025549474424518,2.0,5.938081051755274,7.48942708055783
0,2.193894364701632,2.0,5.684023913533884,7.4134450322116185
0,2.3762305212698154,2.0,5.52441159545085,6.985555698403694
0,2.5737207684482724,2.0,5.455165981567188,6.655695267405067
0,2.787624573731255,2.0,5.474517837244388,6.418447011313323
0,3.019306079872643,2.0,5.582961604967299,6.268079614891125
0,3.2702428045229213,2.0,5.700514171936394,6.192683540236194
0,3.5420350628993003,2.0,5.533652281027981,6.171318553226697
0,3.836416173580824,2.0,5.457393195063249,6.0249555308499385
0,4.155263512514519,2.0,5.4697884842615645,5.894699772342103
0,4.500610485728042,2.0,5.571154849910043,5.830293947176149
0,4.874659497103173,2.0,5.492722798676208,5.814259224869442
0,5.279795993910424,2.0,5.451734186150248,5.737931623629169
0,5.718603679678214,2.0,5.4992553603469645,5.681090857743436
0,6.193880991414692,2.0,5.4770886857211885,5.66927453241804
0,6.708658946263436,2.0,5.454257470941096,5.623910774939959
0,7.266220471407695,2.0,5.499716262688656,5.6005492677208775
0,7.870121340497041,2.0,5.451751545394284,5.586274658224657
0,8.52421285011566,2.0,5.492297057792896,5.565056448332698
0,9.232666380908421,2.0,5.451707367085773,5.558636159326851
0,10.0,2.0,5.4700726851599235,5.547143480108647
0,0.2,0.0,27.039999999999996,26.8570517534952
0,0.21662214548720823,0.0,23.357457279204628,23.209718346971055
0,0.23462576957740608,0.0,20.220600430269013,20.10025523131729
0,0.25412568796222523,0.0,17.549282343818994,17.449833433316364
0,0.2752462587489502,0.0,15.275250487731343,15.191406972407547
0,0.2981221755376242,0.0,13.340403045867381,13.268476560562547
0,0.3228993264113713,0.0,11.69530440894897,11.633093874979275
0,0.3497357243180281,0.0,10.297922088171552,10.243462324298598
0,0.3788025147764701,0.0,9.112552779529112,9.063991752993728
0,0.41028506733414427,0.0,8.108910139651917,8.065526054818916
0,0.4443841577364301,0.0,7.261350965708409,7.222190516853624
0,0.4813172483469572,0.0,6.548220008164909,6.511624615369218
0,0.5213198749845864,0.0,5.951296676282076,5.918025862288082
0,0.5646471490214214,0.0,5.455329499600029,5.4248844080321525
0,0.6115753843212784,0.0,5.047646450841202,5.019637316323823
0,0.6624038593941964,0.0,4.7178311739293015,4.691525031737035
0,0.7174567260048892,0.0,4.4574568447072425,4.43324751591493
0,0.7770850764070358,0.0,4.2598708644600185,4.237000863506081
0,0.8416691823869162,0.0,4.120024885133413,4.098536569645319
0,0.9116209203955907,0.0,4.0343458233702965,4.014362182237669
0,0.9873863982355817,0.0,4.0006445677559945,3.98181562133622
0,1.0694488000533935,0.0,4.018060046730713,4.00032091515229
0,1.1583314677814325,0.0,4.087037228096747,4.070235234212091
0,1.2546012386808043,0.0,4.209338488004971,4.193496397273846
0,1.358872060269724,0.0,4.3880886398997045,4.37303728783399
0,1.4718089056912529,0.0,4.388088639899704,4.3739847030201
0,1.5941320144900963,0.0,4.2093384880049705,4.195706930999373
0,1.72662148584345,0.0,4.087037228096746,4.07384966670555
0,1.8701222535385973,0.0,4.018060046730712,4.005218316597896
0,2.025549474424518,0.0,4.0006445677559945,3.9883104828679805
0,2.193894364701632,0.0,4.0343458233702965,4.022427709102972
0,2.3762305212698154,0.0,4.120024885133414,4.108576726557921
0,2.5737207684482724,0.0,4.094692024158462,4.083814650253135
0,2.787624573731255,0.0,4.021602208476206,4.010730822736129
0,3.019306079872643,0.0,4.000164597888612,3.989397216251681
0,3.2702428045229213,0.0,4.029831458596139,3.5528609746998425
0,3.5420350628993003,0.0,4.059431385767579,4.049396439673424
0,3.836416173580824,0.0,4.006978214272812,3.9967417059483115
0,4.155263512514519,0.0,4.005803602877301,3.9956695185957263
0,4.500610485728042,0.0,4.044452787564284,4.035080250419278
0,4.874659497103173,0.0,4.002578686491571,3.99504813846749
0,5.279795993910424,0.0,4.011870736998613,4.001670107528805
0,5.718603679678214,0.0,4.0092364708124455,3.999212317462189
0,6.193880991414692,0.0,4.004046934300262,3.992821280095687
0,6.708658946263436,0.0,4.0072331223171185,3.997930155057341
0,7.266220471407695,0.0,4.005575547714683,3.994969777454442
