,nstiff,mode,rho0,gamma,eig_CF,eig_FEA
0,4,global,2.376230521269829,2.9999999999998352,6.245245922872858,8.242183046522351
0,4,global,2.1938943647016433,2.9999999999998517,6.52750393087886,8.307890726567706
0,4,global,2.0255494744245275,2.999999999999882,6.925440266017755,8.392224101110587
0,4,global,1.8701222535386035,2.9999999999999125,6.641077979115915,8.581377017730125
0,4,global,1.726621485799279,3.000000000650498,6.3229535447632434,8.905075004940931
0,4,global,1.594132014461331,3.000000000443064,6.115281147861102,9.379582768892323
0,4,global,1.4718089056736967,3.0000000002817324,6.012754731176196,10.020410146925544
0,4,global,1.3588720602598512,3.00000000016436,6.012754731147421,10.841150767289488
0,4,global,1.2546012386758565,3.00000000008505,6.115281147783322,11.864117890071334
0,4,global,1.1583314677793763,3.000000000036306,6.3229535446618055,13.107821248282608
0,4,global,1.069448800052817,3.000000000010401,6.641077979127552,14.595469391558112
0,4,global,0.9873863982355685,3.000000000000244,7.077782572762408,16.34754685576928
0,4,global,0.9116209203955982,2.999999999999862,7.644225185972243,18.39885189811709
0,4,global,0.8416691823866692,3.0000000000045866,8.354878502803444,20.78201863673641
0,4,global,0.7770850764064409,3.000000000011022,9.227899809943962,23.51171620436666
0,4,global,0.7174567260039697,3.0000000000168825,10.285594917811405,26.642897201678153
0,4,global,0.6624038593930464,3.0000000000208007,11.554988076973764,30.17614692866961
0,4,global,0.6115753843200253,3.0000000000221894,13.06851245134327,34.164881280360596
0,4,global,0.5646471490201936,3.000000000021165,14.864838789825615,38.589050442200936
0,4,global,0.5213198749834835,3.0000000000184013,16.989863469095297,43.488568100565594
0,4,global,0.48131724834603207,3.0000000000148663,19.49788115212043,48.80037662134247
0,4,global,0.44438415773568973,3.000000000011403,22.452972024016866,54.53044287746977
0,4,global,0.4102850673335664,3.00000000000849,25.930639049292413,60.560542011683125
0,4,global,0.37880251477602167,3.00000000000626,30.019737082622797,66.76929385062778
0,4,global,0.3497357243176774,3.000000000004634,34.824743122196665,72.99385772234572
0,4,local,0.32289932641109276,3.0000000000034714,40.46842571090444,78.97430984226985
0,4,local,0.2981221755373988,3.000000000002641,47.094981688925316,84.62204731091714
0,4,local,0.2752462587487642,3.0000000000020455,54.873720442157754,89.52278686409774
0,4,local,0.2541256879620691,3.0000000000016076,64.0033897795301,93.9245382334234
0,4,local,0.2346257695772729,3.000000000001278,74.71725396593231,97.59417495455035
0,4,local,0.21662214548709302,3.000000000001032,87.28905365518466,100.82303033992963
0,4,local,0.19999999999989904,3.000000000000842,102.04000000012198,104.03335381679078
0,5,global,9.99999999999999,3.000000000000033,6.000816326530629,6.021449781717268
0,5,global,9.232666380912198,2.9999999999685873,6.038967817373872,6.033028175056704
0,5,global,8.524212850078557,3.0000000000872915,6.0001676384263956,6.051616848997084
0,5,global,7.870121340497507,2.9999999999985567,6.045397647776154,6.073942958354192
0,5,global,7.2662204714089595,2.999999999995467,6.005930971444449,6.093911289842138
0,5,global,6.708658946265495,2.999999999991717,6.022164982968505,6.153778929607363
0,5,global,6.1938809914172275,2.999999999988681,6.065983708434568,6.162651508484702
0,5,global,5.718603679680375,2.9999999999895777,6.000942982649882,6.220964190648513
0,5,global,5.279795993911386,2.9999999999951035,6.038126881794666,6.312447013542122
0,5,global,4.874659497103455,2.9999999999984786,6.1552606630402416,6.3332020506002245
0,5,global,4.500610485958888,2.9999999986679025,6.0279060434190725,6.401073723139472
0,5,global,4.155263512537239,2.9999999998589346,6.003464959535059,6.54504239703772
0,5,global,3.836416173579102,3.0000000000116858,6.081312937039212,6.7405190754612185
0,5,global,3.5420350629325243,2.9999999999526388,6.263439002332522,6.755319252649157
0,5,global,3.2702428045195155,3.0000000000212066,6.169719802969841,6.83339384410246
0,5,global,3.0193060798619364,3.000000000075459,6.034167792779675,7.003634655711635
0,5,global,2.7876245737141327,3.000000000130682,6.001689305844903,7.282357323947298
0,5,global,2.5737207684277226,3.000000000167862,6.0714545124970964,7.6817750497539805
0,5,global,2.376230521248801,3.0000000001826694,6.2452459230275466,8.211125766936439
0,5,global,2.193894364682248,3.0000000001785847,6.527503931064896,8.284505030310765
0,5,global,2.025549474407911,3.000000000161603,6.9254402662225765,8.364639772027335
0,5,global,1.87012225352517,3.000000000137508,6.641077979121444,8.55252767522301
0,5,global,1.726621485833124,3.0000000001108753,6.322953544646509,8.873803917363315
0,5,global,1.594132014482522,3.000000000084928,6.115281147745888,9.345943248809494
0,5,global,1.4718089056859598,3.0000000000617018,6.0127547310799505,9.98499562334728
0,5,global,1.3588720602662179,3.000000000042287,6.012754731078316,10.807483599453187
0,5,global,1.2546012386786245,3.00000000002706,6.115281147742211,11.828518816823774
0,5,global,1.1583314677801826,3.000000000015889,6.3229535446443075,13.07560764176552
0,5,global,1.069448800052753,3.000000000008288,6.641077979125988,14.567050489435921
0,5,global,0.9873863982353073,3.0000000000035936,7.077782572767499,16.337240335228625
0,5,global,0.9116209203955093,3.0000000000010703,7.644225185974472,18.406536603906915
0,5,global,0.8416691823869147,3.0000000000000187,8.354878502794115,20.81825146567033
0,5,global,0.7770850764070476,2.999999999999845,9.22789980991605,23.610101769079073
0,5,global,0.7174567260048823,3.000000000000092,10.285594917760326,26.79910409268613
0,5,global,0.6624038593941611,3.0000000000004508,11.55498807689818,30.45339803074981
0,5,global,0.6115753843212182,3.000000000000741,13.068512451245663,34.591493110105205
0,5,global,0.5646471490213455,3.000000000000905,14.864838789712183,39.224049898805546
0,5,global,0.5213198749845053,3.0000000000009357,16.98986346897441,44.415886035505046
0,5,global,0.48131724834687867,3.000000000000867,19.497881152000076,50.15907272436757
0,5,local,0.4443841577363595,3.000000000000748,22.45297202390245,56.40078402814165
0,5,local,0.41028506733408365,3.000000000000609,25.93063904918611,63.201672474154456
0,5,local,0.3788025147764199,3.000000000000477,30.019737082524184,70.36761013531599
0,5,local,0.34973572431798733,3.0000000000003655,34.82474312210402,77.92292903887427
0,5,local,0.3228993264113385,3.0000000000002793,40.46842571081559,85.66268225901338
0,5,local,0.29812217553759796,3.000000000000209,47.09498168883793,95.11760711991508
0,5,local,0.2752462587489291,3.0000000000001568,54.87372044206964,100.78226114665335
0,5,local,0.25412568796220825,3.0000000000001186,64.00338977943929,107.7847921123907
0,5,local,0.2346257695773923,3.000000000000091,74.71725396583685,114.18658552171021
0,5,local,0.216622145487197,3.000000000000068,87.28905365508234,120.6090440621054
0,5,local,0.19999999999999077,3.000000000000052,102.04000000001051,125.77067278247966
