,rho_0,xi,gen_eps,zeta,lam
0,0.2157320873259429,0.3600901124099951,0.2330735749707852,1421.9408401448989,29.33749531973785
1,0.3097830152844221,0.3600901124099951,0.2330735749707852,1421.9408401448989,10.310770490141206
2,0.4448365458668057,0.3600901124099951,0.2330735749707852,1421.9408401448989,7.301600517890215
3,0.638768243497891,0.3600901124099951,0.2330735749707852,1421.9408401448989,2.627981722694002
4,0.917246734092646,0.3600901124099951,0.2330735749707852,1421.9408401448989,1.5627801542925743
5,1.3171311814069593,0.3600901124099951,0.2330735749707852,1421.9408401448989,0.7693044501107954
6,1.8913499329606391,0.3600901124099951,0.2330735749707852,1421.9408401448989,0.4830069249010293
7,2.7159060687402805,0.3600901124099951,0.2330735749707852,1421.9408401448989,0.3045055974362235
8,3.899937100837802,0.3600901124099951,0.2330735749707852,1421.9408401448989,0.2385578808135647
9,5.600160316864634,0.3600901124099951,0.2330735749707852,1421.9408401448989,0.2008780980566616
10,8.04161573986619,0.3600901124099951,0.2330735749707852,1421.9408401448989,0.185220051319472
11,0.1731277410332038,0.5062207018500082,0.2518249999663823,2589.6988954701633,42.45228141446756
12,0.248604805670913,0.5062207018500082,0.2518249999663823,2589.6988954701633,29.80890111109144
13,0.3569869798671898,0.5062207018500082,0.2518249999663823,2589.6988954701633,10.53288930163782
14,0.5126196311884409,0.5062207018500082,0.2518249999663823,2589.6988954701633,5.034401459253123
15,0.7361021580605963,0.5062207018500082,0.2518249999663823,2589.6988954701633,2.228909266557912
16,1.0570145077067532,0.5062207018500082,0.2518249999663823,2589.6988954701633,1.2383861575576962
17,1.5178323514853422,0.5062207018500082,0.2518249999663823,2589.6988954701633,0.6680339498928279
18,2.179549126732202,0.5062207018500082,0.2518249999663823,2589.6988954701633,0.4379031160796311
19,3.129749073532632,0.5062207018500082,0.2518249999663823,2589.6988954701633,0.3452008148395789
20,4.494199806344584,0.5062207018500082,0.2518249999663823,2589.6988954701633,0.2784042569359987
21,6.453498802876823,0.5062207018500082,0.2518249999663823,2589.6988954701633,0.2551826939531995
22,9.26697712459011,0.5062207018500082,0.2518249999663823,2589.6988954701633,0.2408344594582221
23,0.1473295976681825,0.8130021465303483,0.244653578649764,6270.1284955126575,62.49839584065866
24,0.2115596598170117,0.8130021465303483,0.244653578649764,6270.1284955126575,43.89174651493979
25,0.3037915691773833,0.8130021465303483,0.244653578649764,6270.1284955126575,15.532549513548418
26,0.4362330587177273,0.8130021465303483,0.244653578649764,6270.1284955126575,5.590072149723079
27,0.6264139654484906,0.8130021465303483,0.244653578649764,6270.1284955126575,3.32684860545798
28,0.8995064639583142,0.8130021465303483,0.244653578649764,6270.1284955126575,1.6416148176719465
29,1.2916568329115947,0.8130021465303483,0.244653578649764,6270.1284955126575,1.0357886982312108
30,1.854769744138858,0.8130021465303483,0.244653578649764,6270.1284955126575,0.6579587016299563
31,2.663378318541655,0.8130021465303483,0.244653578649764,6270.1284955126575,0.5197346519489022
32,3.824509263262337,0.8130021465303483,0.244653578649764,6270.1284955126575,0.4405832075446796
33,5.491848830844443,0.8130021465303483,0.244653578649764,6270.1284955126575,0.4081574880782897
34,7.886084594058583,0.8130021465303483,0.244653578649764,6270.1284955126575,0.3901315915927514
35,11.324115455502357,0.8130021465303483,0.244653578649764,6270.1284955126575,0.3831321875169439
36,0.1198031876768308,1.1652790574400036,0.2187599809657492,12673.467402631846,92.17906851629388
37,0.1720327892769206,1.1652790574400036,0.2187599809657492,12673.467402631846,64.69100446428469
38,0.247032496883394,1.1652790574400036,0.2187599809657492,12673.467402631846,22.868090268248995
39,0.3547292046646539,1.1652790574400036,0.2187599809657492,12673.467402631846,10.955049707677484
40,0.5093775524659592,1.1652790574400036,0.2187599809657492,12673.467402631846,4.877005999225855
41,0.7314466571803663,1.1652790574400036,0.2187599809657492,12673.467402631846,2.396811184528365
42,1.050329386739291,1.1652790574400036,0.2187599809657492,12673.467402631846,1.5046366642204845
43,1.5082327738030818,1.1652790574400036,0.2187599809657492,12673.467402631846,1.0109742216443385
44,2.165764500825466,1.1652790574400036,0.2187599809657492,12673.467402631846,0.782644651724279
45,3.1099548786546816,1.1652790574400036,0.2187599809657492,12673.467402631846,0.6545274456612753
46,4.46577610057867,1.1652790574400036,0.2187599809657492,12673.467402631846,0.601540173470537
47,6.412683449969132,1.1652790574400036,0.2187599809657492,12673.467402631846,0.5800134973001161
48,9.208367840962598,1.1652790574400036,0.2187599809657492,12673.467402631846,0.565213900549556
49,13.222863557202766,1.1652790574400036,0.2187599809657492,12673.467402631846,0.5591262784319444
50,0.1356268599995242,1.434870233675026,0.1982144051154439,20526.10618920883,94.23234669763418
51,0.1947549767167078,1.434870233675026,0.1982144051154439,20526.10618920883,33.19367082359333
52,0.2796606878317353,1.434870233675026,0.1982144051154439,20526.10618920883,15.785678051056871
53,0.4015820372707823,1.434870233675026,0.1982144051154439,20526.10618920883,6.930488849402712
54,0.5766564257168061,1.434870233675026,0.1982144051154439,20526.10618920883,3.799158991871168
55,0.8280565425197525,1.434870233675026,0.1982144051154439,20526.10618920883,2.2118660472234426
56,1.1890574821176103,1.434870233675026,0.1982144051154439,20526.10618920883,1.3768471802626765
57,1.70744100575251,1.434870233675026,0.1982144051154439,20526.10618920883,1.0488142660745254
58,2.4518198926204504,1.434870233675026,0.1982144051154439,20526.10618920883,0.8524179339798538
59,3.5207194659120757,1.434870233675026,0.1982144051154439,20526.10618920883,0.7820065149029529
60,5.0556183164026045,1.434870233675026,0.1982144051154439,20526.10618920883,0.7342185446235499
61,7.259674282092832,1.434870233675026,0.1982144051154439,20526.10618920883,0.7151964723891509
62,10.42461423780534,1.434870233675026,0.1982144051154439,20526.10618920883,0.7067646753325054
63,14.96934680321848,1.434870233675026,0.1982144051154439,20526.10618920883,0.7039391486950215
64,0.1520337497682578,1.4348702336750254,0.1982144051154439,25792.602859382623,47.25540705128036
65,0.2183146420729249,1.4348702336750254,0.1982144051154439,25792.602859382623,22.25965834050637
66,0.3134914649943091,1.4348702336750254,0.1982144051154439,25792.602859382623,11.98322425102112
67,0.4501617376238561,1.4348702336750254,0.1982144051154439,25792.602859382623,5.9165357119731325
68,0.6464150149166202,1.4348702336750254,0.1982144051154439,25792.602859382623,3.092557589712808
69,0.9282272049936008,1.4348702336750254,0.1982144051154439,25792.602859382623,1.8405117292930853
70,1.33289871709024,1.4348702336750254,0.1982144051154439,25792.602859382623,1.2938092906047818
71,1.913991510336154,1.4348702336750254,0.1982144051154439,25792.602859382623,0.95766690402981
72,2.7484185067235343,1.4348702336750254,0.1982144051154439,25792.602859382623,0.8197112530213876
73,3.9466237166191735,1.4348702336750254,0.1982144051154439,25792.602859382623,0.7570511396349984
74,5.667200509120911,1.4348702336750254,0.1982144051154439,25792.602859382623,0.7308680909365798
75,8.137882888438396,1.4348702336750254,0.1982144051154439,25792.602859382623,0.7154958122583784
76,11.68568816285118,1.4348702336750254,0.1982144051154439,25792.602859382623,0.7045387011677773
77,16.78020066292747,1.4348702336750254,0.1982144051154439,25792.602859382623,0.7016311932697173
78,0.1721144528361322,1.1652790574400038,0.2187599809657491,26157.328448795182,46.47321857522356
79,0.2471497626268678,1.1652790574400038,0.2187599809657491,26157.328448795182,21.901329324768785
80,0.3548975937812346,1.1652790574400038,0.2187599809657491,26157.328448795182,9.4409928402142
81,0.5096193527883962,1.1652790574400038,0.2187599809657491,26157.328448795182,4.377485191814618
82,0.7317938731829077,1.1652790574400038,0.2187599809657491,26157.328448795182,2.5033051013673027
