,log(1+xi),log(rho0),log(1+gamma),log(1+10^3*zeta),alpha
0,0.6468873665772117,0.5912108099102357,0.0,1.830928519757088,1335.1537952410843
1,0.8255075777763269,1.3365251141776189,0.0,0.1532872852932654,-470.63155172174953
2,0.4615946224421373,0.1052353078196521,2.147440202436381,0.1458439927958105,895.9729772967572
3,0.5380569094394777,-0.8075032180968985,0.0,0.3690492339565274,-42.48050818801676
4,0.6931211802219394,0.9473718699199524,0.0999919305588992,0.0506740714212375,-25.258744550598255
5,0.6328673118093423,0.5262327225121659,2.033309510293129,0.062352375454255,-106.53922069985485
6,0.9312506461257248,-0.4201204078638564,0.0,0.0511431839077874,-82.38728041451107
7,0.8303611817076457,0.7006024367149695,0.0,1.1566621416423428,130.39093112883577
8,0.7970372656644567,-0.7368148869468134,1.711116317435134,0.8324024948005392,-218.95564114336585
9,0.5427625668614103,1.999977114686459,2.007221459416941,1.499762124865347,133.34309576476448
10,0.5826736305673057,0.5340520923495461,0.0,1.5878040258215025,88.6421644889491
11,0.4324017051461677,-1.157868784296127,0.4222140580661329,0.148673018411698,-3237.363710138929
12,0.3615772443211893,0.7300545635607583,0.0,2.808384676149929,286.2089092613248
13,0.6782081467950637,0.7518919188550137,0.9210681020470144,0.6291342101058067,280.0050189683518
14,0.7387955904729849,1.4337061334841446,0.0,2.1746975792521144,-592.6621795319999
15,0.8182347688076483,1.24964537253722,0.0,0.9148592129329932,82.73033316856912
16,0.6866370354761767,-0.3157688386701711,0.7445035729567745,0.8266261580870542,1027.5425200863808
17,0.7970390683115539,0.5263136624792729,1.7111099941750851,0.8324024948005392,-163.34031135449516
18,0.3169487971477729,-0.2573095572155895,0.0,0.6608851229594215,-154.04376885442915
19,0.3994275460524689,0.7165001076791881,0.0,0.1058611016803178,-147.95118858437584
20,0.5678127324176456,-0.7886448612228465,0.0,0.0632846702189525,-436.096301740048
21,0.6223668196080054,0.692363873855335,1.4393440122096135,2.36747472499994,162.41250684889923
22,0.6458212688494551,0.3157621119595469,1.3888702905630814,1.6306793602460294,249.2696748673478
23,0.8953322580056646,1.035576058245998,0.0,0.6009532429976719,378.647625151703
24,0.8483166734050774,0.9132870708635092,0.0,0.3250857408062831,-369.4217254359514
25,0.686748754218823,-1.1579228991756632,0.7444551248401855,0.1164586950676208,-535.2101418091651
26,0.6908460349540928,0.5263042099742704,1.0666664096243643,0.0613270322363875,-221.69049863184594
27,0.9184005875548108,-0.8566387342497119,0.0,0.7543903181180781,80.60473856733833
28,0.6859835831556975,-0.3157880372396039,0.7444451499365681,1.073206994159903,616.6094009182516
29,0.5824495909476292,-0.5521153421786514,0.0,0.611125803669597,209.2121984882745
30,0.668495895006062,1.17455467054719,0.0,1.5997150343588202,915.5992733530479
31,0.8353227295808897,1.578945508522108,0.1064533183314177,2.494895457023196,86.22429826416524
32,0.7302733940871791,-1.3684190801590717,0.7444703245019934,0.0254526094223534,366.40677041806447
33,0.6845084741512348,1.5789442713668722,1.0983942649026557,2.4706103121931844,-182.6180271904752
34,0.9605092446728944,0.7592233299885857,0.0,0.9224337655436466,345.1696050751543
35,0.6661618291514669,0.1052614107470967,1.2921614131062251,0.3884032679912921,509.97651141551756
36,0.3019716616023615,0.5113929602546264,0.0,3.125441404557684,334.2278472050496
37,0.6876596515759988,0.3157883639995506,1.0666667537781809,1.1837786320240031,-1015.1315127018441
38,0.9250291819010612,1.4530448430166705,0.0,0.113157033765755,-24.823557099100313
39,0.922512138725852,1.1578957762718405,0.4222206139815352,2.4422181634288957,-162.1784720397524
40,0.4674083895225089,-0.3157894085800962,1.6873523877962204,2.4706103121931844,-640.8310892336195
41,0.6800158406579047,1.5789469518679486,1.3888879947424524,1.6306793602460294,-4.6455296580488685
42,0.8375795043262285,1.270469201327992,0.0,2.076203502090283,-195.61056304454743
43,0.6409344081528834,0.5624687379340062,0.0,1.7142550270005392,-1241.0930184951583
44,0.4410439412494056,0.1052632109238742,1.8837771133687653,0.2345036093279164,-109.52476054362369
45,0.3106685963538148,-1.7894800690356325,2.033335297572554,0.2055665225391686,1283.6779415124602
46,0.3169487971477729,0.3693169410027935,0.0,0.6608851229594215,-48.56405381930698
47,0.8274557539094161,-0.0624661210154936,0.0,0.9881071302879516,-368.89312360777836
48,0.8475601785569452,-0.3318877513132413,0.0,0.142964457096458,-92.03176100749798
49,0.3730252462639083,1.7155849786798956,0.8250399814259571,2.110316385461895,67.64383185314246
50,0.8170275694739477,1.03633998168084,0.0,2.3005050455217924,158.5819895326652
51,0.5085053339743997,0.5263302041480322,1.3888765244648091,0.7267279315030315,-95.01666408052922
52,0.8087228655429421,1.3834728341376408,0.0,0.1003950893768067,123.62567028821724
53,0.668495895006062,0.5544834703053106,0.0,1.5997150343588202,191.45263854389225
54,0.658025056702807,1.3684287166606404,0.0999647848488699,0.6944316956805979,-331.9951366476351
55,0.81291136355842,-0.1052627426599838,1.0666626239245702,0.3363459490277307,535.8812499309464
56,0.8182347688076483,-0.5082125450151538,0.0,0.9148592129329932,171.8827947760473
57,0.4462704624899731,-0.7634730829951326,1.787222023908526,0.2345036093279164,-349.16310004586734
58,0.5172241097251113,1.7894346021510292,1.3889071946953755,0.7267279315030315,-4.368603043694361
59,0.5678127324176456,1.2230785064020386,0.0,0.0632846702189525,-4.5574274049019525
60,0.8352012765513982,0.667516503124292,0.1200834986722252,2.494895457023196,-85.6111386530826
61,0.693123680283816,-0.5263031179498666,0.0999837869232636,0.0339288863525459,453.9993504275372
62,0.609476399379849,0.4379026108091933,1.984817351530796,3.1666685318682246,-64.88350857902202
63,0.90301321827476,0.3844302417535313,0.0,1.6969506592913284,314.47553356017914
64,0.668495895006062,1.2307097733769188,0.0,1.5997150343588202,1076.3155429573696
65,0.8247524694370059,0.526282350714229,1.0666571174265584,2.194030277794065,30.813266729106093
66,0.6973393273850137,0.351581443665492,0.0,3.0949088132477702,-200.05946431092758
67,0.6904144500508601,1.7893903317033584,0.7444114245255365,1.6813723989429092,-48.46866793463688
68,0.3019716616023615,-0.3689657623934654,0.0,3.125441404557684,-11.809369519164626
69,0.9438592194992363,-1.1624409504594635,0.0,0.0794917788795332,255.1390338918482
70,0.6910960784875236,0.9473714821611112,0.7444456249342347,0.8266261580870542,-62.220436641075956
71,0.9250291819010612,1.4815165170979825,0.0,0.113157033765755,-29.52774037089638
72,0.3366603673096138,-0.4972729841497179,0.0,0.6291647411696641,127.4125727040798
73,0.6921767098054995,1.9999576257697644,0.4222127468778947,2.1723160453729604,34.7996569637697
74,0.6913280269028353,1.368431007216944,1.0666822405773193,0.0238914608837085,140.11198051718353
75,0.7034270385376825,-0.5754170341666509,0.0,0.3873751663558432,-293.3504990435409
76,0.6125809555153758,1.5598669038591066,0.0,0.6108987595454615,48.634905913166506
77,0.559057834885554,1.2104179876778234,0.0,0.2108191282794786,4.316416513889124
78,0.7344441022844198,0.9473501551932954,0.7444451499365681,0.0254526094223534,277.6271998014376
79,0.8087228655429421,0.9181095844484076,0.0,0.1003950893768067,-1159.8075944570385
80,0.4320817222784225,-2.0000020928534106,0.4222219251594582,0.148673018411698,-775.6519770840451
81,0.9438592194992363,0.484384494046257,0.0,0.0794917788795332,59.72021901238655
82,0.6750677277454719,0.1052614107470967,1.0666677862389182,1.1837786320240031,1059.3880218584313
83,0.7914566604698521,0.9929939125701476,0.0,0.6688291360223693,118.77015449638472
84,0.8548666240108646,0.809250811513274,0.0,1.4768851796244713,394.0195259434614
85,0.9250291819010612,1.5623686137270776,0.0,0.113157033765755,165.59857985583258
86,0.7665728817556923,-1.4300332306321688,0.0,0.1247223080457859,-596.0365465738091
87,0.8641714122111162,1.3684941227043093,1.7110458559921484,0.8324024948005392,-62.31947115899726
88,0.9160391002175652,0.9473924209233752,0.1000109321174801,0.1532450271595209,24.198920452185703
89,0.9133769765864388,0.0145209196308137,0.0,0.1169573991363553,45.08674536337105
90,0.8710240853154599,-0.2578927963223016,0.0,0.0897809717522131,-172.36718800958008
91,0.6638795309293657,0.3157723211681073,1.3888872466848774,0.1797834801009204,-1117.2369472565908
92,0.4932135333880449,1.148704043037423,0.0,4.136162921385246,122.22317297272781
93,0.693123680283816,-1.157900616223553,0.0999837869232636,0.0339288863525459,-361.1249017512874
94,0.1888684126222091,0.9473532573259728,1.8194059263032667,1.5559651868183964,-328.2225151175051
95,0.4921629698884136,0.1952837150264026,0.0,0.4690031138664854,134.3187675920392
96,0.8170275694739477,1.2697591955732543,0.0,2.3005050455217924,400.99270463620365
97,0.6007272818597854,-0.2710802290799385,0.0,0.1768671214848987,65.02695907436035
98,0.7292572915720027,-1.5789426555991777,0.7396084444689892,0.0254526094223534,1303.789572799377
99,0.5315660464886659,1.999993761168702,1.3888972207398669,2.7517693674063586,10.09452168295017
100,0.4639446858636343,0.1052353078196521,1.891316225609733,0.6599664674772403,163.3085269904614
101,0.5599665835423057,1.3684742722949577,0.4222055353118539,1.9072895322278225,-184.21156301106572
102,0.6539384673346647,1.1578995460229802,2.03333058522597,0.0692774277099631,174.51689653172997
103,0.7344441022844198,0.3157890932130464,0.7444446749386759,0.0254526094223534,-164.1555302756483
104,0.7420911368198756,-0.0424278711057044,0.0,0.8361711097117906,183.3957818019175
