Monte Carlo #data training 3000 / 4386 data points
func_val=12020.13990373171, avg_rel_err=0.06156683270389045, theta=[0.1, 1.0, 0.0, 0.0, 1.0, 0.1, 0.05, 0.2, 1.0, 0.1, 0.01, 0.02, 0.01, 0.1]
func_val=12020.139708694147, avg_rel_err=0.06156683289561941, theta=[0.10000060251626516, 1.0, 0.0, 0.0, 1.0, 0.1, 0.05, 0.2, 1.0, 0.1, 0.01, 0.02, 0.01, 0.1]
func_val=12020.139900870623, avg_rel_err=0.06156683271665256, theta=[0.1, 1.0000010954841185, 0.0, 0.0, 1.0, 0.1, 0.05, 0.2, 1.0, 0.1, 0.01, 0.02, 0.01, 0.1]
func_val=12020.140228842372, avg_rel_err=0.061566833578769395, theta=[0.1, 1.0, 5.477420592293902e-07, 0.0, 1.0, 0.1, 0.05, 0.2, 1.0, 0.1, 0.01, 0.02, 0.01, 0.1]
func_val=12020.137193357903, avg_rel_err=0.061566810752392814, theta=[0.1, 1.0, 0.0, 5.477420592293902e-07, 1.0, 0.1, 0.05, 0.2, 1.0, 0.1, 0.01, 0.02, 0.01, 0.1]
func_val=12020.1398981247, avg_rel_err=0.061566832723766174, theta=[0.1, 1.0, 0.0, 0.0, 1.0000010954841185, 0.1, 0.05, 0.2, 1.0, 0.1, 0.01, 0.02, 0.01, 0.1]
func_val=12020.139723797152, avg_rel_err=0.06156683285669083, theta=[0.1, 1.0, 0.0, 0.0, 1.0, 0.10000060251626516, 0.05, 0.2, 1.0, 0.1, 0.01, 0.02, 0.01, 0.1]
func_val=12020.13925971741, avg_rel_err=0.06156682871176467, theta=[0.1, 1.0, 0.0, 0.0, 1.0, 0.1, 0.05000057512916219, 0.2, 1.0, 0.1, 0.01, 0.02, 0.01, 0.1]
func_val=12020.139913992158, avg_rel_err=0.06156683238425909, theta=[0.1, 1.0, 0.0, 0.0, 1.0, 0.1, 0.05, 0.2000006572904711, 1.0, 0.1, 0.01, 0.02, 0.01, 0.1]
func_val=12020.139069140792, avg_rel_err=0.06156682572115003, theta=[0.1, 1.0, 0.0, 0.0, 1.0, 0.1, 0.05, 0.2, 1.0000010954841185, 0.1, 0.01, 0.02, 0.01, 0.1]
func_val=12020.139887993782, avg_rel_err=0.06156683261323856, theta=[0.1, 1.0, 0.0, 0.0, 1.0, 0.1, 0.05, 0.2, 1.0, 0.10000060251626516, 0.01, 0.02, 0.01, 0.1]
func_val=12020.139811516545, avg_rel_err=0.06156683143479098, theta=[0.1, 1.0, 0.0, 0.0, 1.0, 0.1, 0.05, 0.2, 1.0, 0.1, 0.010000553219479822, 0.02, 0.01, 0.1]
func_val=12020.139889349732, avg_rel_err=0.0615668327169687, theta=[0.1, 1.0, 0.0, 0.0, 1.0, 0.1, 0.05, 0.2, 1.0, 0.1, 0.01, 0.020000558696900414, 0.01, 0.1]
func_val=12020.139876057066, avg_rel_err=0.061566832705476644, theta=[0.1, 1.0, 0.0, 0.0, 1.0, 0.1, 0.05, 0.2, 1.0, 0.1, 0.01, 0.02, 0.010000553219479822, 0.1]
func_val=12020.093971213919, avg_rel_err=0.061566836813630337, theta=[0.1, 1.0, 0.0, 0.0, 1.0, 0.1, 0.05, 0.2, 1.0, 0.1, 0.01, 0.02, 0.01, 0.10000060251626516]
func_val=5469.409971141466, avg_rel_err=0.05328685296398218, theta=[0.16896551724137931, 1.0090058958807182, -0.1724137931034483, 0.1724137931034483, 1.0176492883330537, 1.1, 0.3775862068965517, 0.1482758620689655, 1.3448275862068966, 0.19007012385781086, 0.0410344827586207, 0.04758620689655173, 0.0410344827586207, 0.41034482758620694]
func_val=5469.4099542475715, avg_rel_err=0.05328685376878822, theta=[0.1689661575329589, 1.0090058958807182, -0.1724137931034483, 0.1724137931034483, 1.0176492883330537, 1.1, 0.3775862068965517, 0.1482758620689655, 1.3448275862068966, 0.19007012385781086, 0.0410344827586207, 0.04758620689655173, 0.0410344827586207, 0.41034482758620694]
func_val=5469.409969102943, avg_rel_err=0.05328685299175469, theta=[0.16896551724137931, 1.0090069962977446, -0.1724137931034483, 0.1724137931034483, 1.0176492883330537, 1.1, 0.3775862068965517, 0.1482758620689655, 1.3448275862068966, 0.19007012385781086, 0.0410344827586207, 0.04758620689655173, 0.0410344827586207, 0.41034482758620694]
func_val=5469.4099534380175, avg_rel_err=0.05328684686068049, theta=[0.16896551724137931, 1.0090058958807182, -0.17241315092310297, 0.1724137931034483, 1.0176492883330537, 1.1, 0.3775862068965517, 0.1482758620689655, 1.3448275862068966, 0.19007012385781086, 0.0410344827586207, 0.04758620689655173, 0.0410344827586207, 0.41034482758620694]
func_val=5469.4098525766985, avg_rel_err=0.05328681555358458, theta=[0.16896551724137931, 1.0090058958807182, -0.1724137931034483, 0.1724144352837936, 1.0176492883330537, 1.1, 0.3775862068965517, 0.1482758620689655, 1.3448275862068966, 0.19007012385781086, 0.0410344827586207, 0.04758620689655173, 0.0410344827586207, 0.41034482758620694]
func_val=5469.409966891775, avg_rel_err=0.05328685320280717, theta=[0.16896551724137931, 1.0090058958807182, -0.1724137931034483, 0.1724137931034483, 1.0176503934844296, 1.1, 0.3775862068965517, 0.1482758620689655, 1.3448275862068966, 0.19007012385781086, 0.0410344827586207, 0.04758620689655173, 0.0410344827586207, 0.41034482758620694]
