,log(1+xi),log(rho0),log(1+gamma),log(1+10^3*zeta),alpha
0,0.4609243971520217,0.5329848955476042,0.0,0.0502881719972099,-0.005198459382772117
1,0.8209764021014452,0.7319975368355558,0.0,0.7546337412034223,0.012182571101360192
2,0.692875420412584,-0.4854379665941817,0.3427935632899448,0.2513144282808393,0.0046004138775865904
3,0.7914566604698521,0.5518686240630992,0.0,0.6688291360223693,-0.009546363163512898
4,0.6927160544891694,2.4685385885249618,0.4395684584888811,0.2513144282808393,-0.01770159342892056
5,0.3956513540733147,-0.0665853306237549,0.0,3.5209671444341875,-0.04567270054135926
6,0.3113380648186791,0.518032342420027,0.0,0.5752603389814487,0.018266303366407468
7,0.6929760231149935,-0.1660891498245913,0.2645494858263049,0.2513144282808393,0.009749250421539372
8,0.8203426053960364,1.4112758123852434,0.0,1.0525709076355056,0.02018934365044305
9,0.3113380648186791,0.5549028782283548,0.0,0.5752603389814487,0.02689143477692666
10,0.9250908421145718,0.5867199577054075,0.0,0.2359030253957013,-0.0071819899164131795
11,0.5826736305673057,0.1691541692303816,0.0,1.5878040258215025,0.015432109895804395
12,0.5678127324176456,1.900173977951476,0.0,0.0632846702189525,0.011916230189463303
13,0.6931305481498101,-0.1660891498245912,0.065325440856726,0.2513144282808393,0.02293539051473011
14,0.8483166734050774,0.4061379218268269,0.0,0.3250857408062831,0.018556407497332273
15,0.5380569094394777,1.2055963754462156,0.0,0.3690492339565274,0.013621840298496224
16,0.3169487971477729,-0.181082191827705,0.0,0.6608851229594215,-0.04748596222243382
17,0.8716834040180577,0.7378416168885823,0.0,0.7203216343493557,-0.001866596263156994
18,0.5349472479305413,1.148413642647189,0.0,0.738146781184405,0.03132154045614304
19,0.7420911368198756,-0.2753594287860769,0.0,0.8361711097117906,0.03181404658523908
20,0.6011953676650718,0.9626003639601792,0.0,3.525948569912825,0.032524805942101685
21,0.8953322580056646,-0.4409651807216707,0.0,0.6009532429976719,0.0034829859300113146
22,0.8716834040180577,0.1436343841835407,0.0,0.7203216343493557,0.039672143391650386
23,0.8710240853154599,0.5505652307486381,0.0,0.0897809717522131,-0.005850113406442927
24,0.2819811251390572,-0.0927374838129843,0.0,0.1656505755621374,-0.08799615584519473
25,0.8182347688076483,1.3922352299634024,0.0,0.9148592129329932,0.017538577325576166
26,0.8274557539094161,1.1657389966982104,0.0,0.9881071302879516,-0.014329857609129993
27,0.3585953402193326,-0.1737317904924843,0.0,0.0450677944665424,-0.05151058072393211
28,0.6032817760040468,0.8180539704327574,0.0,0.156136462031946,-0.004032733525448769
29,0.559057834885554,0.4997776496703607,0.0,0.2108191282794786,-0.008177212246831489
30,0.8303611817076457,-0.936048039244016,0.0,1.1566621416423428,0.032070972123076746
31,0.3306992858611925,-1.5182771340197696,1.959376742126303,0.0,-0.03387435875366969
32,0.6125809555153758,-0.3626046722241891,0.0,0.6108987595454615,-0.02297586849415547
33,0.8303611817076457,0.6454160211476783,0.0,1.1566621416423428,0.004872979067354363
34,0.8716834040180577,1.2325378587246891,0.0,0.7203216343493557,-0.009843697197960364
35,0.9421193087885464,1.4969224456162986,0.0,2.1094792766619266,0.007848079002509372
36,0.291692446593549,-1.518277132957014,2.494036621595723,0.0,0.03590335925458758
37,0.6135959891250988,1.0079647697106215,0.0,2.944732285890248,0.040230764421836686
38,0.6930394978483739,0.3927712795222873,0.2023754724131048,0.2513144282808393,-0.00603990942376412
39,0.5514296194176784,1.07192463613276,0.0,2.537193662737051,-0.16582608612745128
40,0.6931305481498101,1.0314689130615762,0.0653254408567264,0.2513144282808393,-0.01403111980856998
41,0.5349472479305413,0.9484618544769636,0.0,0.738146781184405,0.010025265228148282
42,0.9312506461257248,1.096227081504232,0.0,0.0511431839077874,-0.009900140547173662
43,0.9133769765864388,1.1785771165513073,0.0,0.1169573991363553,-0.014075754880164958
44,0.5514296194176784,0.5253809297646902,0.0,2.537193662737051,-0.2027412043398578
45,0.3113380648186791,0.4399439054485904,0.0,0.5752603389814487,-0.0030002968681867486
46,0.7665728817556923,1.4031801134240471,0.0,0.1247223080457859,0.0004938367208375879
47,0.3019716616023615,0.9722081634459556,0.0,3.125441404557684,0.06448248655117034
48,0.5188724768468075,1.6875965277937062,0.0,0.1100408350983979,0.019838057650391348
49,0.6929760231144363,1.5104921382153984,0.2645494863171402,0.2513144282808393,-0.013664166591693049
50,0.5678127324176456,1.3201242955515091,0.0,0.0632846702189525,-0.0005897026359600698
51,0.8953322580056646,-0.8803318405055166,0.0,0.6009532429976719,0.004589687996451416
52,0.8087228655429421,-0.0895309260139753,0.0,0.1003950893768067,0.04883859403003001
53,0.6135959891250988,1.2400478360636402,0.0,2.944732285890248,0.052179083070597314
54,0.3372132551266856,1.8183203143226516,7.466418100389023e-06,0.0,0.0406134995229985
55,0.6931368003043248,-0.3257635582098476,0.0487901641575596,0.2513144282808393,0.014781000316829523
56,0.4921629698884136,0.5654670089899271,0.0,0.4690031138664854,0.015306419192879336
57,0.8182347688076483,-1.749925677323937,0.0,0.9148592129329932,-0.007497661083115265
58,0.6931205831232519,0.6322828920995202,0.087225057244148,0.2513144282808393,-0.014281024588676033
59,0.692716054489217,0.7121200962920239,0.4395684584633061,0.2513144282808393,-0.011472415563317826
60,0.6904234341790377,-0.0064147414401838,1.0417909291420506,0.2513144282808393,0.006583206621427458
61,0.7665728817556923,1.71212767665517,0.0,0.1247223080457859,0.011012359241505511
62,0.7420911368198756,0.56252659741878,0.0,0.8361711097117906,0.005050123456131528
63,0.4477438596081613,0.3080214119849527,0.0,0.2141819214347507,-0.0306369725028966
64,0.5000426819162969,2.0212457780818096,2.595565603761653e-05,0.0,0.03271750561118755
65,0.3060733475697735,2.4526373892192144,1.246032781130483,0.0,0.040717328878393334
66,0.4609243971520217,1.9513675712189955,0.0,0.0502881719972099,0.021654716057936528
67,0.4477438596081613,1.5794765134924735,0.0,0.2141819214347507,-0.025253364093170482
68,0.9438592194992363,1.0762403405551018,0.0,0.0794917788795332,-0.010926142565772895
69,0.9515964190712072,0.7232826718044394,0.0,1.4364712610768329,-0.009091441877651483
70,0.3319087443227774,0.6527477508670866,0.0,1.5574790027960874,0.019276659120474892
71,0.3319087443227774,0.3499865715881853,0.0,1.5574790027960874,0.0021676067135285504
72,0.6928754204125511,-0.8846239875562653,0.3427935633127451,0.2513144282808393,0.02368429315673149
73,0.8182347688076483,-0.5082125450151538,0.0,0.9148592129329932,0.0024935552784844345
74,0.317621243682739,-0.9010455742105696,0.0,1.1654814028440064,0.013726137357388419
75,0.4292468356750686,1.3800331864683644,0.0,0.1041181545279866,0.012807160845814791
76,0.6914299819301506,1.9895153633692415,0.8580698486235037,0.2513144282808393,-0.042411051678135914
77,0.6135959891250988,1.1868791681829618,0.0,2.944732285890248,0.0568548307913301
78,0.8938675713060366,0.011610035220203,0.0,1.6528692000417382,0.016663623719309486
79,0.5824495909476292,0.1689406264983703,0.0,0.611125803669597,0.004407197151017817
80,0.3038133219609325,2.452637389220009,1.7073477917488191,0.0,0.05501058063711895
81,0.8953322580056646,1.3470837091098486,0.0,0.6009532429976719,0.0037934690607362076
82,0.9184005875548108,1.5094067126615598,0.0,0.7543903181180781,0.008419064706673788
83,0.7173539934935853,0.7450206491170916,0.0,0.0706796226222897,0.0030800085587415673
84,0.6920638325176228,0.4726084837109447,0.69628132888928,0.2513144282808393,0.000479479078234176
85,0.6865696316302345,-0.0882671858078925,0.0,0.1897148643533246,0.024041386480458886
86,0.5349472479305413,0.9163305762941704,0.0,0.738146781184405,0.007216398492962232
87,0.8475601785569452,0.9395673501942792,0.0,0.142964457096458,7.911716384683314e-05
88,0.6931205831232519,-0.4854379665942358,0.087225057244148,0.2513144282808393,0.0025612539030464465
89,0.386393558889152,1.017986240545886,0.0,4.333613618612979,-0.0010078918570810354
90,0.9515964190712072,1.4854227238513362,0.0,1.4364712610768329,0.0008482897143304403
91,0.6931368003043222,1.5104921382160457,0.0487901641648479,0.2513144282808393,-0.0005712922792777597
92,0.5514296194176784,1.07192463613276,0.0,2.537193662737051,-0.16582608612745114
93,0.6929760231149935,-0.4056007624018246,0.2645494858262659,0.2513144282808393,0.0052113419507296595
94,0.6740549034670243,0.5619843228484418,0.0,0.4452496941897644,0.00438844247276564
95,0.5826736305673057,0.4265661773794063,0.0,1.5878040258215025,0.018258052273534057
96,0.8303611817076457,1.0579482964789353,0.0,1.1566621416423428,0.007236403886573784
97,0.69313054814981,-1.203972804325936,0.0653254408567305,0.2513144282808393,0.01856702903427128
98,0.6904234341789744,1.1113061172538854,1.04179092915186,0.2513144282808393,0.0005138320732725818
99,0.5380569094394777,1.3404806431361578,0.0,0.3690492339565274,0.019639593955297126
100,0.8548666240108646,0.4654792724104497,0.0,1.4768851796244713,0.011636199323713906
101,0.3366603673096138,0.0492707222183519,0.0,0.6291647411696641,-0.05004443432604165
102,0.4609243971520217,1.766938532085476,0.0,0.0502881719972099,0.006124166279486453
103,0.9515964190712072,1.2666555471369256,0.0,1.4364712610768329,-0.008093137692525593
104,0.9515964190712072,0.448054060423945,0.0,1.4364712610768329,0.001123169586743495
105,0.8650431306851192,-1.0876889818817783,0.0,0.2015881840728989,-0.04406930464511827
106,0.6931047238560712,-0.4056007624018244,0.1160514264262405,0.2513144282808393,0.010754569620264618
