,log(xi),log(rho0),log(1+geneps),log(1+10^3*zeta),alpha
0,0.8898934629892314,1.9823349631047475,0.1808324528917347,1.0202546988512824,35.39307270612482
1,0.467214900077213,-2.014494322177584,0.2954505066729223,0.5821535365785503,61.75155210863311
2,0.7527636213595327,2.207907205087616,0.1727460914520173,3.5060011833254223,31.74549357735457
3,0.889893462989231,-0.4363135435230302,0.1808324528917347,1.736774737289516,-54.26189558218489
4,0.8574564032088596,0.2915770229306391,0.1603330335010543,1.7511059549884669,-7.530398287780997
5,0.5949841157380079,3.0992696603414087,0.218857241117424,2.8694031646510805,57.21316240746437
6,0.3075509566779182,3.441574197515203,0.2095098939110862,2.977799564614018,28.169158567313662
7,0.3075509566779182,-0.9004434064164263,0.2095098939110862,1.8908840104616176,-3.7014349658270826
8,0.9448032100022186,-2.270766299505504,0.2542071861333556,0.3793513841146441,30.675128807570985
9,0.5878996663196042,2.394142179424359,0.1889417593897649,0.3551112495329443,-0.8232937365737198
10,0.7725492480396772,-0.6745657840234486,0.1978339328067443,3.483146017227999,-43.006043656760774
11,0.3838821423525833,-1.197938277375747,0.2618569519739598,3.62491643680965,15.85300884580992
12,0.3169333773223824,-0.829644168817486,0.1887844502130235,4.424954263858739,8.820964227520937
13,0.3838821423525833,1.2966204956469212,0.2618569519739598,0.6120062177673083,-25.803287071707846
14,0.7725492480396772,-1.760070185006356,0.1978339328067443,0.6242360436004817,12.75297397307735
15,0.8574564032088596,-1.5175969787075403,0.1603330335010543,1.7511059549884669,-20.453370300815383
16,0.6354079368249707,1.865961944842948,0.3085337327460756,0.0587512686324698,-2.4222679338124706
17,0.3838821423525833,-1.197938277375747,0.2618569519739598,1.464295313113483,29.546853271137483
18,0.3075509566779182,-1.2622782067440617,0.2095098939110862,2.977799564614018,-31.656633169053272
19,0.5878996663196042,-1.2242058238519995,0.1889417593897649,0.3551112495329443,-3.7596063618320947
20,0.8898934629892314,2.7060045637600183,0.1808324528917347,3.0198090125599344,46.48591922909683
21,0.3169333773223824,-0.829644168817486,0.1887844502130235,5.614850148129264,4.991618328965777
22,0.7527636213595327,-0.3000509851782629,0.1727460914520171,0.1164957387452088,-44.44033370372283
23,0.5949841157380079,0.2045912577203233,0.218857241117424,0.1290696635051542,-10.93449330228167
24,0.9448032100022186,-0.0997574975396874,0.2542071861333556,0.3793513841146441,-45.72593439755191
25,0.7527636213595327,0.7854534158046447,0.1727460914520171,0.1164957387452088,5.778920383128069
26,0.4123531369879638,-1.7448030802984154,0.1957386913429714,0.0401472900419708,69.44259468327658
27,0.467214900077213,-0.2053203205394041,0.2954505066729223,0.2137527455729126,-20.67405501691483
28,0.5878996663196042,0.9468029781138156,0.1889417593897649,0.3551112495329443,-1.1809664360897283
29,0.8574564032088596,-1.879431779035176,0.1603330335010543,0.1228858689200294,32.89451815987432
30,0.8574564032088596,2.1007510245688183,0.1603330335010543,0.3600371235070025,32.81920351884299
31,0.4096036670137174,2.2264572341208893,0.2246024865235987,5.046376314051047,-6.512152324063847
32,0.3169333773223824,0.5664915867610246,0.1887844502130235,0.1300333755678284,-9.66878160719977
33,0.467214900077213,0.5183492801158675,0.2954505066729223,0.0694347995794582,-5.4153474394280785
34,0.3075509566779182,3.079739397187568,0.2095098939110862,1.8908840104616176,2.415038394156013
35,0.5878996663196042,-0.5005362231967276,0.1889417593897649,0.1210048031405593,-36.51407862807979
36,0.4096036670137174,-0.6804358145391728,0.2246024865235987,0.0441450340500144,-7.777996109975954
37,0.4096036670137174,1.140952833137983,0.2246024865235987,0.824114374451093,-14.194467680291213
38,0.6354079368249707,-1.7523860584334103,0.3085337327460756,0.5096777518881013,29.05272002357975
39,0.3075509566779182,1.632400195877025,0.2095098939110862,1.8908840104616176,-35.26310777838929
40,0.3169333773223824,-1.9151485698003936,0.1887844502130235,3.253999273895732,66.82855701827893
41,0.889893462989231,-1.8836527448335731,0.1808324528917347,0.8803297485248658,-1.5719587946050135
42,0.4123531369879638,0.4262057216673998,0.1957386913429714,0.912907010133303,-5.705799753733489
43,0.4123531369879638,1.8735449229779428,0.1957386913429714,0.3715741023863375,-17.997540169720764
44,0.889893462989231,-0.4363135435230302,0.1808324528917347,0.1208929091912394,-53.36676843024531
45,0.5878996663196042,2.032307379096723,0.1889417593897649,0.880904805386923,7.64307333359205
46,0.8574564032088596,0.5307747959958065,0.1603330335010543,0.0491863074159187,5.263026996968568
47,0.3169333773223824,1.651995987743932,0.1887844502130235,1.8010996605330252,-32.49620220201922
48,0.3838821423525833,-1.5980579069741654,0.2618569519739598,0.0740302759908196,58.97452262349217
49,0.7527636213595327,0.0617838151493728,0.1727460914520171,2.7669967609620576,-19.261601494216794
50,0.9448032100022186,2.731283318104312,0.2542071861333557,1.0067233803920104,36.367737818809246
51,0.467214900077213,0.8801840804435034,0.2954505066729223,0.0694347995794582,-13.42685514777104
52,0.587899666319604,2.4083924431060795,0.1889417593897647,1.01587176341555,1.6524390990940947
53,0.4096036670137174,0.4172832324827114,0.2246024865235987,2.7120452374339186,8.058760453553727
54,0.8121443766025781,1.779215576119118,0.2833268194650343,0.0473007797301902,14.160265451793924
55,0.3075509566779182,-0.9004434064164263,0.2095098939110862,0.9922065355695396,-0.4477410193982173
56,0.8574564032088596,2.7017835979616205,0.1603330335010543,1.9578930158787475,44.91826244858815
57,0.3075509566779182,-0.4482135766229432,0.2095098939110862,3.2811649549455817,1.5277531772523933
58,0.4123531369879636,-1.4130279043791332,0.1957386913429714,2.7004828398771163,35.15869570112448
59,0.7527636213595327,-0.3249363972058345,0.1727460914520173,0.0776894363584137,-36.145921755711456
60,0.7725492480396772,2.944256804260436,0.1978339328067442,2.790679195839614,60.09242479954838
61,0.3838821423525833,1.6967401252453396,0.2618569519739598,0.6946607235978459,-29.62862921247658
62,0.587899666319604,-1.571790360497913,0.1889417593897647,3.013282838687367,12.876446669794893
63,0.8898934629892314,0.8968305621218401,0.1808324528917347,0.1496907919077461,13.212155391779481
64,0.8574564032088596,-1.5175969787075403,0.1603330335010543,0.3600371235070025,-15.589601263390438
65,0.3169333773223824,-0.1059745681622145,0.1887844502130235,0.5209822391835969,-1.4534104329556132
66,0.3169333773223824,1.290161187416296,0.1887844502130235,0.1300333755678284,-29.55775321922746
67,0.5949841157380079,-0.8809131432625841,0.218857241117424,1.7944824448474823,-24.012804483060894
68,0.3075509566779182,3.441574197515203,0.2095098939110862,0.9922065355695396,19.99087555593619
69,0.8121443766025781,-0.9568637571926724,0.2833268194650343,1.294223107922336,-38.45930194982264
70,0.3169333773223824,2.0650342338035994,0.1887844502130235,4.424954263858739,-19.211443856015958
71,0.4672149000772128,1.0276721394658497,0.2954505066729223,1.2529125034284037,-12.651955878043191
72,0.7725492480396772,2.5819474189252727,0.1978339328067443,0.2323228987123293,20.15083975919977
73,0.4096036670137174,-1.7659402155220805,0.2246024865235987,2.9472544625525674,-48.61970250257786
74,0.587899666319604,1.3228880421231737,0.1889417593897647,4.176666307829899,13.680176428127309
75,0.9448032100022186,-0.5252298848444096,0.2542071861333557,0.1467646357689309,-61.89599528960598
76,0.5949841157380078,-2.276917841414965,0.218857241117424,3.00802525224522,16.210922357012805
77,0.7527636213595327,1.1224028041047085,0.1727460914520173,0.0776894363584137,15.369939506332807
78,0.7725492480396772,-1.39823538467872,0.1978339328067443,0.0759466419070131,18.32715098993934
79,0.3075509566779182,-1.2622782067440617,0.2095098939110862,2.977799564614018,-31.65663316900661
80,0.889893462989231,1.372860458115149,0.1808324528917347,0.1208929091912394,23.62160510076654
81,0.7527636213595327,1.509123016459916,0.1727460914520171,0.3432419972434101,16.852026007068876
82,0.8574564032088596,-2.002068806297644,0.1603330335010543,3.0524156387209453,-43.278357072729094
83,0.3838821423525833,0.6112357242624324,0.2618569519739598,0.2643797757230809,-7.875853430305215
84,0.3169333773223824,-0.519012814221883,0.1887844502130235,0.1300333755678284,-14.68131358813456
85,0.8574564032088596,-2.3639036066252803,0.1603330335010543,1.042293225450531,22.54132266179168
86,0.3075509566779182,2.084630025670507,0.2095098939110862,1.2032535404886795,-38.34552071926538
87,0.9448032100022186,-1.610734285827317,0.2542071861333557,0.4213078785756826,-17.722377914427113
88,0.8121443766025781,0.8523102444455067,0.2833268194650343,0.5872161773246067,-0.7384182807957842
89,0.7527636213595327,2.232792617115188,0.1727460914520171,0.036598957994547,21.499784006392563
90,0.7527636213595327,1.509123016459916,0.1727460914520171,1.7045141163479496,20.274132077265104
