,xi,rho_0,log10(zeta),gamma,num_stiff,material,eig_FEA,eig_CF,FEA/CF
692,0.585705,0.900087,-4.071254,8.375463,3,metal,45.776472,2.606679,5602768813561924608.000000
693,0.585684,0.729213,-4.071254,8.375463,3,metal,64.018145,2.961886,328394858160153704339079168.000000
694,0.586399,0.590780,-4.071254,7.466699,5,metal,85.080439,3.249610,345682727876331152430350893364281344.000000
695,0.588583,7.388333,-3.364324,6.394624,3,metal,7.137029,1.909136,186.399553
696,0.588570,5.985969,-3.364324,6.394624,3,metal,7.359640,1.904873,233.870384
697,0.588562,4.849745,-3.364324,6.394624,3,metal,7.751487,1.890100,351.210864
698,0.588558,3.929119,-3.364324,6.394624,3,metal,8.057036,1.939111,453.921854
699,0.588555,3.183246,-3.364324,6.394624,3,metal,8.996320,1.891512,1217.808195
700,0.588551,2.578972,-3.364324,6.394624,4,metal,10.104233,1.986097,3354.761583
701,0.588557,2.089352,-3.364324,6.394624,4,metal,10.844804,1.979127,7084.585879
702,0.593309,1.659427,-3.364324,6.394183,4,metal,13.277161,1.890926,88100.647304
703,0.588561,1.371341,-3.364324,6.394624,4,metal,16.937764,1.944453,3247225.457167
704,0.742594,1.856446,-2.941620,7.543670,2,metal,12.447384,2.002911,34353.969871
705,0.729218,1.839737,-2.941620,7.661519,2,metal,12.644177,2.001769,41873.469421
706,0.714006,1.820472,-2.941620,7.780197,2,metal,12.862494,2.000326,52165.072968
707,0.696546,1.798038,-2.941620,7.897202,2,metal,13.102330,1.998513,66424.188770
708,0.972959,2.124682,-2.941620,1.263761,5,metal,6.021906,1.625381,81.168291
709,0.972958,2.124481,-2.941620,1.263788,5,metal,6.022327,1.625418,81.199465
710,0.972953,2.088747,-2.941620,1.263919,5,metal,6.094241,1.631639,86.712806
711,0.972954,1.692581,-2.941620,1.263904,5,metal,6.497580,1.722941,118.467513
712,0.972954,1.371310,-2.941620,1.263904,5,metal,6.977187,1.615477,213.088924
713,0.972953,1.111003,-2.941620,1.263921,5,metal,8.147652,1.612307,689.071203
714,0.980727,0.900093,-2.941620,1.113731,5,metal,9.578747,1.682805,2686.358178
715,1.000000,2.154401,-2.004714,0.000357,9,metal,3.802705,1.391896,11.142971
716,1.000000,2.154334,-2.004714,0.000361,9,metal,3.812501,1.391892,11.252708
717,1.000000,2.154375,-2.004714,0.000357,9,metal,3.801154,1.391894,11.125723
718,1.000000,2.154324,-2.004714,0.000358,9,metal,3.801252,1.391891,11.126850
719,1.000000,2.154314,-2.004714,0.000363,9,metal,3.805183,1.391891,11.170670
720,1.000000,2.089237,-2.004714,0.000366,9,metal,3.783642,1.388283,10.972138
721,1.000000,1.692667,-2.004714,0.000366,9,metal,3.864001,1.414126,11.586893
722,1.007428,7.576079,-2.189931,0.081645,1,torayBT250E,4.214644,1.413332,16.466232
723,1.007428,4.972608,-2.189931,0.081495,1,torayBT250E,4.010259,1.410346,13.462570
724,1.007428,4.028608,-2.189931,0.081498,1,torayBT250E,4.022576,1.409865,13.635963
725,1.007428,3.263816,-2.189931,0.081493,1,torayBT250E,4.070696,1.413956,14.249759
726,1.007428,2.644217,-2.189931,0.081496,1,torayBT250E,4.125071,1.431230,14.788370
727,1.007429,2.142434,-2.189931,0.080816,1,torayBT250E,4.093700,1.412023,14.609580
728,1.007428,1.735435,-2.189931,0.081502,1,torayBT250E,4.191322,1.436078,15.724884
729,1.007428,1.406043,-2.189931,0.081494,1,torayBT250E,4.607103,1.512676,22.074579
730,1.007428,1.139127,-2.189931,0.081645,1,torayBT250E,4.248002,1.422152,16.875283
731,1.007428,0.922873,-2.189931,0.081495,1,torayBT250E,4.263145,1.419818,17.172807
732,1.007429,0.747679,-2.189931,0.080764,1,torayBT250E,4.641076,1.505674,22.997887
733,1.007428,0.605736,-2.189931,0.081496,1,torayBT250E,5.450753,1.673220,43.708077
734,1.007428,0.490740,-2.189931,0.081673,1,torayBT250E,6.792820,1.909128,132.117575
735,1.007429,0.395568,-2.189931,0.080854,1,torayBT250E,8.913497,2.205954,818.556947
736,1.007428,0.322095,-2.189931,0.081494,1,torayBT250E,11.944564,2.529173,12275.873780
737,1.007428,0.260950,-2.189931,0.081496,1,torayBT250E,16.451120,2.888432,776605.810418
738,1.007428,0.211411,-2.189931,0.081495,1,torayBT250E,22.911709,3.267928,339770397.295484
739,1.007428,0.171277,-2.189931,0.081494,1,torayBT250E,31.929714,3.661256,1891626464876.727051
740,1.007428,0.138762,-2.189931,0.081493,1,torayBT250E,44.092612,4.063910,242239123941968096.000000
741,1.191472,8.211653,-3.253970,0.525388,1,solvay5320,4.791605,1.582588,24.754729
742,1.191472,6.652742,-3.253970,0.525355,1,solvay5320,4.811624,1.579613,25.330552
743,1.191471,5.389772,-3.253970,0.525615,1,solvay5320,4.854179,1.580599,26.405696
744,1.191468,4.366628,-3.253970,0.526311,1,solvay5320,4.913274,1.580096,28.027276
745,1.191469,3.537742,-3.253970,0.526306,1,solvay5320,4.999473,1.583326,30.451859
746,1.191468,2.866402,-3.253970,0.526314,1,solvay5320,5.220050,1.602969,37.228722
747,1.191471,2.321852,-3.253970,0.525572,1,solvay5320,5.286644,1.581580,40.652655
748,1.191472,1.881124,-3.253970,0.525386,1,solvay5320,5.666266,1.607811,57.884834
749,1.191472,1.524009,-3.253970,0.525388,1,solvay5320,6.115634,1.679394,84.456793
750,1.191468,1.234686,-3.253970,0.526310,1,solvay5320,6.223413,1.590990,102.762758
751,1.191472,1.000293,-3.253970,0.525388,1,solvay5320,6.757358,1.590871,175.297860
752,1.191468,0.810418,-3.253970,0.526310,1,solvay5320,7.757623,1.679645,436.146295
753,1.191468,0.656603,-3.253970,0.526310,1,solvay5320,9.219641,1.849139,1588.431744
754,1.191471,0.531845,-3.253970,0.525569,1,solvay5320,11.139490,2.086814,8541.364711
755,1.188714,0.430928,-3.253970,0.525343,2,solvay5320,16.398973,2.377433,1228789.523730
756,1.187657,0.349120,-3.253970,0.525345,3,solvay5320,21.802930,2.708840,196091075.014935
757,1.187659,0.282841,-3.253970,0.525273,3,solvay5320,28.404690,3.069053,100722720745.286087
758,1.187659,0.229148,-3.253970,0.525273,3,solvay5320,37.067489,3.449216,398318601605960.875000
759,1.187658,0.185646,-3.253970,0.525333,3,solvay5320,48.524478,3.843057,25403549461088497664.000000
760,1.187657,0.150402,-3.253970,0.525346,4,solvay5320,63.956120,4.246049,85458358037393381863194624.000000
761,0.570724,8.900443,-4.924069,1.105509,1,solvay5320,4.942107,1.401305,34.494568
762,0.570724,7.210838,-4.924069,1.105317,1,solvay5320,4.862035,1.397091,31.974658
763,0.570724,5.841933,-4.924069,1.105317,1,solvay5320,4.832970,1.398418,31.017519
764,0.570724,4.733073,-4.924069,1.105510,1,solvay5320,4.897788,1.397574,33.122531
765,0.570724,3.834507,-4.924069,1.105316,1,solvay5320,4.977313,1.402126,35.701283
766,0.570724,3.106427,-4.924069,1.105281,1,solvay5320,5.131702,1.429630,40.531182
767,0.570724,2.516618,-4.924069,1.105509,1,solvay5320,5.442238,1.399847,56.962399
768,0.570724,2.038928,-4.924069,1.105320,1,solvay5320,6.226546,1.436620,120.292522
769,0.570724,1.651858,-4.924069,1.105317,1,solvay5320,6.396897,1.535069,129.260240
770,0.570724,1.338269,-4.924069,1.105317,1,solvay5320,7.161419,1.412920,313.719343
771,0.570724,1.084241,-4.924069,1.105506,1,solvay5320,8.679238,1.412952,1431.224836
772,0.568865,0.878383,-4.924069,1.105263,2,solvay5320,12.230493,1.534257,44189.216422
773,0.568865,0.711581,-4.924069,1.105239,2,solvay5320,16.844284,1.758163,3563027.993617
774,0.568132,0.576528,-4.924069,1.105271,3,solvay5320,24.128990,2.054443,3862371517.899386
775,0.568132,0.467077,-4.924069,1.105252,3,solvay5320,34.231464,2.398297,66829572993114.578125
776,0.568132,0.378407,-4.924069,1.105268,3,solvay5320,47.855899,2.771453,38012455146727391232.000000
777,0.567488,0.306570,-4.924069,1.105271,4,solvay5320,69.271861,3.162476,51397416772149507247011004416.000000
778,0.566911,0.248370,-4.924069,1.105271,5,solvay5320,98.525674,3.564545,174218567379756960215775898374008563826688.000000
779,0.566386,0.201232,-4.924069,1.105227,6,solvay5320,138.092856,3.973335,17675341862787239439094875564343366346873975449269445853184.000000
780,0.565903,0.161567,-4.924069,1.104990,7,solvay5320,191.896916,4.404238,2673225012574804286621570660728724011153457609628750083882019215809450133038301184.000000
781,1.103154,9.647346,-3.157605,1.905711,1,hexcelIM7,5.424721,1.729089,40.271027
782,1.103154,7.815596,-3.157605,1.905683,1,hexcelIM7,5.451295,1.725541,41.502516
783,1.103154,6.331984,-3.157605,1.905679,1,hexcelIM7,5.510894,1.726663,44.001839
784,1.103154,5.129886,-3.157605,1.905707,1,hexcelIM7,5.597130,1.725925,48.000183
785,1.103154,4.156030,-3.157605,1.905707,1,hexcelIM7,5.720124,1.729799,54.072434
786,1.103154,3.367044,-3.157605,1.905679,1,hexcelIM7,6.023463,1.753137,71.544970
787,1.103154,2.727848,-3.157605,1.905707,1,hexcelIM7,6.188738,1.727854,86.563983
788,1.103154,2.209984,-3.157605,1.905689,1,hexcelIM7,6.856666,1.759075,163.627293
789,1.103154,1.790477,-3.157605,1.905684,1,hexcelIM7,7.315412,1.843482,237.919010
790,1.095487,1.450508,-3.157605,1.905859,1,hexcelIM7,7.891775,1.736260,471.309517
791,1.097237,1.175126,-3.157605,1.751677,1,hexcelIM7,8.964408,1.717042,1404.400739
792,1.095478,0.952055,-3.157605,1.906637,1,hexcelIM7,11.662893,1.841205,18429.139199
793,1.097236,0.771324,-3.157605,1.751781,1,hexcelIM7,14.476298,2.003466,261145.132668
794,1.088898,0.624903,-3.157605,1.905226,2,hexcelIM7,20.734818,2.303384,101081100.357974
795,1.083156,0.506261,-3.157605,1.905674,3,hexcelIM7,28.496818,2.621736,172744944982.744568
796,1.083157,0.410165,-3.157605,1.905641,3,hexcelIM7,37.793975,2.975826,1322299675508459.500000
797,1.083161,0.332241,-3.157605,1.905465,3,hexcelIM7,48.506576,3.353342,40719314615567818752.000000
798,1.078059,0.269203,-3.157605,1.905651,4,hexcelIM7,64.414331,3.745329,222952787125563639054991360.000000
799,0.421171,10.456481,-4.123484,3.010392,1,solvayMTM45,5.056142,1.583298,32.228269
800,0.421171,8.471400,-4.123484,3.010391,1,solvayMTM45,5.079962,1.578479,33.164606
801,0.421171,6.863172,-4.123484,3.010391,1,solvayMTM45,5.152828,1.580006,35.616969
802,0.421171,5.560296,-4.123484,3.010378,1,solvayMTM45,5.252070,1.578996,39.372743
803,0.421171,4.504819,-4.123484,3.010378,1,solvayMTM45,5.381205,1.584273,44.564274
804,0.421171,3.649395,-4.123484,3.010377,1,solvayMTM45,5.693404,1.615864,59.000150
805,0.416329,2.956667,-4.123484,3.010390,1,solvayMTM45,6.070040,1.579628,89.158137
806,0.416329,2.395333,-4.123484,3.010345,1,solvayMTM45,7.157530,1.621937,253.558085
807,0.416329,1.940625,-4.123484,3.010346,1,solvayMTM45,7.429228,1.734052,297.429042
808,0.416329,1.572218,-4.123484,3.010383,1,solvayMTM45,8.408267,1.594717,910.095467
809,0.416329,1.273750,-4.123484,3.010383,1,solvayMTM45,10.475829,1.594714,7194.805222
810,0.412078,1.031949,-4.123484,3.010388,2,solvayMTM45,14.109464,1.732537,237263.566379
811,0.412079,0.835946,-4.123484,3.010372,2,solvayMTM45,19.417082,1.982636,37297836.040221
812,0.408318,0.677275,-4.123484,3.010357,3,solvayMTM45,27.477977,2.304401,85653519838.739151
813,0.408318,0.548719,-4.123484,3.010364,3,solvayMTM45,37.933228,2.669800,2064012096149190.750000
814,0.408317,0.444556,-4.123484,3.010367,3,solvayMTM45,50.959369,3.059014,635126086036685979648.000000
815,0.401785,0.360163,-4.123484,3.010390,5,solvayMTM45,72.621659,3.461025,1086630379113717272561309450240.000000
816,0.404917,0.291789,-4.123484,3.010391,5,solvayMTM45,87.042945,3.871159,1321440202959909106497580207637004288.000000
817,1.363215,11.333813,-3.713685,4.535178,1,hexcelIM7,7.432097,2.009474,226.472432
818,1.363237,8.943006,-3.713685,4.532759,1,hexcelIM7,7.466285,2.006671,235.006671
819,1.372920,7.438338,-3.713685,3.389355,1,hexcelIM7,6.974857,1.937633,154.041869
820,1.363212,6.026526,-3.713685,4.535478,1,hexcelIM7,7.628340,2.006194,276.482113
821,1.329824,4.882562,-3.713685,4.533780,1,hexcelIM7,7.748893,2.001158,313.479848
822,1.329819,3.955656,-3.713685,4.533977,1,hexcelIM7,8.133784,2.025680,449.485768
823,1.329823,3.204715,-3.713685,4.533810,1,hexcelIM7,8.450371,1.999110,633.500528
824,1.329902,2.596422,-3.713685,4.530167,1,hexcelIM7,9.606654,2.031625,1948.916859
825,1.329901,2.103764,-3.713685,4.530191,1,hexcelIM7,9.990948,2.120482,2618.785678
826,1.299035,1.704052,-3.713685,4.534985,2,hexcelIM7,10.985142,2.002559,7963.177579
827,1.299051,1.380539,-3.713685,4.534531,2,hexcelIM7,13.354837,2.002547,85160.222496
828,1.299050,1.118482,-3.713685,4.534541,2,hexcelIM7,17.422844,2.113020,4456275.269839
829,1.299035,0.906161,-3.713685,4.534998,2,hexcelIM7,23.712554,2.318451,1955873325.580926
830,1.270446,0.734135,-3.713685,4.535040,3,hexcelIM7,33.338299,2.591502,22550917027644.218750
831,1.270459,0.594781,-3.713685,4.534776,3,hexcelIM7,46.776572,2.919934,11135144303109853184.000000
832,1.270457,0.481891,-3.713685,4.534807,3,hexcelIM7,64.717437,3.281195,480198739439024254388011008.000000
833,0.911608,7.389029,-2.662978,6.559275,1,solvay5320,7.089260,2.008327,160.924164
834,0.911524,5.986301,-2.662978,6.562700,1,solvay5320,7.260211,2.006788,191.219608
835,0.911539,4.849849,-2.662978,6.562094,1,solvay5320,7.435018,1.991983,231.142570
836,0.911608,3.929162,-2.662978,6.559286,1,solvay5320,7.770386,2.033577,310.073294
837,0.911609,3.183274,-2.662978,6.559268,1,solvay5320,8.201733,1.993404,496.870373
838,0.911634,2.578465,-2.662978,6.558248,1,solvay5320,9.182183,2.083526,1210.340720
839,0.707426,2.089316,-2.662978,6.639592,1,solvay5320,9.719964,2.018920,2210.653812
840,0.911539,1.692683,-2.662978,6.562097,1,solvay5320,10.503992,1.991644,4975.834941
841,0.911537,1.371341,-2.662978,6.562190,1,solvay5320,11.993117,2.044443,20924.448924
842,0.911608,1.111004,-2.662978,6.559287,1,solvay5320,13.867711,2.217217,114747.978185
843,0.911537,0.900088,-2.662978,6.562190,1,solvay5320,15.701850,2.482190,551093.741918
844,1.170350,7.388698,-3.893144,9.544098,1,hexcelIM7,9.519001,2.179627,1539.748487
845,0.845669,5.986291,-3.893144,9.119695,2,hexcelIM7,9.037115,2.105914,1023.723198
846,0.845663,4.849845,-3.893144,9.119695,2,hexcelIM7,9.613243,2.101318,1829.732842
847,0.845638,3.929140,-3.893144,9.119695,2,hexcelIM7,9.989188,2.100813,2666.108530
848,0.845624,3.183232,-3.893144,9.119695,2,hexcelIM7,11.554985,2.106479,12689.192353
849,0.845653,2.578918,-3.893144,9.119695,2,hexcelIM7,12.226392,2.244987,21620.658713
850,0.845536,2.089365,-3.893144,9.119694,2,hexcelIM7,13.597237,2.125210,95992.681827
851,0.845734,1.692662,-3.893144,9.119695,2,hexcelIM7,16.808980,2.090459,2467019.977949
852,0.845694,1.371327,-3.893144,9.119695,2,hexcelIM7,22.356242,2.192011,571760442.408048
853,0.845665,1.111003,-3.893144,9.119695,2,hexcelIM7,30.728554,2.409124,1990546371650.747070
854,0.847066,0.900083,-3.893144,7.771845,3,hexcelIM7,38.621820,2.590146,4449970077309838.000000
855,0.944331,0.729215,-3.893144,5.486375,7,hexcelIM7,42.129014,2.682288,135361642329939936.000000
856,0.610084,7.389173,-2.325519,13.552283,1,solvayMTM45,8.476968,2.185723,539.825225
857,0.610079,5.986147,-2.325519,13.552459,1,solvayMTM45,8.725570,2.181172,695.337819
858,0.610087,4.849790,-2.325519,13.552151,1,solvayMTM45,9.260457,2.240909,1118.280887
859,0.610087,3.929124,-2.325519,13.552178,1,solvayMTM45,9.613433,2.180435,1690.869063
860,0.610086,3.183220,-2.325519,13.552200,1,solvayMTM45,10.728731,2.251074,4806.173871
861,0.610086,2.578917,-2.325519,13.552203,1,solvayMTM45,11.458472,2.308470,9414.462550
862,0.551857,1.257998,-2.325519,9.131542,2,solvayMTM45,16.580938,2.206985,1747947.829324
863,0.527071,1.229398,-2.325519,9.406995,2,solvayMTM45,17.281645,2.246135,3387186.743646
864,0.491738,1.187511,-2.325519,9.660441,2,solvayMTM45,18.166571,2.297902,7792477.924683
865,0.446716,1.109960,-2.325519,9.772049,2,solvayMTM45,19.549133,2.385906,28437724.009946
866,0.751454,0.900087,-2.325519,0.807926,5,solvayMTM45,6.678563,1.513949,174.969992
867,1.309592,7.576085,-3.684586,0.105176,1,solvayMTM45,4.758363,1.554780,24.620593
868,1.309592,6.137810,-3.684586,0.105200,1,solvayMTM45,4.767880,1.552185,24.920606
869,1.309592,4.972613,-3.684586,0.105199,1,solvayMTM45,4.795156,1.553009,25.588614
870,1.309592,4.028609,-3.684586,0.105176,1,solvayMTM45,4.825944,1.552460,26.403166
871,1.309592,3.263811,-3.684586,0.105176,1,solvayMTM45,4.879556,1.555304,27.778208
872,1.309592,2.644205,-3.684586,0.105176,1,solvayMTM45,5.027720,1.572495,31.665411
873,1.309592,2.142304,-3.684586,0.105199,1,solvayMTM45,5.022387,1.553883,32.088711
874,1.309592,1.735523,-3.684586,0.105178,1,solvayMTM45,5.247445,1.576889,39.273740
875,1.309592,1.406047,-3.684586,0.105200,1,solvayMTM45,5.641011,1.640004,54.653170
876,1.309592,1.139125,-3.684586,0.105200,1,solvayMTM45,5.475527,1.562034,50.073538
877,1.309592,0.922873,-3.684586,0.105176,1,solvayMTM45,5.705880,1.562032,63.044979
878,1.309592,0.747675,-3.684586,0.105200,1,solvayMTM45,6.359074,1.640014,112.062857
879,1.309592,0.605734,-3.684586,0.105176,1,solvayMTM45,7.504472,1.791457,302.782556
880,1.309592,0.490741,-3.684586,0.105176,1,solvayMTM45,9.282065,2.008093,1442.268236
881,1.309592,0.397554,-3.684586,0.105198,1,solvayMTM45,11.921748,2.279315,15404.779067
882,1.309592,0.322099,-3.684586,0.105176,1,solvayMTM45,15.769634,2.593423,527661.875129
883,1.309514,0.260951,-3.684586,0.105183,1,solvayMTM45,22.607203,2.940061,347801247.602409
884,1.309434,0.211412,-3.684586,0.096066,3,solvayMTM45,31.916925,3.302734,2672915590920.876465
885,1.309434,0.171277,-3.684586,0.096075,3,solvayMTM45,45.242109,3.689159,1112287505989638784.000000
886,1.309434,0.138762,-3.684586,0.096096,3,solvayMTM45,64.846776,4.087047,244126639318344660254982144.000000
887,1.207768,8.211019,-2.017999,0.525344,1,solvayMTM45,4.468943,1.589247,17.808858
888,1.207768,6.652672,-2.017999,0.525344,1,solvayMTM45,4.753781,1.586304,23.747494
889,1.207768,5.389766,-2.017999,0.525347,1,solvayMTM45,4.544264,1.587239,19.240643
890,1.207768,4.366563,-2.017999,0.525347,1,solvayMTM45,4.581555,1.586622,19.984017
891,1.207768,3.537606,-2.017999,0.525347,1,solvayMTM45,4.639774,1.589851,21.113724
892,1.207768,2.866020,-2.017999,0.525348,1,solvayMTM45,4.724570,1.609339,22.538643
893,1.207768,2.321956,-2.017999,0.525344,1,solvayMTM45,5.134838,1.588230,34.695438
894,1.207768,1.849776,-2.017999,0.525262,1,solvayMTM45,4.822038,1.620183,24.578076
895,1.207768,1.523895,-2.017999,0.525331,1,solvayMTM45,5.420483,1.685403,41.891381
896,1.207768,1.234688,-2.017999,0.525347,1,solvayMTM45,5.268722,1.597482,39.300611
897,1.207768,1.000292,-2.017999,0.525347,1,solvayMTM45,5.371199,1.597482,43.541612
898,1.207768,0.810395,-2.017999,0.525347,1,solvayMTM45,5.722551,1.685451,56.661811
899,1.207768,0.656548,-2.017999,0.525347,1,solvayMTM45,6.494839,1.853987,103.632633
900,1.207768,0.531931,-2.017999,0.525331,1,solvayMTM45,7.691612,2.090541,270.716232
901,1.205793,0.430932,-2.017999,0.525348,1,solvayMTM45,9.880411,2.380585,1807.728441
902,1.207768,0.349119,-2.017999,0.525347,1,solvayMTM45,11.929160,2.711523,10073.230149
903,1.207768,0.282840,-2.017999,0.525344,1,solvayMTM45,15.484532,3.070963,246118.743372
904,1.207768,0.229147,-2.017999,0.525347,1,solvayMTM45,20.486727,3.450549,25044833.574243
905,1.207768,0.185645,-2.017999,0.525344,1,solvayMTM45,27.364072,3.843934,16393287147.963415
906,1.207768,0.150402,-2.017999,0.525347,1,solvayMTM45,36.422413,4.246629,94138100063852.500000
907,1.354560,8.900093,-2.218372,1.105270,1,solvay5320,5.202680,1.727753,32.295457
908,1.354560,7.210384,-2.218372,1.105235,1,solvay5320,5.223062,1.724736,33.060072
909,1.354560,5.841777,-2.218372,1.105236,1,solvay5320,5.302253,1.725693,35.750353
910,1.354560,4.732869,-2.218372,1.105271,1,solvay5320,5.251483,1.725065,34.001965
911,1.354560,3.834374,-2.218372,1.105271,1,solvay5320,5.382198,1.728367,38.622340
912,1.354560,3.106510,-2.218372,1.105237,1,solvay5320,5.502059,1.748284,42.681889
913,1.354560,2.516717,-2.218372,1.105270,1,solvay5320,5.642783,1.726709,50.202979
914,1.354560,2.038963,-2.218372,1.105270,1,solvay5320,5.874502,1.753372,61.628832
915,1.354560,1.651852,-2.218372,1.105270,1,solvay5320,6.470995,1.826046,104.058051
916,1.354560,1.338264,-2.218372,1.105270,1,solvay5320,6.546965,1.736172,122.828997
917,1.354560,1.084206,-2.218372,1.105271,1,solvay5320,6.824906,1.736172,162.184369
918,1.347052,0.878378,-2.218372,1.105271,1,solvay5320,7.749313,1.823627,374.535304
919,1.347052,0.711627,-2.218372,1.105268,1,solvay5320,8.945185,1.995752,1042.558567
920,1.347052,0.576533,-2.218372,1.105268,1,solvay5320,10.480703,2.236469,3805.619206
921,1.354560,0.467149,-2.218372,1.105239,1,solvay5320,11.177568,2.531657,5686.843598
922,1.347052,0.378396,-2.218372,1.105266,2,solvay5320,14.985753,2.864518,183732.290492
923,0.601862,9.646807,-4.236757,1.905673,1,torayBT250E,5.320044,1.533176,44.117991
924,0.601862,7.815744,-4.236757,1.905678,1,torayBT250E,5.316676,1.528872,44.159334
925,0.601862,6.331986,-4.236757,1.905678,1,torayBT250E,5.364076,1.530238,46.239687
926,0.601862,5.129919,-4.236757,1.905677,1,torayBT250E,5.497775,1.529336,52.901891
927,0.601862,4.156161,-4.236757,1.905674,1,torayBT250E,5.655259,1.534056,61.633332
928,0.601862,3.367056,-4.236757,1.905678,1,torayBT250E,5.886821,1.562365,75.524435
929,0.601862,2.727828,-4.236757,1.905678,1,torayBT250E,6.346670,1.531683,123.345149
930,0.601862,2.209954,-4.236757,1.905677,1,torayBT250E,7.217740,1.569553,283.776577
931,0.601862,1.790429,-4.236757,1.905678,1,torayBT250E,7.552994,1.670681,358.637786
932,0.597459,1.450531,-4.236757,1.905678,1,torayBT250E,8.880625,1.543289,1536.613239
933,0.597459,1.175167,-4.236757,1.905684,1,torayBT250E,11.256532,1.543288,16535.157432
934,0.593647,0.952069,-4.236757,1.905681,2,torayBT250E,15.363830,1.667583,887573.807885
935,0.593647,0.771331,-4.236757,1.905682,2,torayBT250E,21.403498,1.897041,296173893.626562
936,0.590348,0.608772,-4.236757,1.903310,3,torayBT250E,32.078443,2.239146,9100016103579.572266
937,0.587346,0.506220,-4.236757,1.905699,4,torayBT250E,44.302872,2.547088,1362406710613468160.000000
938,0.587346,0.410140,-4.236757,1.905704,4,torayBT250E,62.378263,2.924057,66165779675424957690544128.000000
939,0.584642,0.332287,-4.236757,1.905679,5,torayBT250E,88.333026,3.317660,8350346937019276231976215938615738368.000000
940,0.584642,0.269205,-4.236757,1.905678,5,torayBT250E,118.230326,3.721729,53759082640707473092862834834209746373370997374976.000000
941,0.450817,10.456484,-3.361911,3.010392,1,solvay5320,4.771828,1.595397,23.961089
942,0.450817,8.471443,-3.361911,3.010390,1,solvay5320,4.800997,1.590635,24.788047
943,0.450817,6.863190,-3.361911,3.010392,1,solvay5320,4.871366,1.592144,26.555104
944,0.450817,5.548194,-3.361911,3.010335,1,solvay5320,4.973797,1.591277,29.444879
945,0.450817,4.504668,-3.361911,3.010391,1,solvay5320,5.111566,1.596354,33.623045
946,0.450817,3.649410,-3.361911,3.010380,1,solvay5320,5.452705,1.627576,45.838721
947,0.447489,2.956672,-3.361911,3.010392,1,solvay5320,5.712093,1.592388,61.541073
948,0.447489,2.395371,-3.361911,3.010392,1,solvay5320,6.644422,1.634169,149.942672
949,0.447489,1.940628,-3.361911,3.010392,1,solvay5320,7.049218,1.745000,201.183667
950,0.447489,1.572230,-3.361911,3.010393,1,solvay5320,7.865003,1.607290,522.023597
951,0.447489,1.273807,-3.361911,3.010395,1,solvay5320,9.732227,1.607270,3377.723485
952,0.447489,1.031931,-3.361911,3.010392,1,solvay5320,12.917168,1.745000,71123.107223
953,0.444608,0.836000,-3.361911,3.010400,2,solvay5320,18.171918,1.991472,10643351.911005
954,0.442091,0.677271,-3.361911,3.010483,3,solvay5320,26.023287,2.311159,19863068069.298901
955,0.442091,0.548731,-3.361911,3.010392,3,solvay5320,36.903164,2.674435,733412128539548.375000
956,0.442091,0.444565,-3.361911,3.010413,3,solvay5320,51.399457,3.062153,983160254072364466176.000000
957,0.439845,0.360163,-3.361911,3.010393,4,solvay5320,72.960993,3.463412,1522004417228574379228419588096.000000
958,0.437800,0.291822,-3.361911,3.010446,5,solvay5320,101.269431,3.872321,1990799785693830202324957744092600061657088.000000
959,0.437800,0.236385,-3.361911,3.010392,5,solvay5320,129.650943,4.286375,2787020375187391382212144886158418158617440825756352512.000000
960,0.434149,0.191517,-3.361911,3.010394,8,solvay5320,180.282657,4.702691,17922978033123082770065137523045805917165614511037949385362709430519052894208.000000
961,0.954945,7.603164,-1.867410,3.233888,1,hexcelIM7,5.320914,1.800591,33.795336
962,0.936608,9.182077,-1.867410,4.535106,1,hexcelIM7,5.727570,1.883826,46.700004
963,0.954859,7.437425,-1.867410,3.240870,1,hexcelIM7,5.330993,1.798240,34.218037
964,0.954861,6.026335,-1.867410,3.240653,1,hexcelIM7,5.988251,1.799697,65.927377
965,0.954861,4.882464,-1.867410,3.240653,1,hexcelIM7,5.491481,1.817989,39.389196
966,0.895003,3.955620,-1.867410,4.047543,1,hexcelIM7,5.908276,1.861264,57.226196
967,0.894972,3.204707,-1.867410,4.048351,1,hexcelIM7,6.175262,1.844305,76.016991
968,0.894972,2.596326,-1.867410,4.048351,1,hexcelIM7,6.534917,1.867303,106.443466
969,0.954871,1.638948,-1.867410,3.239910,1,hexcelIM7,7.245985,1.820400,227.144249
970,0.895162,1.585834,-1.867410,4.043374,1,hexcelIM7,7.884038,1.842233,420.651569
971,0.936607,1.380569,-1.867410,4.535167,1,hexcelIM7,8.560475,1.899612,781.224588
972,0.954875,1.118334,-1.867410,3.239537,1,hexcelIM7,8.174928,1.879500,542.087639
973,0.936603,0.906151,-1.867410,4.535426,1,hexcelIM7,10.158429,2.244502,2735.111168
974,0.954861,0.734135,-1.867410,3.240653,1,hexcelIM7,9.649840,2.333791,1504.249532
975,1.279171,7.389020,-3.980655,6.639478,1,solvay5320,8.396327,2.105288,539.713932
976,1.230088,5.986264,-3.980655,6.639446,1,solvay5320,8.567743,2.093196,648.425575
977,1.230086,4.849847,-3.980655,6.639507,1,solvay5320,8.878809,2.079038,897.641632
978,1.230086,3.929142,-3.980655,6.639506,1,solvay5320,9.153619,2.116146,1138.506423
979,1.230086,3.183225,-3.980655,6.639507,1,solvay5320,9.974508,2.080581,2680.951660
