,xi,rho_0,log10(zeta),gamma,num_stiff,material,eig_FEA,eig_CF,FEA/CF
1114,0.319080,2.089324,-3.374806,7.509592,2,solvayMTM45,9.575446,6.671649,1.435244
1115,0.319079,1.692683,-3.374806,7.509592,2,solvayMTM45,12.049078,6.671648,1.806012
1116,0.319079,1.371341,-3.374806,7.509592,2,solvayMTM45,15.798686,6.671648,2.368034
1117,0.319079,1.111005,-3.374806,7.509592,3,solvayMTM45,20.459663,6.671648,3.066658
1118,0.319073,0.900113,-3.374806,7.509592,3,solvayMTM45,24.743895,8.234530,3.004895
1119,0.319074,0.729224,-3.374806,7.509592,3,solvayMTM45,27.618452,12.546144,2.201350
1120,0.319091,0.590760,-3.374806,7.509592,3,solvayMTM45,30.506622,19.116636,1.595815
1121,0.416764,5.370300,-1.703494,7.829028,1,victrexAE,6.211875,6.845158,0.907485
1122,0.392352,5.211408,-1.703494,7.950470,1,victrexAE,6.231588,6.836961,0.911456
1123,0.367579,4.849765,-1.703494,7.990181,1,victrexAE,6.292833,6.814386,0.923463
1124,0.367576,3.929099,-1.703494,7.990181,1,victrexAE,6.443202,6.814382,0.945530
1125,0.367575,3.183212,-1.703494,7.990181,1,victrexAE,6.899452,6.814381,1.012484
1126,0.367574,2.578912,-1.703494,7.990181,1,victrexAE,7.074083,6.814380,1.038111
1127,0.367564,2.089341,-1.703494,7.990181,1,victrexAE,7.516244,6.814368,1.102999
1128,0.422799,1.165391,-1.703494,7.785507,2,victrexAE,18.930318,6.844865,2.765623
1129,0.400118,1.133942,-1.703494,7.921053,2,victrexAE,18.851061,6.841145,2.755542
1130,0.371020,1.091907,-1.703494,7.989432,2,victrexAE,18.700736,6.818336,2.742713
1131,0.367581,0.900018,-1.703494,7.990181,2,victrexAE,20.256348,8.412497,2.407888
1132,0.452124,5.561262,-2.139611,1.281540,3,solvay5320,4.868238,5.225222,0.931681
1133,0.452121,5.559927,-2.139611,1.281972,3,solvay5320,4.868459,5.225398,0.931692
1134,0.452120,4.849304,-2.139611,1.282044,3,solvay5320,4.943365,5.225428,0.946021
1135,0.452120,3.929115,-2.139611,1.282058,3,solvay5320,5.058683,5.225434,0.968089
1136,0.452120,3.183223,-2.139611,1.282061,3,solvay5320,5.219055,5.225435,0.998779
1137,0.452120,2.578914,-2.139611,1.282061,3,solvay5320,5.547896,5.225435,1.061710
1138,0.448980,1.195473,-2.139611,1.498928,4,solvay5320,9.010093,5.308724,1.697224
1139,0.448984,1.194292,-2.139611,1.498545,4,solvay5320,9.020454,5.308578,1.699222
1140,0.448981,1.195150,-2.139611,1.498881,4,solvay5320,9.013022,5.308706,1.697781
1141,0.448978,1.110954,-2.139611,1.499126,4,solvay5320,9.905718,5.308800,1.865905
1142,0.448979,0.899880,-2.139611,1.499028,4,solvay5320,13.389074,6.555771,2.042334
1143,0.448978,0.729200,-2.139611,1.499109,4,solvay5320,18.477336,9.983958,1.850702
1144,0.452120,0.590777,-2.139611,1.282061,4,solvay5320,23.576164,14.971826,1.574702
