,x0,x1,x2,y
0,0.6409344081528834,-1.3152331610947734,1.7142550270005392,3.7324421728737804
1,0.6409344081528834,-0.835660080832887,1.7142550270005392,3.1304206624758306
2,0.6409344081528834,-0.5128866885698361,1.7142550270005392,2.693334988927653
3,0.6409344081528834,-0.26926460591208573,1.7142550270005392,2.348193864313366
4,0.6409344081528834,-0.07352002878599034,1.7142550270005392,2.121692013836962
5,0.6409344081528834,0.09010939499581169,1.7142550270005392,1.9780279041496904
6,0.6409344081528834,0.23069134561700108,1.7142550270005392,1.8895986389501926
7,0.6409344081528834,0.3539239860409493,1.7142550270005392,1.8360872305357667
8,0.6409344081528834,0.46362290329737377,1.7142550270005392,1.8039670756911244
9,0.6409344081528834,0.5624687379340062,1.7142550270005392,1.785930586694362
10,0.6409344081528834,0.6524169745969458,1.7142550270005392,1.7737207986683563
11,0.6409344081528834,0.7349379982849493,1.7142550270005392,1.740747403448551
12,0.6409344081528834,0.8111653636728334,1.7142550270005392,1.712870944630355
13,0.6409344081528834,0.8819914162414457,1.7142550270005392,1.693506024239996
14,0.6409344081528834,0.948131218745991,1.7142550270005392,1.6806043138197375
15,0.6409344081528834,1.0101666096654436,1.7142550270005392,1.67117107153966
16,0.6409344081528834,1.0685773718218583,1.7142550270005392,1.6585132953115234
17,0.6409344081528834,1.1237637873891488,1.7142550270005392,1.6646454384827314
18,0.6409344081528834,1.1760632867919978,1.7142550270005392,1.6611528148350398
19,0.6409344081528834,1.2257629553442706,1.7142550270005392,1.6525272933421618
20,0.6409344081528834,1.2731090759414687,1.7142550270005392,1.644272232615956
21,0.6409344081528834,1.3615644965033322,1.7142550270005392,1.6358431305755685
22,0.6409344081528834,1.4030212101816786,1.7142550270005392,1.6330812128529129
23,0.6409344081528834,1.4428274605820979,1.7142550270005392,1.633870232850501
24,0.6409344081528834,1.4811096471531149,1.7142550270005392,1.6325483726367116
25,0.6409344081528834,1.517980182961443,1.7142550270005392,1.6298714519707433
26,0.6409344081528834,1.5535394849979296,1.7142550270005392,1.6287927651454919
27,0.6409344081528834,1.5878776225788211,1.7142550270005392,1.612612504995881
28,0.6409344081528834,1.621075691988417,1.7142550270005392,1.6226552248457422
